# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(14,10),(10,1),(10,-1),-0.138472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.100768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.0860696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.0832783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,16),-0.0643121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,18),-0.0821611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.0642485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,21),0.0805568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,21),-0.0661578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,15),-0.064148 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,21),-0.0773969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,21),-0.106152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,18),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,21),-0.0590804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,21),-0.0673163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,18),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,21),-0.105085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,19),(11,21),-0.0645767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),-0.0387284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),-0.032738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.00315762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.0194891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),-0.0504833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,5),0.0129645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,4),-0.0501898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,3),0.0102127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,1),-0.051954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),-0.083273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),-0.042028 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,8),-0.0421948 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,7),-0.0423694 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,6),-0.0446177 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,5),-0.0422553 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,4),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,3),-0.0421938 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,1),-0.042618 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),-0.0558495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,8),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.0422181 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,6),-0.0421009 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,5),-0.0420973 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,3),-0.0420973 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,1),-0.0423361 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),-0.0389017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.0423843 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,6),-0.0389329 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,5),-0.0430098 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,3),-0.0430098 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,1),-0.0463834 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),-0.009033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,6),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,5),-0.0423335 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,4),-0.0425293 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,3),-0.0423335 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,1),-0.043158 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),-0.04848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,5),-0.0310057 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,4),-0.042068 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,3),-0.0310057 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,1),-0.0376028 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,-1),-0.0484925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,5),(11,4),-0.0364691 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,3),-0.0376435 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,1),-0.048635 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,-1),-0.00580202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,4),(11,3),-0.0420584 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,1),-0.0358818 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,-1),-0.0457064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,3),(11,1),-0.0476597 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,3),(11,-1),-0.0110038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,1),(11,-1),-0.0450337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.112116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.0743532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,21),0.266751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,21),-0.0480379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,21),-0.0755401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.045596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.00406324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),0.122858 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.0456342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,-1),-0.001101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,18),-0.0671988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,21),0.0959632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,18),(13,21),-0.072717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0551591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),-0.0441533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),-0.0610676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,8),-0.0334428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.112341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,10),-0.0456261 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,8),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.0505159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,10),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,8),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,-1),-0.0511376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,8),-0.0360517 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,-1),-0.0824818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,8),(13,-1),0.00477711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,21),-0.0629885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),-0.0794243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,18),-0.0490099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,21),0.00827084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,18),(16,21),-0.0490698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,14),0.0919011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,-1),-0.0282655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,14),(16,-1),-0.0743815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,19),0.00457614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,21),0.0358118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,21),-0.0145617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.0690388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,16),0.098703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,15),0.0778891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,14),0.127867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,13),-0.0641504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,12),-0.0642856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),0.00899148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,16),0.100784 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,15),0.115895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,14),0.101731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,17),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),-0.107099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,15),0.0948586 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,14),0.0971965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,-1),-0.0495934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,14),0.0869784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,13),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,12),-0.064155 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,-1),-0.0723121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,14),(18,13),-0.0645166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,12),-0.0641524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,-1),-0.0608206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,13),(18,12),-0.0642223 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,-1),-0.0497993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,12),(18,-1),-0.0890456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,20),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.00677433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.10281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.0983217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,16),0.101279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,15),0.124459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,14),0.11388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,13),-0.0656741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,12),-0.0642654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,11),-0.0641631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,10),-0.0641914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,9),-0.0668477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,8),-0.0691343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,5),-0.069983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,4),-0.067055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,3),-0.069983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,2),-0.064183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,1),-0.0716289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.11959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.10186 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.107986 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,15),0.0892225 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.101032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,18),(19,13),-0.0644463 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,12),-0.0643032 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,9),-0.0642915 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,8),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,7),-0.064177 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,6),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,5),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,4),-0.0643227 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,3),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,1),-0.0643661 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.0978065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,15),0.102286 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.0710831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,15),0.110096 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,14),0.110566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,8),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,7),-0.064171 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,6),-0.0642165 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,5),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,3),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,-1),-0.074111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,15),(19,14),0.0996087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,15),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,12),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,11),-0.0643001 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,10),-0.0642239 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,9),-0.0656066 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,8),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,5),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,4),-0.0641687 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,3),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,1),-0.069739 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,-1),-0.11024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,14),(19,13),-0.0645895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,12),-0.0643032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,9),-0.0642915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,8),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,7),-0.064177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,6),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,5),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,4),-0.0643227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,3),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,1),-0.0643661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,-1),-0.0987394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,13),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,6),-0.0647409 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,1),-0.0646785 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,-1),-0.0940861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,12),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,-1),-0.0712338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,11),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,6),-0.064155 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
