# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(5,17),(17,16),(17,-1),-0.0641486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,15),(17,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,-1),-0.0678168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,14),(17,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,18),(18,18),(18,19),0.0101365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,18),(18,18),(18,17),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,16),0.10255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,15),0.102691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,-1),-0.0264192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,18),(18,17),(18,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,17),(18,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,17),(18,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,18),(18,16),(18,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,16),(18,-1),-0.0642513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,18),(18,15),(18,-1),-0.0645242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,5),0.102075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,19),-0.0493105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,5),(4,19),-0.0651405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,-1),-0.0740231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,5),(5,6),-0.061993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,5),(5,7),-0.0672523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,8),-0.0672521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,9),-0.0672586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,10),-0.06419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,11),-0.0659275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,13),-0.0665349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,14),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,15),-0.0695673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,16),-0.0684491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,18),-0.0641604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,19),-0.242345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,6),(5,7),-0.0642248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,8),-0.0642248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,9),-0.0642248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,10),-0.0644177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,11),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,13),-0.0641496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,15),-0.0642876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,17),-0.0641793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,19),-0.0983964 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,7),(5,8),-0.0642247 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,9),-0.0642247 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,10),-0.0643439 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,11),-0.064152 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,14),-0.0642427 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,16),-0.0643766 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,19),-0.0273341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,8),(5,9),-0.0642247 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,10),-0.0643439 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,11),-0.064152 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,14),-0.0642427 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,16),-0.0643766 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,19),-0.0243043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,9),(5,10),-0.0643463 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,11),-0.064152 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,14),-0.0642427 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,16),-0.0643766 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,19),-0.015111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,10),(5,11),-0.0641659 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,13),-0.0641583 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,18),-0.0644988 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,19),-0.0785931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,11),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,19),-0.0596816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,13),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,13),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,13),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,13),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,13),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,13),(5,19),-0.0704716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,14),(5,15),-0.0650667 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,19),-0.0853522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,15),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,15),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,15),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,15),(5,19),-0.0639365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,16),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,16),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,16),(5,19),-0.093174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,17),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,17),(5,19),-0.0642324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,18),(5,19),-0.0700263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,4),-0.0695154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,3),-0.0853338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,2),-0.0853338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,1),-0.0853338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,-1),0.208348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,4),(5,3),-0.0269546 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,2),-0.0269589 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,1),-0.0269546 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,-1),-0.0370254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,3),(5,2),-0.0461418 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,3),(5,1),-0.0461418 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,3),(5,-1),-0.00743006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,2),(5,1),-0.0461418 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,2),(5,-1),-0.00743006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,1),(5,-1),-0.00743006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,8),-0.116896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,9),-0.0789751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,10),-0.131329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,19),0.143037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,8),(7,9),-0.0384858 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,10),-0.0563019 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,19),-0.0760482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,9),(7,10),-0.0605789 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,19),-0.0366071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,10),(7,19),-0.121895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,-1),-0.138044 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,9),-0.0727464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,10),-0.129876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,11),-0.0459731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,12),-0.0260093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,13),-0.0653997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,14),-0.0215454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,15),-0.00923018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,16),-0.0322827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,17),-0.0259761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,18),-0.057556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,19),0.119309 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,10),-0.0622984 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,11),-0.0377286 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,12),-0.0431501 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,13),-0.0396832 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,14),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,15),-0.0445191 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,16),-0.042701 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,17),-0.039344 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,18),-0.0287297 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,19),-0.0334021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,10),(8,11),-0.019271 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,12),-0.0262766 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,13),-0.0303373 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,14),-0.0382948 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,15),-0.0547145 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,16),-0.0394083 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,17),-0.0423967 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,18),-0.0515295 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,19),-0.113156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,11),(8,12),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,13),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,15),-0.0421036 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,16),-0.0420555 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,18),-0.0427331 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,19),0.0108837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,12),(8,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,16),-0.0355639 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,18),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,19),-0.0166154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,15),-0.0421194 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,16),-0.0421901 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,18),-0.0444264 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,19),-0.0393011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,14),(8,15),-0.0422187 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,16),-0.0454844 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,19),-0.0461313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,15),(8,16),-0.042021 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,18),-0.0422685 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,19),-0.046337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,16),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,18),-0.0428725 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,19),-0.0238793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,17),(8,18),-0.0518292 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,19),-0.0209768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,18),(8,19),-0.0359526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.145678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,6),0.0583077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,5),-0.0641494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,3),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,2),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,1),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.151408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,6),0.105288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,7),(8,5),-0.0647888 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,3),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,1),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,-1),-0.0919534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,6),(8,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,-1),-0.0588538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,5),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,3),-0.064177 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,2),-0.064177 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,1),-0.064177 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,-1),-0.0392752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,4),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,-1),-0.083793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,3),(8,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,3),(8,1),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,3),(8,-1),-0.0917112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,2),(8,1),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,2),(8,-1),-0.0917112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,1),(8,-1),-0.0921563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.126308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.0552925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,13),-0.061621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,19),0.094916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0194162 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,13),-0.0282264 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,19),-0.124729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,13),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,19),0.0053889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,19),-0.0441078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.0939404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.101007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.0583077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,5),-0.0641494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,3),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,2),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),-0.137845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.100727 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,6),0.105292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,8),(9,5),-0.0647888 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,3),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.156623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,6),0.105292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,5),-0.0647888 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,3),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,-1),-0.16096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,-1),-0.0588521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,5),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,3),-0.064177 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,2),-0.064177 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,-1),-0.034439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,4),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,4),(9,-1),-0.0835532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,3),(9,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,3),(9,-1),-0.160717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,2),(9,-1),-0.160717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,19),-0.0740231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,-1),-0.0493105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,12),-0.0562767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),0.0451388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),-0.0518494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),-0.0426596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,16),0.0420462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),-0.0457838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),-0.0515563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
