# _root_ In New York Stock Exchange composite trading yesterday , Di Giorgio closed at $ 31.50 a share , down $ 1.75 .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
(10,8),(8,9),(8,11),-0.0651305 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,12),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.0641772 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,17),-0.0648362 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,23),-0.049336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.0642136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,17),-0.0641587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,18),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,22),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,23),-0.0451166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,13),-0.0642136 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,17),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,18),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,22),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,23),-0.0450973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,12),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,18),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,23),-0.0576939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,17),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,18),-0.0641924 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,22),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,23),-0.104094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,14),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,23),-0.0691307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,17),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,23),-0.0179362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,18),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,18),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,18),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,18),(8,23),-0.049336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,19),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,19),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,19),(8,23),-0.0623837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,20),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,20),(8,23),-0.0691307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,22),(8,23),-0.0667177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.061075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0615601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),-0.0509078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),-0.051001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),-0.0507726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,2),-0.0473916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,1),-0.0027409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),-0.0473855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0461852 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,5),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,2),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,1),-0.0415516 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),-0.0819748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,5),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,4),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,2),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,1),-0.0415478 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.0814907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,4),-0.0479488 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,3),-0.0475086 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,2),-0.0475834 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,1),-0.0444514 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,-1),-0.112068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,4),(8,3),-0.0475247 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,2),-0.0475995 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,1),-0.0444558 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,-1),-0.112281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,2),-0.0471511 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,1),-0.0444514 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,-1),-0.112503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,2),(8,1),-0.0444514 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,2),(8,-1),-0.112417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,1),(8,-1),-0.0388889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,23),0.0197593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,-1),0.0859782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,13),-0.0216385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.0430853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.023343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),0.0778948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,22),0.0348079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,23),0.139466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0432304 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0419248 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,22),-0.043324 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,23),-0.102224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,18),-0.0434335 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,23),-0.044584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,18),-0.0759603 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,22),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,23),-0.112681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,22),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,23),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,22),(11,23),0.0756916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.210521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,9),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,7),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,6),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,5),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,4),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,3),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),0.15226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,7),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,6),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,5),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,4),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,3),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.00316531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,7),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,6),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,5),-0.0700439 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,4),-0.0700439 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,3),-0.0700502 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,2),-0.0700439 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,5),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,4),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,3),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,2),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,-1),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,7),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,5),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,4),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,3),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,2),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,-1),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,6),(11,5),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,4),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,3),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,2),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,-1),-0.0751547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,5),(11,4),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,3),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,2),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,-1),-0.00329353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,4),(11,3),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,2),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,-1),-0.00342769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,3),(11,2),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,3),(11,-1),-0.00311731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,2),(11,-1),0.0177413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,15),-0.0572857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0535225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.0464719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0420989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),-0.0374449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0420146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),-0.0576897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,23),0.00657258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.0419373 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0402007 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0421948 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0186862 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,22),-0.042127 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,23),-0.0440769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,23),-0.0535674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0416649 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0422254 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.042118 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),-0.0434112 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,23),-0.054298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0451614 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0379389 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,23),-0.0475286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),-0.042207 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,21),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,23),-0.0388855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),-0.0505324 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,23),-0.0427969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,21),(14,22),-0.042127 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,23),-0.0440769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,22),(14,23),-0.0443534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.0956944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.10305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,1),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.0397866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,11),0.103063 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.0783949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.0641879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,8),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,8),(14,-1),-0.064627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,1),(14,-1),-0.0784168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,18),(18,19),-0.0438683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,23),0.0859782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,19),(18,23),-0.0431548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,18),(18,-1),0.0197593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,22),(22,22),(22,23),0.0496269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,22),(22,22),(22,20),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,-1),0.0199943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,22),(22,20),(22,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,3),0.205114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,4),0.212669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,5),0.20914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,9),0.117362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,23),0.169934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,4),0.085287 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,5),0.0854312 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,9),0.0863436 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,23),-0.00454691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,5),0.0908671 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,9),0.086349 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,23),-0.00485729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,9),0.086349 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,23),-0.00472313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,9),(2,23),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,-1),0.16094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,3),(3,4),0.233702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,5),0.230173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,6),0.0930347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,8),0.0930347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,9),0.11736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,23),0.142977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,4),(3,5),0.0812844 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,6),0.0981956 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,8),0.0981903 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,9),0.0862831 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,23),0.0165641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,6),0.0981956 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,8),0.0981903 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,9),0.0862831 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,23),0.0166983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,8),0.10248 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,9),0.102182 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,23),-0.0751556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,9),0.102182 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,23),-0.0750416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,23),-0.0133153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,2),-0.129637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,1),-0.0216053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,-1),0.140511 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,2),(3,1),-0.0497097 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,2),(3,-1),0.0400465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,1),(3,-1),-0.100172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,5),0.210427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,6),0.0925835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,7),0.0924695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,8),0.0925835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,9),0.117363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
