# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(10,6),(6,6),(6,17),-0.0648597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,19),-0.0652907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,21),0.012505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.102254 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.0992925 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.0641889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,7),(6,11),-0.0645151 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.0641889 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,13),-0.0641924 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,16),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,17),-0.064778 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,19),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,20),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,21),-0.106275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.0913515 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.0641593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,13),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,16),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,19),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,20),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,21),-0.0460051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.0651247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,11),-0.0648388 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,12),-0.0651305 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,16),-0.0648372 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,17),-0.0646088 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,19),-0.0648372 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,21),-0.0503627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,12),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,13),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,16),-0.0641587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,19),-0.0641587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,20),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,21),-0.0457254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,11),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,13),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,16),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,19),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,20),-0.0642948 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,21),-0.096611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,12),(6,13),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,16),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,19),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,20),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,21),-0.0480188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,13),(6,16),-0.0648372 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,17),-0.0646088 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,19),-0.0648372 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,21),-0.0503627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,16),(6,17),-0.06415 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,21),-0.0179003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,17),(6,19),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,20),-0.0642451 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,21),-0.108208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,19),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,19),(6,21),-0.0170081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,20),(6,21),-0.0667177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0311946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.0887702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0508599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,1),-0.0508599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),-0.0282656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0420248 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0420996 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,1),-0.0420996 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.028495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,2),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,1),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.080518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,1),-0.0468142 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,2),(6,-1),-0.113792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,1),(6,-1),-0.113785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.106703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.126384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.0761072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,11),-0.0658634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.0761136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,16),-0.0692209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,17),-0.0659418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,21),-0.0637123 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.103047 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,21),-0.0722069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,21),-0.00450502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,21),-0.072215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,21),-0.0662319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,21),-0.0722216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,16),(7,17),-0.0641798 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,21),-0.0585046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,17),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,17),(7,21),-0.0662522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,20),(7,21),-0.064149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0691163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),-0.154397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,-1),-0.0789751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.116569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.0794067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,8),(8,11),-0.0749853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,12),-0.0803047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,16),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,17),-0.072911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,18),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,19),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,20),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,21),0.189351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.0700455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,9),(8,11),-0.0679862 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,12),-0.0700882 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.0674035 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,16),-0.0674035 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,17),-0.067475 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,18),-0.0674035 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,19),-0.0674036 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,21),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.0644944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,12),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,16),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,17),-0.0648431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,18),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,19),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,20),-0.0641603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,21),-0.00190672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,12),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,13),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,15),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,16),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,17),-0.0642462 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,18),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,19),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,21),-0.10698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,12),(8,13),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,15),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,16),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,17),-0.0648431 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,18),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,19),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,20),-0.0641603 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,21),0.00115613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,15),-0.0674035 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,16),-0.0674035 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,17),-0.067475 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,18),-0.0674035 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,19),-0.0674036 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,21),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,17),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,21),-0.0741809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,16),(8,17),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,21),-0.0754015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,17),(8,18),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,19),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,21),-0.103871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,18),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,18),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,18),(8,21),-0.0752169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,19),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,19),(8,21),-0.0750538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,20),(8,21),-0.0821404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.0113127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0246355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),0.17415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0431611 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),-0.0944006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,-1),-0.118907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,21),0.0297363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,21),-0.0665393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,-1),0.095952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,12),0.14236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),0.0808601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.0463014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),0.111129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),0.112878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),0.0218621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),0.114492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),0.117638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),-0.0420353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,21),-0.268063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0867959 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,14),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0489298 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0489299 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.0731483 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,18),-0.0489298 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.04893 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,21),0.305291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,14),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,15),-0.0536037 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.0536014 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.00438146 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0536028 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),-0.0544474 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,21),-0.0570634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0423632 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,16),-0.0423632 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,18),-0.0423632 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.0423632 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,21),-0.0427553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.0438731 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,17),-0.0450063 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,18),-0.0438731 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0438731 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),-0.0422981 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,21),0.1238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0454601 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,18),-0.0438162 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0438162 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0422981 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,21),0.125954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,18),-0.0425411 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,19),-0.0425419 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,21),0.0800899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,19),-0.0438415 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,20),-0.0422981 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,21),0.127512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),-0.0422981 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,21),0.129426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,21),-0.0424048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.078093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.0661137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),0.0520117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.0907779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.064306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,2),(11,-1),-0.0907779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,13),0.0515537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),-0.0235271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,16),-0.023101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.115038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,19),-0.0239066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,21),0.302396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,15),-0.154151 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,16),-0.154133 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),0.0560713 # DEPENDENCYPART_GRANDSIBL
