# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
(19,17),(17,15),(17,1),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,-1),-0.0427924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,14),(17,10),-0.042018 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,1),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,-1),-0.0427924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,10),(17,1),-0.0420188 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,-1),-0.0563621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,1),(17,-1),-0.0559654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,19),-0.0791508 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,18),(18,21),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,39),0.162088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,19),(18,21),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,39),-0.00536817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,21),(18,39),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,14),-0.128317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,-1),0.149219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,14),(18,-1),0.0322051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),0.0778948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),-0.0423117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,23),-0.0350126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,24),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,25),-0.0969518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,26),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,27),-0.0457475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,28),-0.0173577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,31),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,38),0.0348079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,39),0.141288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.0427189 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,23),-0.0421717 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,24),-0.0326497 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,25),0.0560917 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,26),-0.0326497 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,27),-0.0510309 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,28),-0.0709507 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,31),-0.0326497 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,38),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,39),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,22),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,28),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,38),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,39),-0.043044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,23),(20,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,25),-0.0420605 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,28),-0.0427194 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,31),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,38),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,39),-0.0418195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,24),(20,25),-0.0437132 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,26),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,27),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,28),-0.0446658 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,31),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,38),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,39),-0.0382935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,25),(20,26),-0.0413531 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,27),-0.0397611 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,28),-0.0323711 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,31),-0.0413531 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,38),-0.0426273 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,39),0.153303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,26),(20,27),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,28),-0.0446658 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,31),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,38),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,39),-0.0382935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,27),(20,28),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,27),(20,31),-0.0423117 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,27),(20,38),-0.042039 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,27),(20,39),-0.059851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,28),(20,31),-0.0422545 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,28),(20,38),-0.0433234 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,28),(20,39),-0.100964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,31),(20,38),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,31),(20,39),-0.0382935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,38),(20,39),0.0756916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.208325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,18),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,15),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,14),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,12),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,11),-0.0641554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,6),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),0.154165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,18),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,15),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,14),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,12),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,11),-0.0650997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),-0.00536591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,18),(20,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,15),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,14),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,12),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,11),-0.0650997 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,-1),-0.00329884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,17),(20,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,-1),-0.0645081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,16),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,-1),-0.0641594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,15),(20,14),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,12),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,11),-0.0650997 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,-1),-0.00307037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,14),(20,12),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,14),(20,11),-0.0650997 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,14),(20,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,14),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,14),(20,-1),-0.0045248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,12),(20,11),-0.0650997 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,-1),-0.00307037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,11),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,11),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,11),(20,-1),-0.0507166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,6),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,6),(20,-1),-0.00161592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,4),(20,-1),-0.0655872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,39),0.0860897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,-1),0.0198705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,24),-0.0420135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,39),-0.155352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,24),(22,39),-0.0420187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,-1),-0.183287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,23),(23,24),-0.0407538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,25),-0.0520925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,26),-0.0407538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,27),-0.0190288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,28),-0.0713777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,31),-0.0407538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,32),-0.0637489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,34),-0.0293824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,35),-0.0655063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,38),-0.0420996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,39),-0.105821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,24),(23,25),-0.0352325 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,26),-0.0394884 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,27),-0.0427513 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,28),-0.0440104 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,31),-0.0394884 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,32),-0.0494457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,34),-0.0377649 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,35),-0.0496458 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,38),-0.0420468 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,39),-0.0229588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,25),(23,26),-0.0455388 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,27),-0.0424017 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,28),-0.0495986 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,31),-0.0455388 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,32),-0.0512307 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,34),-0.0390331 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,35),-0.0496456 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,38),-0.0440322 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,25),(23,39),-0.0212316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,26),(23,27),-0.0427513 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,28),-0.0440104 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,31),-0.0394884 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,32),-0.0494457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,34),-0.0377649 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,35),-0.0496458 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,38),-0.0420468 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,39),-0.0229588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,27),(23,28),-0.0454841 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,31),-0.037668 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,32),-0.0470934 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,34),-0.0391861 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,35),-0.0477821 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,38),-0.0425748 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,39),-0.0526151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,28),(23,31),-0.0440481 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,28),(23,32),-0.0428632 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,28),(23,34),-0.0415427 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,28),(23,35),-0.0469586 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,28),(23,38),-0.0457399 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,28),(23,39),-0.0397592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,31),(23,32),-0.0494457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,31),(23,34),-0.0377649 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,31),(23,35),-0.0496458 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,31),(23,38),-0.0420468 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,31),(23,39),-0.0229588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,32),(23,34),-0.0415755 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,32),(23,35),-0.049145 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,32),(23,38),-0.0462364 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,32),(23,39),-0.0472364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,34),(23,35),-0.015885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,34),(23,38),-0.0504568 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,34),(23,39),-0.0725053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,35),(23,38),-0.0457417 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,35),(23,39),-0.046586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,38),(23,39),-0.0715525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,23),(23,22),0.105445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,21),0.0889525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,20),0.0714932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,19),0.0714932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,23),(23,18),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,16),-0.0642163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,15),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,14),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,13),-0.0643356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,12),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,10),-0.0655138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,8),-0.064274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,7),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,5),-0.0655138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,1),-0.0655093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,-1),-0.139801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,22),(23,21),0.102811 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,20),0.102478 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,19),0.102478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,22),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,-1),-0.0326012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,21),(23,20),0.098236 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,19),0.098236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,21),(23,18),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,16),-0.0641611 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,15),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,14),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,13),-0.0641757 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,12),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,10),-0.0663778 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,8),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,7),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,5),-0.0663778 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,4),-0.064385 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,1),-0.0663738 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,-1),-0.0846047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,20),(23,19),0.100723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,20),(23,18),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,15),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,14),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,13),-0.0643281 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,12),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,10),-0.0642467 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,8),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,7),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,5),-0.0642467 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,1),-0.0642368 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,-1),-0.0984675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,19),(23,18),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,15),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,14),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,13),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,12),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,10),-0.0642467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,8),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,7),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,5),-0.0642467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
