# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(23,2),(2,8),(2,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,8),(2,35),-0.0641544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,9),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,9),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,9),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,9),(2,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,9),(2,20),0.103067 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,9),(2,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,9),(2,35),-0.0643309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,11),(2,12),0.101261 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,11),(2,13),0.103034 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,11),(2,16),0.103063 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,11),(2,20),0.102972 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,11),(2,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,11),(2,35),-0.0514454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,12),(2,13),0.103057 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,12),(2,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,12),(2,20),0.103049 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,12),(2,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,12),(2,35),-0.051769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,13),(2,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,13),(2,20),0.102969 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,13),(2,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,13),(2,35),-0.0709628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,16),(2,20),0.103067 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,16),(2,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,16),(2,35),-0.0654504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,20),(2,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,2),(2,20),(2,35),-0.0678812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,34),(2,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,2),(2,2),(2,1),-0.0752583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,2),(2,2),(2,-1),-0.154385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,2),(2,1),(2,-1),-0.0634161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,13),(13,14),0.102926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,15),0.0804469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,16),0.101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,17),0.119362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,19),0.0804466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,20),0.107106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,21),0.101971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,35),-0.0253561 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,13),(13,14),(13,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,14),(13,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,14),(13,17),0.103069 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,14),(13,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,14),(13,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,14),(13,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,14),(13,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,14),(13,35),-0.0642877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,15),(13,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,15),(13,17),0.103068 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,15),(13,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,15),(13,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,15),(13,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,15),(13,34),-0.0641554 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,15),(13,35),-0.0988453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,16),(13,17),0.103066 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,16),(13,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,16),(13,20),0.103064 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,16),(13,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,16),(13,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,16),(13,35),-0.0672946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,17),(13,19),0.103067 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,17),(13,20),0.103 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,17),(13,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,17),(13,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,17),(13,35),-0.0494487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,19),(13,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,19),(13,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,19),(13,34),-0.0641554 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,19),(13,35),-0.0988592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,20),(13,21),0.103068 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,20),(13,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,20),(13,35),-0.0746556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,21),(13,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,21),(13,35),-0.0670957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,34),(13,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,13),(13,12),-0.0428728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,11),-0.0083964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,8),-0.0326776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,5),-0.0284254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,13),(13,13),(13,-1),-0.113056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,13),(13,12),(13,11),-0.0431135 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,12),(13,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,12),(13,5),-0.0403406 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,12),(13,-1),-0.0403914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,11),(13,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,11),(13,5),-0.0332262 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,11),(13,-1),0.0113128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,8),(13,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,8),(13,-1),-0.0326609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,5),(13,-1),-0.0356378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,18),0.102779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,20),0.074884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,21),0.103023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,22),0.140378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,24),-0.0641637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,35),0.0197864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,18),(17,20),0.103039 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,22),0.101452 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,35),-0.0649507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,20),(17,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,22),0.0986238 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,24),-0.064251 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,35),-0.0405165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,21),(17,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,35),-0.0641915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,22),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,35),-0.0441979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,24),(17,35),-0.0754205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,16),-0.0480346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,15),-0.052595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,14),-0.0455879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,-1),-0.0725394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,16),(17,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,16),(17,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,16),(17,-1),-0.0484614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,15),(17,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,15),(17,-1),-0.0534231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,14),(17,-1),-0.0457551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,35),0.0274971 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,18),(18,17),-0.0616574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,-1),-0.0676557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,17),(18,-1),-0.0143768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,20),0.0957336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,21),0.102835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,22),0.121211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.0643236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,24),-0.0732517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,29),-0.0667443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,30),-0.0759105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,33),-0.0646886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,35),-0.0608267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,22),0.103063 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,23),-0.0641621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,20),(19,24),-0.0641512 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,30),-0.0641512 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,33),-0.0642253 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,35),-0.0678812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,33),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,35),-0.0643749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,33),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,35),-0.0517585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,23),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,29),-0.0641681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,33),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,35),-0.0946732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,24),(19,29),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,30),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,33),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,35),-0.0681657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,29),(19,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,29),(19,33),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,29),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,29),(19,35),-0.0516785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,30),(19,33),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,30),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,30),(19,35),-0.0709673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,33),(19,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,33),(19,35),-0.0189213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,34),(19,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,18),-0.0766791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,17),-0.0766791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,16),-0.0457706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,15),-0.045111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,14),-0.0439723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,12),-0.0206299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,11),-0.0208792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,10),-0.0568625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,6),-0.0563582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,-1),-0.150547 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,18),(19,17),-0.0398404 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,16),-0.0420313 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,15),-0.0420215 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,14),-0.0457891 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,12),-0.0420406 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,11),-0.0430928 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,10),-0.0455516 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,6),-0.0415295 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,-1),-0.0650988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,17),(19,16),-0.0420313 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,15),-0.0420215 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,14),-0.0457891 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,12),-0.0420406 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,11),-0.0430928 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,10),-0.0455516 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,6),-0.0415295 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,-1),-0.0650988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,16),(19,15),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,12),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,11),-0.0423506 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,-1),-0.0556217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,15),(19,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,12),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,11),-0.0420655 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,-1),-0.0226377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,14),(19,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,-1),-0.0505018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,12),(19,11),-0.0421067 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,12),(19,10),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,12),(19,6),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,12),(19,-1),-0.0210437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,11),(19,10),-0.0414262 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,11),(19,6),-0.0409683 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,11),(19,-1),-0.030338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,10),(19,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,10),(19,-1),-0.0637746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,6),(19,-1),-0.0575742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,23),-0.0656311 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,24),-0.0645209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,26),-0.0656311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,27),-0.0644001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,29),-0.0655191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,35),-0.0244566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,35),-0.0752473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,26),-0.0641592 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,35),-0.0406336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,26),(22,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,26),(22,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,26),(22,35),-0.0752473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,27),(22,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,27),(22,35),-0.0658937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,29),(22,35),-0.067776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,-1),0.0205879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,25),-0.0412804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,26),-0.0786596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,27),-0.0708693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,28),0.00610132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,29),0.000414199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,30),-0.0335027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,33),-0.0366525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,35),-0.096615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,26),-0.0420255 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,27),-0.0420273 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,28),-0.0421992 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,29),-0.0421992 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,30),-0.0423242 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,33),-0.0425798 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,35),-0.0370734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,26),(24,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,28),-0.042015 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,29),-0.042015 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,30),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,33),-0.04334 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,26),(24,35),-0.0791773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,27),(24,28),-0.0430439 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,29),-0.0429957 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,30),-0.0425825 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,33),-0.042742 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,35),-0.0664971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,28),(24,29),-0.0440324 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,28),(24,30),-0.0454743 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,28),(24,33),-0.0423807 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,28),(24,35),0.0264775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,29),(24,30),-0.0454133 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,29),(24,33),-0.0423807 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,29),(24,35),0.0190881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,30),(24,33),-0.0462492 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,30),(24,35),-0.0482013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
