# _root_ Foreign stock markets , which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .
#goldHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,23,23,20,16,
#predictedHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,22,23,20,16,
(14,16),(16,16),(16,5),-0.0588034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,4),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,3),-0.0721936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,2),-0.069594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,1),-0.0656741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.111284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,14),0.100566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,15),(16,13),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,11),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,10),-0.0697422 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,9),-0.0643435 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,8),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,6),-0.0655268 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,5),-0.0645191 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,2),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.108861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,13),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,12),-0.0643007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,11),-0.0643032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,10),-0.0643037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,9),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,8),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,6),-0.0641959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,4),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,3),-0.0642449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,2),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,1),-0.0643007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,-1),-0.104843 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,13),(16,12),-0.0643007 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,11),-0.0643032 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,10),-0.0643037 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,9),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,8),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,6),-0.0641959 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,4),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,3),-0.0642449 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,2),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,1),-0.0643007 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,-1),-0.105165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,12),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,10),-0.0646785 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,4),-0.0647409 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,-1),-0.0923632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,11),(16,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,-1),-0.0709888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,10),(16,9),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,8),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,6),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,5),-0.06434 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,4),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,2),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,-1),0.00472499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,9),(16,8),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,4),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,2),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,-1),-0.0285963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,8),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,4),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,2),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,-1),-0.0274625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,7),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,-1),-0.0642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,6),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,-1),-0.0691535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,5),(16,4),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,-1),0.0735439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,4),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,4),(16,2),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,4),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,4),(16,-1),-0.108861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,3),(16,2),-0.0641528 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,3),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,3),(16,-1),-0.0532935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,2),(16,1),-0.0643007 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,2),(16,-1),-0.106607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,1),(16,-1),-0.0923654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),-0.0507597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),0.0514091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,21),-0.0440844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,22),-0.0508523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,23),-0.0669543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,24),-0.0509304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,25),0.0626916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0446672 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,21),-0.0460376 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,22),-0.0508601 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,23),-0.042185 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,24),-0.0420715 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,25),-0.0319782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,20),(18,21),-0.0422086 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,22),-0.0389621 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,23),-0.0437378 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,24),-0.0401001 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,25),-0.140352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,21),(18,22),-0.0433657 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,23),-0.0425383 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,24),-0.0427654 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,25),-0.108648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,22),(18,23),-0.042185 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,25),-0.0320401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,23),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,25),0.0383741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,24),(18,25),-0.0447745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.0694351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),0.04156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,-1),-0.108652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,20),0.0799674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.0566627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.0694633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.0619351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,25),0.0412507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.036522 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,22),-0.0399346 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),-0.0422304 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,25),-0.0517458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,22),-0.0424249 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0432189 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,25),-0.0725312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0420285 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,25),0.0113214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,25),-0.0601539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.0757583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.136633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,14),0.0757687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,10),-0.0699797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,9),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,3),-0.0648841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),0.0717065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.102624 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.103065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,18),(19,10),-0.0655086 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.0718744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,14),0.10284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.0350346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,14),(19,10),-0.0655086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,-1),-0.0718743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,10),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,-1),-0.137321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,9),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,-1),-0.0496918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,3),(19,-1),-0.0721886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,21),-0.0938411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,22),-0.0440169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,23),-0.0148468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,24),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,25),-0.219059 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,21),(20,22),-0.0420775 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,23),-0.043927 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,25),-0.0590643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,22),(20,23),-0.03368 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,25),-0.0493349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,23),(20,24),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,23),(20,25),-0.0157013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,24),(20,25),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,19),0.104043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,18),0.0825536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,17),0.100338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,-1),0.0222069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,19),(20,18),0.103061 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,17),0.101407 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,-1),-0.0579851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,18),(20,17),0.103067 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,-1),-0.106311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,17),(20,-1),-0.056459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,22),-0.0572439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,23),-0.0641619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,24),-0.0473925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,25),0.0220066 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,22),(21,23),-0.0420374 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,25),-0.0447022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,23),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,25),-0.0446616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,24),(21,25),-0.0463378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,20),0.117044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,19),0.119973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,-1),-0.131506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,20),(21,19),0.106421 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.138717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,-1),0.0252844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,23),(23,24),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,25),0.0361794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,24),(23,25),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,23),(23,22),0.0782799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,21),0.0841835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,20),0.109081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,19),0.0776977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,18),0.133871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,17),0.0491678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,14),0.127408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,23),(23,12),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,4),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,-1),-0.0418023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,22),(23,21),0.0992605 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,20),0.102439 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,19),0.125755 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,18),0.103802 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,17),0.112798 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,14),0.103802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,22),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,-1),-0.0769857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,21),(23,20),0.102233 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,19),0.102363 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,18),0.102193 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,17),0.102378 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,14),0.102193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,21),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,-1),-0.0753244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,20),(23,19),0.102883 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,18),0.102914 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,17),0.103069 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,14),0.102914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,20),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,4),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,-1),-0.0401009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,19),(23,18),0.103801 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,17),0.112801 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,14),0.103801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,19),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,-1),-0.0789498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,18),(23,17),0.102013 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,14),0.108494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,18),(23,12),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,-1),-0.0696576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,17),(23,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,17),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,-1),-0.104134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,14),(23,12),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,-1),-0.0761191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
