# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,21,21,18,21,22,22,24,27,25,22,28,9,
(11,1),(1,1),(1,18),-0.0641634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,31),0.00908135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,1),(1,2),(1,3),0.103033 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,11),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,2),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,31),-0.0831054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,5),0.102509 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,3),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,31),-0.049361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,4),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,11),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,4),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,31),-0.0831054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,5),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,9),0.103006 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,5),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,18),-0.0645048 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,31),-0.0593894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,6),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,11),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,6),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,31),-0.0831054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,7),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,7),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,7),(1,11),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,7),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,7),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,7),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,7),(1,31),-0.0831054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,8),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,8),(1,11),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,8),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,8),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,8),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,8),(1,31),-0.0831054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,9),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,9),(1,17),-0.064146 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,9),(1,18),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,9),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,9),(1,31),-0.0797219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,11),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,11),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,11),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,11),(1,31),-0.0574181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,1),(1,17),(1,18),-0.0645048 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,17),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,17),(1,31),-0.0593894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,18),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,18),(1,31),-0.0422453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,30),(1,31),-0.0642732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,1),(1,-1),-0.138806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,3),0.120059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,4),0.119792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,5),0.0918762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,6),0.120323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,7),0.120162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,8),0.120162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,9),0.101714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,10),0.095027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,11),-0.0641461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,13),-0.0641481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,16),-0.0641481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,31),-0.0904452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,4),0.102155 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,5),0.103021 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,6),0.102155 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,7),0.102155 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,8),0.102155 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,9),0.103064 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,10),0.103067 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,3),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,31),-0.0461449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,5),0.103757 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,6),0.10776 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,7),0.10776 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,8),0.10776 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,9),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,10),0.106788 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,31),-0.0699462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,6),0.100738 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,7),0.100738 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,8),0.100738 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,9),0.10211 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,10),0.10277 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,31),-0.0594439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,6),(2,7),0.105856 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,8),0.105856 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,9),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,10),0.106788 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,6),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,31),-0.0692891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,7),(2,8),0.105692 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,9),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,10),0.106788 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,7),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,31),-0.0692891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,8),(2,9),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,10),0.106788 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,8),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,31),-0.0692891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,9),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,9),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,17),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,31),-0.065566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,10),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,10),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,10),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,10),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,10),(2,31),-0.0604507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,11),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,31),-0.0670447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,13),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,13),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,13),(2,31),-0.0804183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,16),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,16),(2,31),-0.0804183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,17),(2,31),-0.0594439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,1),-0.0755336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,-1),0.0766789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,1),(2,-1),-0.070099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,31),-0.101343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,5),(5,-1),-0.076526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,8),0.120163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,9),0.101714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,10),0.095027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,11),-0.0641461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,13),-0.0641481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,16),-0.0641481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,31),-0.0904452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,8),(7,9),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,10),0.106788 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,8),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,31),-0.0692882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,31),-0.065566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,31),-0.0604507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,11),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,31),-0.0670447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,13),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,31),-0.0804183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,16),(7,31),-0.0804183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,6),-0.0363689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,5),0.0140107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,4),-0.0299327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,2),-0.0363689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,-1),0.0766797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,6),(7,5),-0.0390708 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,4),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,2),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,-1),-0.0261781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,5),(7,4),-0.0505093 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,2),-0.0505093 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,-1),-0.0596701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,4),(7,2),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,-1),-0.0253343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,2),(7,-1),-0.0261781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,9),0.101714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,10),0.095027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,11),-0.0641461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,8),(8,13),-0.0641481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,31),-0.0904452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,9),(8,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,9),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,31),-0.065566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,10),(8,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,10),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,31),-0.0604507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,11),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,31),-0.0670447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,13),(8,31),-0.0804183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,7),-0.0363689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,6),-0.0363689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,5),0.0140107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,4),-0.0299327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,3),-0.0756893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,2),-0.0363689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,1),-0.0755336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,-1),0.0766797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,7),(8,6),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,5),-0.0390708 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,4),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,3),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,2),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,1),-0.0370285 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,-1),-0.0261781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,6),(8,5),-0.0390708 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,4),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,3),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,2),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,1),-0.0370285 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,-1),-0.0261781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,5),(8,4),-0.0505093 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,3),-0.0381702 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,2),-0.0505093 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,1),-0.0518551 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,-1),-0.0596701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,4),(8,3),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,2),-0.0481338 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,1),-0.0342832 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,-1),-0.0253343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,3),(8,2),-0.0424818 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,3),(8,1),-0.0435487 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,3),(8,-1),-0.0698828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,2),(8,1),-0.0370285 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,2),(8,-1),-0.0261781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,1),(8,-1),-0.070099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,10),0.0785294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,11),-0.0641847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,12),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,13),-0.0668329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,14),-0.0560776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,15),-0.064176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,16),-0.0668329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,18),-0.0641479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,19),-0.0641482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,20),-0.0641981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,21),-0.0642665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,22),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,23),-0.0641482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,31),-0.00972489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,10),(9,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,10),(9,12),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,13),-0.0643932 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,14),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,16),-0.0643932 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
