# _root_ Sales climbed to an estimated $ 245 million in fiscal 1989 , ended Aug. 31 , from $ 99.9 million in fiscal 1985 .
#goldHeads=2,0,2,6,6,3,6,6,3,11,9,11,11,13,14,11,2,17,18,18,17,23,21,2,
#predictedHeads=2,0,2,6,6,3,6,6,6,11,9,6,6,13,14,6,2,17,18,18,18,23,21,2,
(5,10),(10,10),(10,12),-0.0767557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),-0.0446753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,14),-0.0449945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,15),-0.0420583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,16),-0.0767557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,17),-0.0241491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,25),-0.0512205 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,17),-0.0428245 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,25),-0.043355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,12),(10,13),-0.0470807 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,14),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,17),-0.047345 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,25),-0.0504413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,13),(10,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,16),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,17),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,25),-0.0551291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,14),(10,15),-0.0420177 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,16),-0.0431844 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,17),-0.0431603 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,25),-0.0443021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,15),(10,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,17),-0.0428245 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,25),-0.043355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,16),(10,17),-0.047345 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,25),-0.0504413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,17),(10,25),-0.0255359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,9),0.10875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.0460341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,9),(10,-1),-0.0480068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,12),-0.0339941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),-0.0430647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,14),-0.0424701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,15),-0.0510752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,18),-0.0420141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,25),-0.163441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,13),-0.0420417 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,14),-0.0428715 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,15),-0.0361333 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,25),-0.0462938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,25),-0.0368921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,14),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,25),-0.0427455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,15),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,25),-0.0406467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,18),(11,25),-0.0420492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,10),0.102941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,9),0.109861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,8),0.103215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,6),0.103053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,5),0.10285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,11),(11,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,-1),-0.195129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,10),(11,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,8),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,10),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,-1),-0.0642357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,9),(11,8),0.108928 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,5),0.103058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,9),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,-1),-0.0668157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,8),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,5),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,8),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,-1),-0.0495383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,6),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,6),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,6),(11,-1),-0.0641873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,5),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,5),(11,-1),-0.06424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,4),(11,-1),-0.0552067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,13),-0.0422956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,25),-0.0829911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,25),-0.0422956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,-1),-0.0965874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,13),(13,14),-0.0463045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,15),-0.0438204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,16),-0.000464347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,17),-0.0711833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,18),-0.0478575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,21),-0.072175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,22),-0.0430337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,24),-0.0443169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,25),-0.028646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,14),(13,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,16),-0.0431053 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,17),-0.0421418 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,21),-0.0421418 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,24),-0.042014 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,25),-0.0537351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,15),(13,16),-0.0426145 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,17),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,21),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,25),-0.0433379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,16),(13,17),-0.0383515 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,21),-0.0416874 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,22),-0.0440149 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,24),-0.0421127 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,25),-0.0346546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,17),(13,18),-0.0421747 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,21),-0.0333424 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,22),-0.0439762 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,24),-0.0426308 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,25),-0.0664999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,18),(13,21),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,25),-0.0454501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,21),(13,22),-0.0445541 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,21),(13,24),-0.0428629 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,21),(13,25),-0.0803711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,22),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,22),(13,25),-0.0413922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,24),(13,25),-0.0424955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,12),0.0996613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,11),0.103065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,10),0.102919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,9),0.0899218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,6),0.096835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,2),-0.0643215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,-1),0.00117249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,12),(13,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,9),0.102901 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,6),0.101712 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,2),-0.0646146 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,-1),-0.0671849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,11),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,-1),-0.0680093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,10),(13,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,-1),-0.0656944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,9),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,-1),-0.0621725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,6),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,-1),-0.071736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,2),(13,-1),-0.0651931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,15),-0.00744153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,16),-0.0680559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,17),-0.0420681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,18),-0.0437553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,20),-0.00947506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,21),-0.0404971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,22),-0.046431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,23),-0.00945604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,24),-0.0457414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,25),0.0379429 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,15),(14,16),-0.0358123 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,17),-0.0429895 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,20),-0.0450066 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,21),-0.0430855 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,22),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,23),-0.0450061 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,24),-0.0420604 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,25),-0.0119506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,16),(14,17),-0.0317775 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,18),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,20),-0.033406 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,21),-0.0317373 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,22),-0.0447194 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,23),-0.033406 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,25),-0.0716511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,20),-0.042029 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,21),-0.042049 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,23),-0.042029 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,24),-0.042013 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,25),-0.0561783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,18),(14,20),-0.042012 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,21),-0.0426775 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,23),-0.042012 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,24),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,25),-0.0430471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,20),(14,21),-0.0430856 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,22),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,23),-0.0441073 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,24),-0.0420604 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,25),-0.0145356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,21),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,21),(14,23),-0.042029 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,21),(14,24),-0.042013 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,21),(14,25),-0.058223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,22),(14,23),-0.0420928 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,25),-0.039164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,23),(14,24),-0.0420604 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,23),(14,25),-0.0145161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,24),(14,25),-0.037477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,13),0.0995885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,12),0.135597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,11),0.0946003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,10),0.128956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,6),0.102297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,-1),-0.104141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,13),(14,12),0.105659 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,-1),-0.0706013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,12),(14,11),0.10377 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,10),0.106876 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,-1),-0.0416592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,11),(14,10),0.103049 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,-1),-0.0691765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,10),(14,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,-1),-0.0530379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,6),(14,-1),-0.0645289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,16),(16,25),-0.0829911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,16),(16,-1),-0.0965874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,17),(17,18),-0.00921453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,19),-0.0227444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,20),-0.0237607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,21),-0.0867717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,22),-0.0285023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,23),-0.0184025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,24),-0.0420266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,25),-0.114606 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,18),(17,19),-0.0422894 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,20),-0.0422932 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,21),-0.040136 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,23),-0.0422894 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,25),0.0241967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,19),(17,20),-0.0474459 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,21),-0.0566965 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,22),-0.0420628 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,23),-0.0452378 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,25),-0.0278329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,20),(17,21),-0.0567193 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,22),-0.0421144 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,23),-0.0452378 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,25),-0.0339553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,21),(17,22),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,21),(17,23),-0.042494 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,21),(17,24),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,21),(17,25),0.00430538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,22),(17,23),-0.0420514 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,22),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,22),(17,25),-0.0271124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,23),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,23),(17,25),-0.0211206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,24),(17,25),-0.0448757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,17),(17,16),0.0830659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,-1),-0.0748707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,16),(17,-1),-0.0781379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,18),(18,18),(18,19),-0.038216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,20),-0.0385892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,21),-0.0445264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,22),-0.0420401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,23),-0.038216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,18),(18,18),(18,25),-0.0733025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,18),(18,19),(18,20),-0.0162961 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,19),(18,21),-0.0231794 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,19),(18,22),-0.0421976 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,19),(18,23),-0.0225003 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,19),(18,24),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,18),(18,19),(18,25),-0.0444482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,18),(18,20),(18,21),-0.0121183 # DEPENDENCYPART_GRANDSIBL
