# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,14,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(16,24),(24,19),(24,15),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,8),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,-1),-0.0654174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,18),(24,17),0.102629 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,16),0.0979185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,18),(24,15),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,14),-0.064463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,13),-0.067728 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,11),-0.067728 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,10),-0.0641558 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,9),-0.067728 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,8),-0.064187 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,7),-0.0641706 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,5),-0.064463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,-1),-0.0278388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,17),(24,16),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,17),(24,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,11),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,9),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,-1),-0.042608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,16),(24,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,-1),-0.0881211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,15),(24,14),-0.064463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,13),-0.0677283 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,11),-0.0677283 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,10),-0.0641558 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,9),-0.0677283 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,8),-0.064187 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,7),-0.0641706 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,5),-0.064463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,-1),-0.0112916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,14),(24,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,11),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,9),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,-1),-0.042608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,13),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,11),-0.0645463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,10),-0.06424 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,9),-0.0645463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,8),-0.0679691 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,5),-0.0641888 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,3),-0.064229 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,-1),-0.00334206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,12),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,-1),-0.0859902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,11),(24,10),-0.06424 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,9),-0.0645463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,8),-0.0679691 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,5),-0.0641888 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,3),-0.064229 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,-1),-0.0015458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,10),(24,9),-0.0650644 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,8),-0.0743348 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,5),-0.0716064 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,-1),-0.093837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,9),(24,8),-0.0679691 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,5),-0.0641888 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,3),-0.064229 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,-1),-0.00132577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,8),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,-1),0.0771129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,7),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,-1),-0.0297717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,6),(24,5),-0.064463 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,-1),-0.0278204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,5),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,-1),-0.0426152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,4),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,4),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,4),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,4),(24,-1),-0.0278204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,3),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,3),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,3),(24,-1),-0.113727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,2),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,2),(24,-1),-0.0324255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,1),(24,-1),-0.0927864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,1),(1,2),0.0940835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,1),(1,1),(1,3),0.0990317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,1),(1,1),(1,4),0.0940835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,1),(1,1),(1,5),0.0710484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,1),(1,1),(1,26),0.237105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,2),(1,4),0.102793 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,2),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,2),(1,26),-0.072776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,3),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,3),(1,26),-0.0682011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,4),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,4),(1,26),-0.072776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,5),(1,26),-0.100006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,1),(1,-1),-0.231823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,2),(2,3),0.0949338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,4),0.110999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,5),0.0941168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,6),0.113208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,7),0.0800647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,8),0.115029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,9),0.0963442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,10),0.0856374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,12),0.12442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,26),-0.0279292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,3),(2,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,5),0.103001 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,8),0.103017 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,10),0.102726 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,26),-0.0633402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,4),(2,5),0.102634 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,6),0.111096 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,7),0.103066 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,8),0.114815 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,9),0.103066 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,10),0.0988116 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,12),0.101932 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,26),-0.0461926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,5),(2,6),0.102958 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,8),0.102836 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,10),0.102517 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,12),0.108173 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,26),-0.0895497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,6),(2,7),0.103066 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,8),0.114815 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,9),0.103066 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,10),0.0988116 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,12),0.101932 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,6),(2,26),-0.0439836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,7),(2,8),0.104188 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,9),0.102519 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,10),0.103256 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,12),0.10306 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,7),(2,26),-0.0930321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,8),(2,9),0.103013 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,10),0.0973241 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,12),0.100191 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,26),-0.0224529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,9),(2,10),0.103023 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,9),(2,12),0.103013 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,9),(2,26),-0.0739493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,10),(2,12),0.110973 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,26),-0.0406445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,12),(2,26),-0.0814791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,2),(2,1),-0.0418655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,-1),0.0170777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,1),(2,-1),-0.068892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,3),(3,4),0.0937174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,5),0.0986381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,6),0.0937174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,7),0.102289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,8),0.098168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,12),0.167146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,26),0.00618231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,4),(3,5),0.103055 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,8),0.100867 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,26),-0.0696305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,5),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,12),0.103017 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,26),-0.0595976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,6),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,6),(3,8),0.100867 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,6),(3,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,6),(3,26),-0.0696305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,7),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,7),(3,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,7),(3,26),-0.0649275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,8),(3,12),0.103062 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,8),(3,26),-0.0766484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,12),(3,26),-0.0129512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,3),(3,2),-0.0632931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,1),-0.0542433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,-1),0.232958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,2),(3,1),-0.0465461 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,2),(3,-1),-0.0620627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,1),(3,-1),-0.0665924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,4),(4,5),0.100679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,6),0.118694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,7),0.0800762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,8),0.116788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,9),0.0963438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,26),-0.0590222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,5),(4,6),0.102958 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,8),0.102836 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,26),-0.0827989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
