# _root_ A widening of that magnitude , said one New York trader , is `` not a favorable number ... .
#goldHeads=2,13,2,5,3,7,0,11,11,11,7,13,7,18,18,18,18,13,13,13,
#predictedHeads=2,7,2,5,3,7,0,11,11,11,13,7,7,13,13,18,18,13,7,7,
(13,2),(2,8),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,8),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,15),-0.064146 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,20),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,21),-0.0680783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,9),(2,10),0.095649 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,11),0.116469 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,12),0.135403 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,13),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,9),(2,14),-0.0642774 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,15),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,18),-0.0642035 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,20),-0.064148 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,21),-0.057063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,10),(2,11),0.116472 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,12),0.13606 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,13),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,10),(2,14),-0.064274 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,15),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,18),-0.0642035 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,20),-0.064148 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,21),-0.0544779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,11),(2,12),0.179255 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,11),(2,14),-0.0653029 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,15),-0.0617071 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,18),-0.0652057 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,19),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,20),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,21),-0.0773407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,12),(2,13),-0.083273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,12),(2,14),-0.0654241 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,15),-0.0654497 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,18),-0.0709387 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,20),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,21),-0.0201461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,13),(2,14),-0.0644063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,18),-0.0643044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,19),-0.0643998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,20),-0.0641655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,21),-0.0121531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,14),(2,15),-0.0641826 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,14),(2,18),-0.0651641 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,14),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,14),(2,20),-0.0643127 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,14),(2,21),-0.0427596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,15),(2,18),-0.0649939 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,15),(2,19),-0.0643431 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,15),(2,20),-0.0641497 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,15),(2,21),-0.075653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,18),(2,19),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,18),(2,20),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,18),(2,21),-0.077215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,19),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,19),(2,21),-0.0418005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,20),(2,21),-0.0671136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,2),(2,1),-0.166908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,-1),0.0324731 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,1),(2,-1),0.14548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,4),0.0787929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.100371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.109681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.0911087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.138987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.0627822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,11),0.100363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,12),0.109681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,13),-0.12162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,21),-0.185714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.103062 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.098568 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.102493 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.103061 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,11),0.103062 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,12),0.098568 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,4),(3,21),-0.0875246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.0880291 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.102982 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,10),0.102338 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,11),0.102157 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,12),0.0880291 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,13),-0.0642662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,21),0.0124758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.100653 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.102487 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,10),0.0961374 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,11),0.100188 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,12),0.102486 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,13),-0.0646511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,21),-0.0699252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,10),0.103045 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,11),0.102684 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,12),0.102606 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,21),-0.0841813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,10),0.102526 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,11),0.102907 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,12),0.100967 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,21),-0.0477845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,11),0.102906 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,12),0.0845286 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,13),-0.0641475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,21),-0.0891587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,11),(3,12),0.0880291 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,13),-0.0642662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,11),(3,21),0.0124667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,12),(3,13),-0.0646511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,12),(3,21),-0.0699252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,13),(3,21),-0.0503284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,2),0.00263042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,-1),-0.118624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,2),(3,-1),-0.00982647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,6),0.0988148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,7),0.0872679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,8),0.082934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,12),0.0988148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,13),-0.0778735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,21),0.0636647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,6),(4,7),0.102724 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,8),0.103057 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,13),-0.0641667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,6),(4,21),-0.0705638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,12),0.102096 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,21),-0.0841246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,12),0.10283 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,21),-0.0848825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,12),(4,13),-0.0641667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,12),(4,21),-0.0705638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,13),(4,21),-0.0899179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,-1),-0.0383853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,5),(5,6),0.0174376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,7),0.0783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,8),0.123588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,9),0.104495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,10),0.106694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,11),0.14601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,12),0.0174376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,13),-0.0733173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,5),(5,14),-0.0644298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,15),-0.0691809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,18),-0.0661805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,19),-0.067147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,21),-0.173369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,6),(5,7),0.12174 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,8),0.0996341 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,9),0.160863 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,10),0.161509 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,11),0.146365 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,12),0.0972776 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,13),-0.083273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,6),(5,14),-0.0654241 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,15),-0.0654497 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,18),-0.0709387 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,21),-0.0201461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,8),0.103055 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,9),0.103059 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,10),0.103059 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,11),0.102146 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,12),0.10844 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,19),-0.0644732 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,21),-0.0826724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,9),0.105772 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,10),0.105772 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,11),0.087131 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,12),0.0985197 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,15),-0.064146 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,21),-0.0680783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,10),0.095649 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,11),0.116469 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,12),0.135403 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,13),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,14),-0.0642774 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,15),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,18),-0.0642035 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,21),-0.057063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,11),0.116472 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,12),0.13606 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,13),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,14),-0.064274 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,15),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,18),-0.0642035 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,21),-0.0544779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,11),(5,12),0.179255 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,11),(5,14),-0.0653029 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,15),-0.0617071 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,18),-0.0652057 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,19),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,21),-0.0773407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,12),(5,13),-0.083273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,12),(5,14),-0.0654241 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,15),-0.0654497 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,18),-0.0709387 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,21),-0.0201461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,13),(5,14),-0.0644063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,18),-0.0643044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,19),-0.0643998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,21),-0.0121531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,14),(5,15),-0.0641826 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,18),-0.0651641 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,21),-0.0427596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,15),(5,18),-0.0649939 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,19),-0.0643431 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,21),-0.075653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,18),(5,19),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,18),(5,21),-0.077215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,19),(5,21),-0.0418005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,4),-0.114168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,2),-0.0524219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,1),-0.166908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,-1),0.032473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,4),(5,2),-0.0480138 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,1),-0.0383807 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,-1),0.137629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,2),(5,1),0.00805887 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,2),(5,-1),-0.0112235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,1),(5,-1),0.14548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,6),(6,21),0.0151626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,6),(6,-1),0.0364811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,7),(7,8),0.10079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,9),0.129881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,10),0.129881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,11),0.0699474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,12),0.0676678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,13),-0.066668 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,7),(7,14),-0.0643599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,15),-0.0677711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,18),-0.0644369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,20),-0.0644254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,21),-0.0550104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,8),(7,9),0.103045 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,10),0.103045 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,11),0.104347 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,12),0.108395 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,8),(7,14),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,20),-0.0646038 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,21),-0.0730998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,9),(7,10),0.101752 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,11),0.110742 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,12),0.0883119 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,9),(7,14),-0.0641677 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,15),-0.0586526 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,18),-0.0642552 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,20),-0.0648241 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,21),-0.0722269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,10),(7,11),0.110744 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,12),0.0883119 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,10),(7,14),-0.0641677 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,15),-0.0586526 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,18),-0.0642552 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,20),-0.0648241 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,21),-0.0721949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,11),(7,12),0.119085 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,13),-0.0641512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,11),(7,14),-0.0632008 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,15),-0.0610033 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,18),-0.0626812 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,19),-0.0642371 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,20),-0.0714793 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,21),-0.100992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,12),(7,13),-0.0654099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
