# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(6,9),(9,13),(9,14),-0.0420184 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,15),-0.0478781 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,16),-0.042126 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,17),-0.0420184 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,19),-0.0358123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0421575 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,16),-0.0420283 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,17),-0.0426802 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,19),0.0142857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,16),-0.0401331 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,17),-0.04372 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,19),-0.0912851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,16),(9,17),-0.0420286 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,19),-0.0746234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,17),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,17),(9,19),0.0142857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,18),(9,19),-0.0426972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.101366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.0902216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.0757687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,4),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,1),-0.0648841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),0.0690699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.101162 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,6),0.109131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.0590242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,6),0.102187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,4),-0.0642341 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,-1),-0.0344334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,-1),-0.0718743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,4),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,4),(9,-1),-0.0499322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,2),(9,1),-0.0641482 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,2),(9,-1),-0.0775396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,1),(9,-1),-0.0721886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,11),-0.0380735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,12),-0.0619736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,19),0.0766343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,12),-0.0428381 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,19),-0.0453022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,12),(10,19),-0.0395879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,9),0.113359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,8),0.0787765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,7),0.0810096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,6),0.17443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,1),-0.0641904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,-1),0.00116968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,9),(10,8),0.101644 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,7),0.102062 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,6),0.111702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,9),(10,2),-0.0641567 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,-1),-0.0873438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,8),(10,7),0.100136 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,6),0.0998673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,8),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,-1),-0.060996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,6),0.103016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,-1),-0.0882555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,6),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,6),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,6),(10,-1),-0.00964343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,2),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,2),(10,-1),-0.0675257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,1),(10,-1),-0.0703423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,12),-0.043671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.043671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,19),-0.0496467 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.0444606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,19),-0.0444606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.101598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.0968246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,-1),-0.0655955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),-0.0756512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,14),-0.137166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,15),0.0371422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,16),-0.0514082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,17),-0.137166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,18),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,19),0.0694844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,14),-0.0231797 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,15),-0.0496935 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,16),-0.0420716 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,17),-0.0231797 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,18),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,19),0.0133438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,14),(12,15),-0.0205162 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,16),-0.0421604 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,17),-0.0338381 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,19),-0.130524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,15),(12,16),-0.0481472 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,17),-0.0460206 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,19),-0.070195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,16),(12,17),-0.0420245 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,18),-0.0427654 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,19),-0.113621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,17),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,17),(12,19),-0.130524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,18),(12,19),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,10),0.0766097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,9),0.0890026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,-1),0.0551274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,10),(12,9),0.100899 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,-1),-0.108236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,9),(12,-1),-0.0537865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,14),-0.130129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,15),0.0366364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,16),-0.052546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,17),-0.130129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,18),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,19),0.0765063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,14),(13,15),-0.0157537 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,16),-0.0421604 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,17),-0.0339998 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,19),-0.12845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,15),(13,16),-0.0472716 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,17),-0.0462215 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,19),-0.0703506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,16),(13,17),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,18),-0.0427654 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,19),-0.113883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,17),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,17),(13,19),-0.12845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,18),(13,19),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,12),0.141462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,11),0.11058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,10),0.0761888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,9),0.0882683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,8),0.0777886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,7),0.0761888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,6),0.139031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,13),(13,5),-0.0658581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,4),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,3),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,2),-0.0641941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,1),-0.0658581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,-1),0.0620389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,12),(13,11),0.108486 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,10),0.0996693 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,9),0.100175 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,8),0.0901386 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,7),0.0996693 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,6),0.09399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,12),(13,5),-0.0641548 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,4),-0.0642924 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,3),-0.0642924 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,2),-0.0642138 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,1),-0.0641548 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,-1),-0.0408367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,11),(13,10),0.102125 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,9),0.102177 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,8),0.102937 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,7),0.102125 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,6),0.100128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,11),(13,5),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,4),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,3),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,-1),-0.0306486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,10),(13,9),0.100899 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,8),0.0967027 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,7),0.10034 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,6),0.119604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,10),(13,5),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,-1),-0.108096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,9),(13,8),0.0827859 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,7),0.102122 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,6),0.0980656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,9),(13,5),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,2),-0.0641513 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,1),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,-1),-0.0547523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,8),(13,7),0.101032 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,6),0.0872907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,8),(13,5),-0.0655864 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,4),-0.0646259 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,3),-0.0646259 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,2),-0.0653438 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,1),-0.0655864 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,-1),-0.0724231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,7),(13,6),0.119604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,7),(13,5),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,-1),-0.108097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,6),(13,5),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,4),-0.0642924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,3),-0.0642924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,2),-0.0642138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,1),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,-1),-0.0430035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,5),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,2),-0.0641824 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,1),-0.064148 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,-1),-0.0759143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,4),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,4),(13,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,4),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,4),(13,-1),-0.104606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,3),(13,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,3),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,3),(13,-1),-0.104606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,2),(13,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,2),(13,-1),-0.0325597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,1),(13,-1),-0.0740334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,15),-0.0418668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,16),-0.0976418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,17),-0.00417289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,19),0.0766343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,15),(14,16),-0.0307979 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,17),-0.0485134 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,19),-0.0324721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,16),(14,17),-0.0456066 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,19),-0.0672637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,17),(14,19),-0.0524227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,13),0.17443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,12),0.175019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,11),0.100319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,10),0.0810097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,9),0.113359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,8),0.0787765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,7),0.0810096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,-1),0.0011696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,13),(14,12),0.103052 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,10),0.102888 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,9),0.103062 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,8),0.101619 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,7),0.102888 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,-1),-0.00964342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,10),0.102888 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,9),0.103062 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,8),0.101619 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,7),0.102888 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.00905701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,10),0.102788 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,7),0.102788 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,-1),-0.067385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,9),0.103061 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,8),0.102603 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,7),0.103043 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,-1),-0.0882554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,8),0.101644 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,7),0.102062 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,-1),-0.0873438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,7),0.100136 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,-1),-0.060996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,-1),-0.0882555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,16),-0.0452518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,17),-0.0459897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,19),-0.0268367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,19),-0.0433756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,17),(15,19),-0.0459897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,14),0.101295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,-1),-0.0439023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,14),(15,-1),-0.0659202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,16),(16,17),-0.0605717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
