# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(9,8),(8,19),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,19),(8,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,19),(8,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,19),(8,33),-0.0604636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,23),(8,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,23),(8,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,23),(8,33),-0.0504659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,28),(8,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,28),(8,33),-0.10537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,32),(8,33),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.0823144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,5),-0.0606918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,4),-0.182293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,3),-0.0510727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,2),-0.0510726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),0.260803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,5),-0.0439851 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,4),-0.0378195 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),-0.0226613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,4),-0.0484952 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,3),-0.0421002 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,2),-0.0421002 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),-0.0328215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,4),(8,3),-0.0263755 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,2),-0.0263737 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,-1),-0.0689996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,3),(8,2),-0.0456174 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,3),(8,-1),-0.0609531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,2),(8,-1),-0.0609555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),-0.0613527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),-0.0650927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,13),-0.116873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,14),-0.112273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,15),-0.112749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,17),-0.112273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,27),-0.0636485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,33),0.260695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.042118 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,27),-0.0421412 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,33),-0.0586771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,13),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,14),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,15),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,17),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,33),-0.0668959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,13),(10,14),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,15),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,17),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,27),-0.0421312 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,33),-0.0570462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,14),(10,15),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,17),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,27),-0.0421312 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,33),-0.0524457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,15),(10,17),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,27),-0.0421312 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,33),-0.0529024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,17),(10,27),-0.0421312 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,17),(10,33),-0.0524457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,27),(10,33),-0.134357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,9),0.0837636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,-1),0.0371934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,9),(10,-1),-0.0694067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,12),-0.0225872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,33),-0.0111435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,33),-0.0294843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.0945154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),-0.18661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,-1),-0.0742306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,13),-0.0524363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),-0.0524315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.0524349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.0672113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),-0.0524315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.0558413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.0453258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,23),0.00857287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,28),-0.0796384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,33),0.0119364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0439283 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0429049 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),-0.0420718 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,23),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,28),-0.0441208 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,32),-0.0421389 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,33),-0.0506543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),-0.0439283 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,18),-0.0429049 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),-0.0420718 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,23),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,28),-0.0441208 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,32),-0.0421389 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,33),-0.0506494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0439283 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.042905 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0420718 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,23),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,28),-0.0441208 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,32),-0.0421389 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,33),-0.0506498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.0343025 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,18),-0.0465749 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),-0.0421158 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,23),-0.0481963 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,28),-0.0482256 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,32),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,33),-0.0632374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,18),-0.0429049 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,19),-0.0420718 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,23),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,28),-0.0441208 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,32),-0.0421389 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,33),-0.0506494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),-0.0326482 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,23),-0.0427313 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,28),-0.0314641 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,33),-0.0601967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,23),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,28),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,32),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,33),-0.0383925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,23),(12,28),-0.0568821 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,23),(12,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,23),(12,33),-0.0400117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,28),(12,32),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,28),(12,33),-0.0825222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,32),(12,33),-0.0423028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.104609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.112004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.112004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,8),-0.065214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.0645426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.0645426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.269981 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.103065 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.103065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,11),(12,8),-0.0641505 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.0912972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.102913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,4),-0.0641609 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.0607261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,4),-0.0641609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.0607261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.0134053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,-1),-0.0665336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.0593796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,-1),-0.0593789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,15),-0.0585591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.135599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),-0.109746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,33),0.255872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,15),(13,16),0.00950163 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,17),-0.0382508 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,33),-0.00186421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,17),-0.0570822 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,33),-0.130628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,33),-0.0347348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.103935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.065394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.0986352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.107651 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.0528228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,-1),-0.118274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0564377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.138447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),-0.107625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.146746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.0594704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.0485472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,24),-0.107625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,25),-0.0811595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,27),-0.0745735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,28),-0.125764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,32),-0.0266502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,33),0.258633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),0.0105316 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0382508 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.051791 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0383562 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.042144 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,24),-0.0382508 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,25),-0.0421472 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,27),-0.0537607 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,28),0.02035 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,32),-0.0340436 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,33),-9.56389e-06 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0570822 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),0.0383701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0369213 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,24),-0.0570822 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,25),-0.0437027 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,27),-0.0521453 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,28),0.0203076 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,32),-0.0420723 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,33),-0.127021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0412831 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0376337 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.0421175 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,24),-0.0394948 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,25),-0.0421472 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,27),-0.052901 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,28),0.00251016 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,32),-0.0340436 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,33),-0.0328801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0403091 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,20),-0.053475 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,24),0.0604724 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,25),-0.0472722 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,27),-0.00394081 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,28),-0.0471043 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,32),-0.0423967 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,33),-0.105284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,24),-0.0437784 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,27),-0.0420691 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,28),-0.042206 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,33),-0.0108403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,20),(14,24),-0.0421886 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,27),-0.0435077 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,28),0.00112643 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,33),-0.068678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,24),(14,25),-0.0421472 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,24),(14,27),-0.052901 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,24),(14,28),0.00251016 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,24),(14,32),-0.0340436 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,24),(14,33),-0.0328216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,25),(14,27),-0.0466432 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,25),(14,28),-0.0385091 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,25),(14,32),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,25),(14,33),-0.185517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,27),(14,28),-0.0499768 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,27),(14,32),-0.0433233 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,27),(14,33),-0.109127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,28),(14,32),-0.0420808 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,28),(14,33),-0.0384992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,32),(14,33),-0.0198765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.124318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,12),0.103938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,11),0.0658169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,10),0.0574188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,5),-0.0641473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.0908259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,12),0.100979 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,11),0.137229 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,10),0.105766 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.109399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,11),0.107651 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,10),0.103051 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,4),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,-1),-0.0528199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,10),0.101806 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,-1),-0.122598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,10),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
