# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(11,8),(8,12),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,31),-0.0663464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,13),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,31),-0.0662446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,15),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,15),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,15),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,15),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,15),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,15),(8,31),-0.0906619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,16),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,31),-0.0681993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,18),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,31),-0.0906619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,22),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,22),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,22),(8,31),-0.0906619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,23),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,23),(8,31),-0.0646771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,26),(8,31),-0.0906787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,6),0.0310799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,-1),-0.309407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,6),(8,-1),0.0427782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,10),0.0906472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,11),-0.0671988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,31),0.10983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,10),(9,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,10),(9,31),-0.0675212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,11),(9,31),-0.0718175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,-1),0.0981272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,31),0.103775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,9),-0.0630596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,8),-0.0812006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),-0.0390313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,6),-0.0396828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),0.086356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,8),-0.0423748 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,7),-0.0421777 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,6),-0.0423547 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),0.0168042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,8),(10,7),-0.0454405 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,6),-0.04209 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,-1),-0.0114244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,6),-0.0420353 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,-1),-0.0312903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,6),(10,-1),-0.00173758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,31),-0.0221419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,-1),-0.0391745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,14),-0.0390581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),-0.0425238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),-0.0444781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),-0.0384285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,19),-0.0473459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,20),-0.0783329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,22),-0.0440763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,23),-0.0246592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,24),-0.0796779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,27),-0.0141512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,30),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,31),-0.000548325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0425853 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.042025 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,18),-0.0425899 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,19),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,20),-0.0427473 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,22),-0.0425853 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,23),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,24),-0.0420283 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,27),-0.0437192 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,31),-0.0306265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0423156 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,18),-0.035297 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,19),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,20),-0.045354 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,22),-0.035297 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,23),-0.0275285 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,24),-0.0265733 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,27),-0.0254418 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,30),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,31),-0.0928331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,18),-0.0420365 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,22),-0.0420365 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,23),-0.0420991 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,24),-0.0420419 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,27),-0.0427723 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,30),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,31),-0.037323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,18),(13,19),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,20),-0.045354 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,22),-0.0354067 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,23),-0.0259703 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,24),-0.0265733 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,27),-0.021832 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,30),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,31),-0.0942144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,19),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,22),-0.0420238 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,24),-0.0420419 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,27),-0.0427567 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,31),-0.0451135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,20),(13,22),-0.0456233 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,23),-0.0430964 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,24),-0.0423432 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,27),-0.0563863 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,30),-0.0422319 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,31),-0.0281297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,22),(13,23),-0.0275295 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,22),(13,24),-0.0265737 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,22),(13,27),-0.0263938 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,22),(13,30),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,22),(13,31),-0.0934088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,23),(13,24),-0.0377506 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,23),(13,27),-0.0349883 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,23),(13,30),-0.0459934 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,23),(13,31),-0.0465192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,24),(13,27),-0.0463115 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,24),(13,30),-0.0429288 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,24),(13,31),-0.0571675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,27),(13,30),-0.0430935 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,27),(13,31),0.0157501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,30),(13,31),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.124457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.105771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,10),-0.0656741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,9),-0.0656741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,8),-0.0661071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,7),-0.0696041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,6),-0.0691343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,5),-0.0691343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,4),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,3),-0.0691343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,2),-0.0691343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,1),-0.0691343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.124003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.100415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,12),(13,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,8),-0.0642451 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,7),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,6),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,5),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,3),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,2),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,1),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.110244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,10),-0.0643007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,9),-0.0643007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,8),-0.0642482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,7),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,6),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,5),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,4),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,3),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,2),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,1),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.101642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,8),-0.0643027 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,4),-0.0647409 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,-1),-0.0893694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,9),(13,8),-0.0643027 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,4),-0.0647409 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,-1),-0.0932429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,8),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,6),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,5),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,3),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,2),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,1),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,-1),-0.063861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,7),(13,6),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,5),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,4),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,3),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,2),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,1),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,-1),-0.102725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,6),(13,5),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,4),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,3),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,2),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,1),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,-1),-0.019577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,5),(13,4),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,3),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,2),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,1),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,-1),-0.019576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,4),(13,3),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,2),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,1),-0.0643434 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,-1),-0.110244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,3),(13,2),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,3),(13,1),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,3),(13,-1),-0.019576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,2),(13,1),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,2),(13,-1),-0.019576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,1),(13,-1),-0.019576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),0.00206981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,18),-0.078934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,19),-0.0422245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,22),-0.0760057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,23),0.00537703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,31),0.0885488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,18),-0.0434187 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,22),-0.0434226 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,23),-0.0457391 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,31),-0.0245286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,18),(15,19),-0.0442623 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,22),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,23),-0.0458995 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,31),0.00549369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,19),(15,22),-0.0445031 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,23),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,31),-0.049549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,22),(15,23),-0.0459039 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,22),(15,31),0.0122279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,23),(15,31),-0.114004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,14),0.0650684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,13),0.113089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,11),0.127609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,10),-0.0641504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),0.0693047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,14),(15,13),0.102835 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,11),0.101737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,14),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,-1),-0.107798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,11),0.102894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,-1),-0.0595845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,11),(15,10),-0.0645166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,-1),-0.0595299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,10),(15,-1),-0.0505534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0481787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0438724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),-0.0436598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.0501519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),-0.0462764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),-0.0463122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),-0.0742278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,24),-0.0423611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,26),-0.0591536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,27),-0.0488354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,29),-0.0591536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,30),-0.046127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,31),0.0802987 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0432508 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.0425257 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,24),-0.0420523 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,26),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,27),-0.0472982 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,29),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,30),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,31),-0.0309548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.0420208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,20),-0.043034 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.0465008 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),-0.0465008 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),-0.0131932 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,24),-0.0378371 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,26),-0.0465281 # DEPENDENCYPART_GRANDSIBL
