# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(14,25),(25,34),(25,38),-0.0466528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,35),(25,36),-0.048663 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,35),(25,37),-0.043379 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,35),(25,38),0.0125474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,36),(25,37),-0.060031 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,36),(25,38),-0.0589352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,37),(25,38),-0.0621838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,25),(25,24),0.103942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,23),0.106137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,22),0.0692279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,21),0.1555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,20),0.108255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,19),0.109155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,18),0.102329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,17),0.0984434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,16),0.0773227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,15),0.102927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,14),0.106931 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,25),(25,25),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,8),-0.0648345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,7),-0.0648345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,5),-0.0727779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,3),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,1),-0.0650712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,-1),0.123961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,25),(25,24),(25,23),0.10273 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,22),0.112156 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,21),0.100962 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,20),0.103057 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,19),0.103029 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,18),0.102725 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,17),0.103063 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,14),0.102644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,24),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,-1),-0.0638798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,23),(25,22),0.101233 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,21),0.106578 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,19),0.102962 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,23),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,3),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,23),(25,-1),-0.0890963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,22),(25,21),0.0890252 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,20),0.107488 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,19),0.14836 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,18),0.107667 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,17),0.117158 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,16),0.101726 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,14),0.102388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,22),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,11),-0.0644635 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,10),-0.0671599 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,9),-0.0644635 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,8),-0.0651704 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,7),-0.0651704 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,6),-0.0651042 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,5),-0.0659549 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,3),-0.0739676 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,22),(25,-1),-0.0632775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,21),(25,20),0.100995 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,19),0.0772512 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,18),0.102778 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,17),0.112276 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,16),0.102918 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,15),0.103036 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,14),0.100434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,21),(25,13),-0.0649805 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,6),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,5),-0.0642713 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,3),-0.0650368 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,1),-0.0661457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,21),(25,-1),-0.0438237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,20),(25,19),0.103013 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,18),0.103053 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,17),0.101324 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,15),0.103051 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,14),0.103057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,20),(25,13),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,3),-0.0641594 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,20),(25,-1),-0.0708033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,19),(25,18),0.102834 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,17),0.0913669 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,16),0.102036 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,14),0.101141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,19),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,5),-0.0644287 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,19),(25,-1),-0.00810911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,18),(25,17),0.103058 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,16),0.103066 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,18),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,1),-0.0642513 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,18),(25,-1),-0.0683415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,17),(25,16),0.101879 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,14),0.10105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,17),(25,13),-0.0644537 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,8),-0.064159 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,7),-0.064159 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,5),-0.0698446 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,3),-0.065142 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,17),(25,-1),-0.0193142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,16),(25,15),0.103065 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,14),0.103063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,16),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,16),(25,-1),-0.0932013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,15),(25,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,15),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,15),(25,-1),-0.066637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,14),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,3),-0.064167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,14),(25,-1),-0.0887676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,25),(25,13),(25,11),-0.0644635 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,10),-0.0671599 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,9),-0.0644635 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,8),-0.0651704 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,7),-0.0651704 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,6),-0.0651042 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,5),-0.0659549 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,3),-0.0739676 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,13),(25,-1),-0.0632775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,11),(25,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,11),(25,-1),-0.0499086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,10),(25,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,10),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,10),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,10),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,10),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,10),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,10),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,10),(25,-1),-0.0360847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,9),(25,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,9),(25,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,9),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,9),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,9),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,9),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,9),(25,-1),-0.0499086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,8),(25,7),-0.064159 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,8),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,8),(25,5),-0.0698446 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,8),(25,3),-0.065142 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,8),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,8),(25,-1),-0.0274421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,7),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,7),(25,5),-0.0698446 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,7),(25,3),-0.065142 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,7),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,7),(25,-1),-0.0193217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,6),(25,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,6),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,6),(25,1),-0.0642513 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,6),(25,-1),-0.0683415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,5),(25,3),-0.0650368 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,5),(25,1),-0.0661457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,5),(25,-1),-0.0438237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,3),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,3),(25,-1),-0.00810911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,1),(25,-1),-0.0788093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,30),(30,31),-0.0850492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,32),-0.0677919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,33),-0.0815542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,34),-0.0446189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,35),0.0205927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,36),-0.0518643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,37),-0.0427245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,38),0.00971124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,30),(30,31),(30,32),-0.0435516 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,31),(30,33),-0.0350905 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,31),(30,34),-0.0420241 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,31),(30,35),-0.0562339 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,31),(30,36),-0.0435186 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,31),(30,37),-0.046388 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,31),(30,38),-0.0764779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,32),(30,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,32),(30,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,32),(30,35),-0.0432193 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,32),(30,36),-0.0420522 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,32),(30,37),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,32),(30,38),-0.029547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,33),(30,34),-0.0420262 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,33),(30,35),-0.0389118 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,33),(30,36),-0.0422941 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,33),(30,37),-0.0422561 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,33),(30,38),-0.0579504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,34),(30,35),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,34),(30,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,34),(30,37),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,34),(30,38),-0.0466867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,35),(30,36),-0.051864 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,35),(30,37),-0.043835 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,35),(30,38),0.0208473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,36),(30,37),-0.0611132 # DEPENDENCYPART_GRANDSIBL
(14,30),(30,36),(30,38),-0.0594414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,37),(30,38),-0.0640799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,30),(30,30),(30,29),0.117076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,28),0.111761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,27),0.169364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,26),0.118079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,25),0.0958632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,24),0.101807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,23),0.109161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,22),0.069656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,30),(30,30),(30,21),0.169372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
