# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(6,8),(8,7),(8,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,7),(8,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,-1),-0.0708611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,6),(8,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,-1),-0.0655881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,5),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,-1),-0.064153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,4),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,-1),-0.0596049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,2),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,2),(8,-1),-0.0641573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,1),(8,-1),-0.0655881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0219113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.072465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,12),-0.0544597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,13),-0.0549839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,14),-0.0563977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,15),-0.0329148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,16),-0.0219113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,17),-0.042699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,18),0.12185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,12),-0.0461933 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,13),-0.0421072 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,14),-0.0422905 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,18),-0.0132884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,12),-0.0199321 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,13),-0.0464378 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,14),-0.0422035 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,15),-0.042251 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,16),-0.0420476 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,17),-0.0426263 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,18),-0.0956161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,12),(9,13),-0.0384364 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,14),-0.0425682 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,15),-0.0331842 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,16),-0.0427771 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,18),-0.0770719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,14),-0.0423311 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,15),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,16),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,17),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,18),-0.0218806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,16),-0.0420528 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,18),-0.111937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,18),-0.0170792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,16),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,18),-0.0132884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,17),(9,18),-0.043174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.102198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.0843734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.0843734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,1),-0.0646631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),0.0989753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,8),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.0655127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,6),0.102704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,-1),-0.080654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,-1),-0.080654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,1),(9,-1),-0.0812597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,12),0.00129577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,13),-0.0302608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,18),0.0632857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,12),(10,13),-0.0509084 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,18),-0.0531735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,13),(10,18),-0.0300939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,9),0.120044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,7),0.0779091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,6),0.083011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,-1),-0.0977634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,9),(10,7),0.102886 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,6),0.102886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,9),(10,-1),-0.0574385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,6),0.106587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,-1),-0.0798067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,6),(10,-1),-0.0743895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,12),-0.0528595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.0687517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),-0.0453132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),-0.0458946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,16),-0.0466568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),-0.042013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),-0.0184445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0634028 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.045028 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),-0.0420651 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,16),-0.0421373 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0199132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,16),-0.0420198 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.103071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),-0.0476057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.0394702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,16),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,18),-0.043141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.0420185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.0655948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.10474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.117535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.108092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,6),0.108089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,5),-0.0642068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,4),-0.0642821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,1),-0.0661937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.0940941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.10289 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.102861 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.0992887 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,6),0.0992932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,10),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,3),-0.0642104 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0481617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.102715 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,6),0.102715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,2),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.067675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.102955 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,6),0.102955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,3),-0.0641854 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),-0.0458726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,6),0.102974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,4),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,1),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,-1),-0.0784442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,6),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,4),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,1),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,-1),-0.0789974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,5),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,2),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,-1),-0.0647166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,4),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,4),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,4),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,4),(11,-1),-0.0252809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,3),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,3),(11,1),-0.0641658 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,3),(11,-1),-0.0916613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,2),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,2),(11,-1),-0.037092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,1),(11,-1),-0.0783612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,18),-0.0575433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,12),(12,-1),-0.079774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,13),(13,14),-0.0825661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,15),-0.0692515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,16),-0.00695929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,18),-0.0745185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,14),(13,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,16),-0.03351 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,18),-0.0961882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,15),(13,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,18),-0.069745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,16),(13,18),-0.000578727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,-1),0.060882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,15),(15,16),-0.0378701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,17),-0.0431127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,18),-0.0326554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,17),-0.0427892 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,18),-0.0553325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,17),(15,18),-0.0443554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,14),0.113947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,13),0.1029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,12),0.0983708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,11),0.114453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,10),0.0980543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,9),0.101441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,8),0.102465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,7),0.0991354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,6),0.0991354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,15),(15,5),-0.0641646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,4),-0.0654772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,1),-0.0645499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,-1),-0.139395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,14),(15,13),0.102915 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,12),0.100101 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,11),0.102953 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,9),0.103007 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,8),0.103012 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,7),0.103014 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,6),0.103014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,-1),-0.04745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,13),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,11),0.103066 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,9),0.103038 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,7),0.103056 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,6),0.103056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,13),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,-1),-0.0649351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,12),(15,11),0.102707 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,10),0.103029 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,9),0.0920196 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,8),0.102946 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,7),0.10861 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,6),0.10861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,12),(15,5),-0.0655316 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,1),-0.0647199 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,-1),-0.0592137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,11),(15,10),0.10303 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,9),0.102751 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,7),0.102883 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,6),0.102883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,2),-0.0641826 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,-1),-0.0360927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,10),(15,9),0.102962 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,7),0.103052 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,6),0.103052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,10),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,-1),-0.0695979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,9),(15,8),0.103062 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,7),0.102446 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,6),0.102446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,9),(15,5),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,1),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,-1),-0.0767861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,8),(15,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,6),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,8),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,-1),-0.0648752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,7),(15,6),0.102503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,7),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,7),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
