# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(11,17),(17,15),(17,5),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,4),-0.0697422 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,3),-0.0643001 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,1),-0.0697334 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.108993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,13),0.0946037 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,11),0.100522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,10),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,9),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,8),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,5),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,4),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,-1),-0.0300514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,13),(17,11),0.100522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,13),(17,10),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,9),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,8),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,5),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,4),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,-1),-0.0283274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,11),(17,10),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,9),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,8),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,6),-0.0642437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,5),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,4),-0.0643037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,-1),-0.108355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,10),(17,9),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,8),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,6),-0.0655645 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,5),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,4),-0.0697422 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,3),-0.0643001 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,1),-0.0697334 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,-1),-0.108993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,9),(17,8),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,5),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,4),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,-1),-0.0281509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,8),(17,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,5),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,4),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,-1),-0.0281509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,6),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,6),(17,4),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,6),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,6),(17,1),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,6),(17,-1),-0.0698969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,5),(17,4),-0.0643037 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,5),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,5),(17,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,5),(17,-1),-0.105389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,4),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,4),(17,1),-0.0645781 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,4),(17,-1),0.00530547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,3),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,3),(17,-1),-0.0647867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,1),(17,-1),0.000684031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),-0.0848622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),-0.0293506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,21),-0.0408285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,22),-0.0264345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,23),-0.0238941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,24),-0.0588082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,25),0.0126116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,26),-0.0243804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,28),-0.0301204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,29),-0.0422639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,30),-0.152349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.0421442 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,22),-0.0421442 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,23),-0.0421442 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,24),-0.0424383 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,25),-0.0423348 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,26),-0.0421442 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,30),-0.0821732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,20),(18,21),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,22),-0.050086 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,23),-0.050086 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,24),-0.0498461 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,25),-0.043288 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,26),-0.050086 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,28),-0.0425313 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,30),-0.0111784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,21),(18,22),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,23),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,26),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,30),-0.0408247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,22),(18,23),-0.050086 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,24),-0.0498463 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,25),-0.043288 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,26),-0.050086 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,28),-0.0425313 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,30),-0.00827546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,23),(18,24),-0.0498461 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,25),-0.043288 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,26),-0.050086 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,28),-0.0425313 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,30),-0.00572187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,24),(18,25),-0.0420851 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,24),(18,26),-0.0421163 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,24),(18,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,24),(18,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,24),(18,30),-0.0318369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,25),(18,26),-0.0479047 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,28),-0.0466828 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,29),-0.0420235 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,30),-0.0350727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,26),(18,28),-0.0425313 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,26),(18,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,26),(18,30),-0.00664279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,28),(18,29),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,28),(18,30),-0.0253054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,29),(18,30),-0.0422685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,16),0.100057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),-0.00227406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,16),(18,-1),-0.0673115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,21),-0.0422163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,22),-0.0767837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,23),-0.0766772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,24),0.00535203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,27),-0.0422163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,28),-0.0669811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,29),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,30),0.0481343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,21),(20,22),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,23),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,24),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,28),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,30),-0.0495468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,22),(20,23),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,24),-0.0458995 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,27),-0.0442627 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,28),-0.0395476 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,29),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,30),0.0116289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,23),(20,24),-0.0458995 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,27),-0.0442623 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,28),-0.0395476 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,29),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,30),0.0117258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,24),(20,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,24),(20,28),-0.0501004 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,24),(20,29),-0.0425061 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,24),(20,30),-0.114558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,27),(20,28),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,27),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,27),(20,30),-0.0495468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,28),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,28),(20,30),0.0382807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,29),(20,30),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,19),0.061769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,18),0.099669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,16),0.0966925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),0.0440113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,19),(20,18),0.102899 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,16),0.103039 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,-1),-0.107458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,18),(20,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,-1),-0.157137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,16),(20,-1),-0.0761498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,22),-0.0639685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,30),0.0242875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,22),(21,30),-0.0722852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,-1),0.159319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,23),(23,24),0.00536343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,25),-0.0237398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,26),-0.0757727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,27),-0.0422163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,28),-0.0669886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,29),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,30),0.0634215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,24),(23,25),-0.0430506 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,26),-0.00337881 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,28),-0.0501004 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,29),-0.0425061 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,30),-0.114158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,25),(23,26),-0.0425671 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,25),(23,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,25),(23,28),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,25),(23,29),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,25),(23,30),-0.0205147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,26),(23,27),-0.0442623 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,26),(23,28),-0.0395476 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,26),(23,29),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,26),(23,30),0.0130621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,27),(23,28),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,27),(23,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,27),(23,30),-0.0495468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,28),(23,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,28),(23,30),0.0366991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,29),(23,30),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,23),(23,22),0.131997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,21),0.291489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,20),0.131774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,19),0.0617896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,18),0.0996653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,16),0.0966925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,-1),0.0572351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,22),(23,21),0.0985517 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,20),0.0930919 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,19),0.108725 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,18),0.101967 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,16),0.102254 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,-1),-0.0582226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,21),(23,20),0.0943607 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,19),0.102374 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,18),0.102704 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,-1),0.159125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,20),(23,19),0.108757 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,18),0.101967 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,16),0.102254 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,-1),-0.0584104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,19),(23,18),0.102899 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,19),(23,16),0.10304 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,19),(23,-1),-0.104701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,18),(23,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,18),(23,-1),-0.157137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,16),(23,-1),-0.0761485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,24),(24,25),0.0126116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,26),-0.0243804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,27),-0.0408285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,28),-0.0301204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,30),-0.152349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,24),(24,25),(24,26),-0.0479047 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,25),(24,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,25),(24,28),-0.0466828 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,25),(24,30),-0.0350727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,26),(24,27),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,26),(24,28),-0.0425313 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,26),(24,30),-0.00664279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,27),(24,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,27),(24,30),-0.0408247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,28),(24,30),-0.0253054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,24),(24,23),0.0765418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,22),0.0765411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,20),0.0765418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,-1),-0.00227406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,24),(24,23),(24,22),0.103069 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,23),(24,20),0.103069 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,23),(24,-1),-0.0965411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,22),(24,20),0.103069 # DEPENDENCYPART_GRANDSIBL
(11,24),(24,22),(24,-1),-0.0965418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,20),(24,-1),-0.0965411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,29),(29,29),(29,30),-0.0301986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,29),(29,29),(29,28),0.0955936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,29),(29,29),(29,-1),-0.0482264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,29),(29,28),(29,-1),-0.0716169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,14),-0.0954931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),-0.146746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),-0.0608362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,21),-0.0811595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,30),0.257698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.0441066 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.0377449 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,21),-0.0421472 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,30),-0.0158283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,17),-0.0411821 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,21),-0.0472722 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,30),-0.105523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,30),-0.0142272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,21),(13,30),-0.185517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,-1),-0.0750069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.146603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0420116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0619016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0698959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0745163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
