# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(12,13),(13,11),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.0708421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,9),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,8),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,7),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,6),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,5),-0.0641598 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,4),-0.0700849 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,3),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,1),-0.0699279 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.108991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,8),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,7),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,6),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,4),-0.0649246 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,-1),-0.0291793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,8),(13,7),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,6),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,4),-0.0649246 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,-1),-0.0301424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,7),(13,6),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,4),-0.0649246 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,-1),-0.0288128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,6),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,4),-0.0649246 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,-1),-0.0285906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,5),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,-1),-0.0708421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,4),(13,3),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,4),(13,1),-0.0649903 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,4),(13,-1),-0.00211359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,3),(13,1),-0.0643569 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,3),(13,-1),-0.10343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,1),(13,-1),0.0122433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.111658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),0.00707167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0732177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0904945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),-0.0243996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,24),-0.222815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0421236 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.053097 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0591106 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0339445 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),-0.0440621 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,24),-0.0625609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,18),-0.0445775 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0364242 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0425838 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0433972 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,24),0.00501955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0751152 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0464566 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0492013 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.0421403 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,24),-0.0202875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0094813 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),-0.0431708 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,24),0.0178494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,22),-0.0439466 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,24),-0.0533007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,22),(14,23),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,24),-0.0296838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,24),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,12),0.0783015 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,-1),-0.0345418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,12),(14,-1),-0.109924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,16),-0.0463163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),0.0369451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.047811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0198973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0521917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),-0.0448945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),-0.0437607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,24),0.0870545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0444232 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0404668 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0816931 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.0425178 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0198637 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,24),-0.019525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0458602 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,21),-0.0420582 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,24),0.0241843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.03287 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.04256 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,21),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,24),-0.041988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.0420458 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,21),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,22),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,24),-0.0620919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,21),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,24),-0.0519671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,22),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,24),-0.019525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,22),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,24),-0.0195065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,23),(15,24),-0.0420629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.0614168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.0980779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,4),-0.0642023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,1),-0.0642023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0323272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,12),0.102926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.140462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,4),-0.0641472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,1),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.0414573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,4),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,4),(15,-1),-0.143741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,1),(15,-1),-0.150616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),0.0356158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.051038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,21),-0.142761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,22),-0.0683315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,24),0.0761559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),-0.0522052 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,21),-0.0459635 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,22),0.0207899 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,24),-0.0726488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,20),(18,21),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,22),-0.0425383 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,24),-0.11538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,21),(18,22),-0.0441442 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,21),(18,24),-0.127268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,22),(18,24),0.0395282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.116849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,16),0.075444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,15),0.102772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),0.0590627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,16),0.103033 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,15),0.102154 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,-1),-0.0779484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,16),(18,15),0.107003 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,-1),-0.111799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,15),(18,-1),-0.0617721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,21),-0.0586438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,22),-0.0658151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),-0.0473925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,24),-0.0227759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,22),-0.0421336 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,24),-0.0583503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,22),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,24),-0.0490222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,23),(20,24),-0.0463378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,18),0.0918013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),-0.144183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,18),(20,-1),-0.0562031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,22),(22,23),-0.0448663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,24),0.0462081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,23),(22,24),-0.0465999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,22),(22,21),0.159918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,20),0.0819842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,19),0.0773614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,18),0.125899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,17),0.0615077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,16),0.160361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,15),0.109608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,14),0.112368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,12),0.125498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,22),(22,4),-0.0651875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,1),-0.0652612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,-1),-0.041371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,21),(22,20),0.0971526 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,19),0.101309 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,18),0.101676 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,17),0.0962589 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,16),0.102228 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,15),0.103054 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,14),0.102498 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,12),0.101676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,21),(22,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,-1),-0.00928315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,20),(22,19),0.100022 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,18),0.102193 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,17),0.10272 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,16),0.103038 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,14),0.102 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,12),0.102182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,20),(22,4),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,1),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,-1),-0.0786854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,19),(22,18),0.0963544 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,17),0.10243 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,16),0.102533 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,15),0.103033 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,14),0.101338 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,12),0.0963544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,19),(22,4),-0.064411 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,1),-0.0644111 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,-1),-0.0564953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,18),(22,17),0.10065 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,18),(22,16),0.0998145 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,18),(22,15),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,18),(22,14),0.105566 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,18),(22,12),0.108442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,18),(22,4),-0.0647192 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,18),(22,1),-0.0647192 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,18),(22,-1),-0.076019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,17),(22,16),0.103002 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,17),(22,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,17),(22,14),0.102688 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,17),(22,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,17),(22,4),-0.0641552 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,17),(22,1),-0.0641552 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,17),(22,-1),-0.101959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,16),(22,15),0.103054 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,16),(22,14),0.102498 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,16),(22,12),0.101676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,16),(22,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,16),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,16),(22,-1),-0.00920664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,15),(22,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,15),(22,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,15),(22,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,15),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,15),(22,-1),-0.054888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,14),(22,12),0.102943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,14),(22,4),-0.0642278 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,14),(22,1),-0.0642278 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,14),(22,-1),-0.0370208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,12),(22,4),-0.0647192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,12),(22,1),-0.0647192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,12),(22,-1),-0.0764925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,4),(22,1),-0.0642278 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,4),(22,-1),-0.035508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,1),(22,-1),-0.0238239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.0617198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.204188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.155685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,6),0.126277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,7),0.128851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,9),0.136925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,10),0.0943935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,23),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,24),-0.00708851 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.10208 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,4),0.100987 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,10),0.110579 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,24),-0.107751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,4),0.105874 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,6),0.100552 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,7),0.100341 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,9),0.100557 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,10),0.0986257 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,23),-0.0643802 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,24),0.00451495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,6),0.102188 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,7),0.102192 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,9),0.10219 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,10),0.0995832 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,23),-0.0645593 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,24),-0.027847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,7),0.102791 # DEPENDENCYPART_GRANDSIBL
