# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(15,11),(11,11),(11,12),0.0714931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,13),0.0714931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,14),0.0714929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,15),-0.0672943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,11),(11,16),-0.0646095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,17),-0.0641506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,19),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,20),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,21),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,23),-0.0665295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,25),-0.140014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,12),(11,13),0.100685 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,14),0.100723 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,15),-0.0642113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,12),(11,16),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,19),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,20),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,21),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,23),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,25),-0.0984676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,14),0.100723 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,15),-0.0642113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,16),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,19),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,20),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,21),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,23),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,25),-0.0985055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,15),-0.0642113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,16),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,19),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,20),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,21),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,23),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,25),-0.0984678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,15),(11,16),-0.0641502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,19),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,20),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,21),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,23),-0.0642081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,25),-0.0985345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,16),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,25),-0.0647477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,17),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,25),-0.0663488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,19),(11,20),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,21),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,23),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,25),-0.0984676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,20),(11,21),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,20),(11,23),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,20),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,20),(11,25),-0.0984676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,21),(11,23),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,21),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,21),(11,25),-0.0984676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,23),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,23),(11,25),-0.0813761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,24),(11,25),-0.0642027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),-0.0724274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,9),-0.0337095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,8),-0.0477316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,7),-0.0535772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,6),-0.0477316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,5),-0.0535772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,4),-0.0535877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,3),-0.0655075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,2),-0.053942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,1),-0.0535772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),-0.107414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,9),-0.042587 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,8),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,7),-0.0424584 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,6),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,5),-0.0424584 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,4),-0.0424584 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,3),-0.0456859 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,2),-0.0424584 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,1),-0.0424584 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),-0.0577131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,9),(11,8),-0.042224 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,7),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,6),-0.042224 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,5),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,4),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,3),-0.0420718 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,2),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,1),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,-1),-0.0332399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,8),(11,7),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,6),-0.042589 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,5),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,4),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,3),-0.0466855 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,2),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,1),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,-1),-0.0656915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,7),(11,6),-0.0442743 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,5),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,4),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,3),-0.042189 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,2),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,1),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,-1),-0.0568963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,6),(11,5),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,4),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,3),-0.0466855 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,2),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,1),-0.0454541 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,-1),-0.0656915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,5),(11,4),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,3),-0.042189 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,2),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,1),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,-1),-0.0568963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,4),(11,3),-0.042189 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,4),(11,2),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,4),(11,1),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,4),(11,-1),-0.0569211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,3),(11,2),-0.0354998 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,3),(11,1),-0.0354998 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,3),(11,-1),-0.0454841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,2),(11,1),-0.0433082 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,2),(11,-1),-0.0568964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,1),(11,-1),-0.0568963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,13),0.215793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,14),0.215667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,25),0.153047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,13),(12,14),0.0917646 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,25),0.00316816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,14),(12,25),0.000706213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,-1),0.150957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,14),0.211205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,23),-0.0656203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,25),0.145052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,23),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,25),-0.00375542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,16),(13,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,25),-0.0163667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,23),(13,25),-0.0693405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,12),-0.127516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),0.14397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,12),(13,-1),0.0322028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,15),-0.079444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,23),-0.0656203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,25),0.151544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,23),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,25),-8.31596e-05 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,25),-0.0163667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,23),(14,25),-0.0693426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.129606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,12),-0.128422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),0.144966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,12),-0.0597215 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),0.0313964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,12),(14,-1),0.0333733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.00429891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,19),-0.0493838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,20),-0.0493838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,21),-0.0493838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,23),-0.0511941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,25),-0.116377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,19),-0.042015 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,20),-0.042015 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,21),-0.042015 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,23),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,25),-0.000738444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,18),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,19),(16,20),-0.0377306 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,21),-0.0377296 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,23),-0.0421229 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,25),-0.0506466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,20),(16,21),-0.0377296 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,23),-0.0421229 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,25),-0.0506476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,21),(16,23),-0.0421229 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,25),-0.0506466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,23),(16,25),-0.0657546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,15),0.100488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,14),-0.0662985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,13),-0.0662985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,12),-0.0662985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,5),-0.0662985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,3),-0.0641479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),-0.18931 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,15),(16,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,-1),-0.0689818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,14),(16,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,-1),-0.0689683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,13),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,-1),-0.0689683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,12),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,-1),-0.0689817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,6),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,3),-0.0641535 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,-1),-0.0473436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,5),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,5),(16,-1),-0.0689683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,3),(16,-1),-0.0644752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),-0.0422377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.0431242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.0431242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0431242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,22),-0.0431242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,23),-0.0543153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.0818691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0423506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,22),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,23),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0427924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,22),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,23),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),-0.0427924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,22),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,23),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0427924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,22),(17,23),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,25),-0.0427924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,23),(17,25),-0.0517006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,15),0.102145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,14),-0.0641526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,13),-0.0641526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,3),-0.0641476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),-0.180961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,15),(17,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.0649318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,14),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,-1),-0.0649318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,13),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,-1),-0.0649318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,8),(17,3),-0.0641577 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,-1),-0.0644915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
