# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,25,15,18,16,15,23,23,23,25,15,4,25,28,26,28,28,4,
(4,10),(10,7),0.163161 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.402758 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.254649 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0517117 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.0515827 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0276515 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.148736 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0344025 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.193979 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.092865 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.223497 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.595677 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.553431 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.237036 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.00304796 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0105875 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.185982 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-1.03446 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.245254 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.0449445 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.0952218 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.0422921 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.330753 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.258143 # DEPENDENCYPART_GRANDPAR
(4,13),(13,31),-1.21805 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.0926633 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.521126 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.223321 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.376608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.609991 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.27096 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.0197121 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.00916209 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.165535 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.18953 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.539434 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.288751 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.0578801 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.0985992 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),0.194397 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.164488 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.0291852 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.334131 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.266305 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-0.349221 # DEPENDENCYPART_GRANDPAR
(4,15),(15,28),-0.305412 # DEPENDENCYPART_GRANDPAR
(4,15),(15,31),-1.22529 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.206941 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.468219 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.156068 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.232344 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.162556 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),0.0562981 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.467875 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.44232 # DEPENDENCYPART_GRANDPAR
(4,16),(16,28),-0.333773 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.229613 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.242577 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.277689 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.12506 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.172793 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.184341 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.0488991 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.360592 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.267851 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.389213 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.311497 # DEPENDENCYPART_GRANDPAR
(4,18),(18,31),-1.23387 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),0.450141 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.130168 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.0940161 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.257635 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.187018 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.048688 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.387526 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.182339 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),0.293223 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.377144 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-0.24593 # DEPENDENCYPART_GRANDPAR
(4,20),(20,30),-0.931951 # DEPENDENCYPART_GRANDPAR
(4,20),(20,31),-1.34234 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.33924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,5),0.652861 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),0.0532545 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),0.234401 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),0.52136 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.254863 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),0.170513 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),0.171142 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),0.435873 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.0489898 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0679425 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.347453 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.256732 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),0.224856 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.341492 # DEPENDENCYPART_GRANDPAR
(4,23),(23,28),-0.283936 # DEPENDENCYPART_GRANDPAR
(4,25),(25,2),-0.392117 # DEPENDENCYPART_GRANDPAR
(4,25),(25,3),-0.103111 # DEPENDENCYPART_GRANDPAR
(4,25),(25,4),-0.686593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,25),(25,5),0.474389 # DEPENDENCYPART_GRANDPAR
(4,25),(25,7),0.122511 # DEPENDENCYPART_GRANDPAR
(4,25),(25,8),0.381678 # DEPENDENCYPART_GRANDPAR
(4,25),(25,9),-0.00223343 # DEPENDENCYPART_GRANDPAR
(4,25),(25,10),-0.157513 # DEPENDENCYPART_GRANDPAR
(4,25),(25,11),-0.00588625 # DEPENDENCYPART_GRANDPAR
(4,25),(25,13),0.179605 # DEPENDENCYPART_GRANDPAR
(4,25),(25,15),0.156869 # DEPENDENCYPART_GRANDPAR
(4,25),(25,16),0.286236 # DEPENDENCYPART_GRANDPAR
(4,25),(25,18),0.0924008 # DEPENDENCYPART_GRANDPAR
(4,25),(25,19),-0.397666 # DEPENDENCYPART_GRANDPAR
(4,25),(25,20),0.297486 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),-0.309311 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),-0.132181 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),0.0110901 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.633198 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),0.441654 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),-0.269661 # DEPENDENCYPART_GRANDPAR
(4,25),(25,28),-0.130362 # DEPENDENCYPART_GRANDPAR
(4,25),(25,30),-0.524797 # DEPENDENCYPART_GRANDPAR
(4,25),(25,31),-1.32927 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),-0.184071 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),-0.306791 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),0.104588 # DEPENDENCYPART_GRANDPAR
(4,26),(26,30),-0.476376 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),0.0996255 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-0.277103 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-0.487753 # DEPENDENCYPART_GRANDPAR
(4,27),(27,30),-0.658808 # DEPENDENCYPART_GRANDPAR
(4,31),(31,28),-0.429215 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.383885 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.178319 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.450452 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0496533 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.107136 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.14163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.342896 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.561146 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.561311 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.416413 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.805728 # DEPENDENCYPART_GRANDPAR
(5,2),(2,31),-0.988524 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.502503 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.46458 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.109343 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.14484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.349558 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.543397 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.513966 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.498008 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.329832 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.14211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.307948 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.328045 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.564829 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.552103 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.574791 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.41085 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.740984 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.809326 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.471454 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.511285 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.555273 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.411274 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.295717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.646913 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.26877 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.719151 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-0.860409 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-0.513114 # DEPENDENCYPART_GRANDPAR
(5,4),(4,31),-0.911005 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.881706 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.887108 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.658805 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.351867 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.463251 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.881711 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.887109 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.658805 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.0681661 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.618203 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.554384 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.160843 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.326388 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.532705 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.608143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.0564354 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.153745 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.00800082 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0663132 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.192406 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.130836 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.182812 # DEPENDENCYPART_GRANDPAR
(5,8),(8,31),-0.619888 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0484918 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0367498 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.115692 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.0499817 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.00462545 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.881707 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.887109 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.665018 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.687725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.0423759 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.189768 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0296392 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.180588 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.377277 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.101396 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.191119 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0928486 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.163447 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.04923 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.7012 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.633821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,8),0.0414713 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.00851829 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.158509 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0190152 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0446296 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.509239 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.235098 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.138775 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.00112204 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.226308 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),0.141382 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.326557 # DEPENDENCYPART_GRANDPAR
(5,13),(13,31),-0.502072 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.04922 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.97036 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.7012 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.683161 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.638109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,9),0.0245036 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.160454 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0018424 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0250015 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.295867 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0917179 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.166247 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.117603 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.00169465 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.0171449 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.27925 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.204965 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),0.144199 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.326342 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.161904 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-0.0993778 # DEPENDENCYPART_GRANDPAR
(5,15),(15,31),-0.500706 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.0652901 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.116923 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.0962739 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0312654 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),0.00702882 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),0.012538 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),0.111239 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.409189 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-0.214583 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.24346 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.0515084 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.204582 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.0139249 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.029933 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.287298 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.212874 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),0.128579 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.318886 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-0.190408 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),-0.0966471 # DEPENDENCYPART_GRANDPAR
(5,18),(18,31),-0.500479 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),0.112655 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.0273437 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.0513427 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.0602689 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.26424 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.188239 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),0.22661 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.217116 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.320996 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.0675777 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),0.0802324 # DEPENDENCYPART_GRANDPAR
(5,20),(20,30),-0.201967 # DEPENDENCYPART_GRANDPAR
(5,20),(20,31),-0.531035 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.683177 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.641862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,10),-0.173566 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.303738 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),0.085974 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.16439 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.0940248 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.109631 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),0.231528 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),0.0422897 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.279489 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),0.109512 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.333011 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.478085 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.177409 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.0962392 # DEPENDENCYPART_GRANDPAR
(5,25),(25,2),-0.884611 # DEPENDENCYPART_GRANDPAR
(5,25),(25,3),-0.626276 # DEPENDENCYPART_GRANDPAR
(5,25),(25,4),-0.662717 # DEPENDENCYPART_GRANDPAR
(5,25),(25,5),-0.563718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,25),(25,7),0.0959149 # DEPENDENCYPART_GRANDPAR
(5,25),(25,8),0.0237857 # DEPENDENCYPART_GRANDPAR
(5,25),(25,9),-0.0393478 # DEPENDENCYPART_GRANDPAR
(5,25),(25,10),-0.151011 # DEPENDENCYPART_GRANDPAR
(5,25),(25,11),0.0937794 # DEPENDENCYPART_GRANDPAR
(5,25),(25,13),-0.251931 # DEPENDENCYPART_GRANDPAR
(5,25),(25,15),-0.00438367 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),0.0773297 # DEPENDENCYPART_GRANDPAR
(5,25),(25,18),-0.0770492 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),-0.10029 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),0.235853 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.0452871 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.249987 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.172481 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),0.0422137 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.220225 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),-0.0694824 # DEPENDENCYPART_GRANDPAR
(5,25),(25,28),-0.0745731 # DEPENDENCYPART_GRANDPAR
(5,25),(25,30),-0.050244 # DEPENDENCYPART_GRANDPAR
(5,25),(25,31),-0.688651 # DEPENDENCYPART_GRANDPAR
(5,28),(28,3),-0.688581 # DEPENDENCYPART_GRANDPAR
(5,28),(28,4),-0.665807 # DEPENDENCYPART_GRANDPAR
(5,28),(28,20),0.191058 # DEPENDENCYPART_GRANDPAR
(5,28),(28,23),-0.296595 # DEPENDENCYPART_GRANDPAR
(5,28),(28,26),-0.346745 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),-0.0171115 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),-0.284657 # DEPENDENCYPART_GRANDPAR
(5,28),(28,30),0.0313202 # DEPENDENCYPART_GRANDPAR
(5,28),(28,31),-0.342197 # DEPENDENCYPART_GRANDPAR
(5,31),(31,28),-0.0446915 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.424606 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.308137 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.483876 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.366819 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.307729 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.300771 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.638287 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.07086 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.07209 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.95126 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.27859 # DEPENDENCYPART_GRANDPAR
(6,2),(2,31),-1.53242 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.555141 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.460893 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.292479 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.302203 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.642246 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-1.04967 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.962145 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.918833 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.851074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.38883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.48325 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.55372 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.102527 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.300546 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.508435 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.806259 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.221574 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.581885 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0979701 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.50694 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.39614 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.469345 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.531698 # DEPENDENCYPART_GRANDPAR
(6,8),(8,31),-1.14368 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.332164 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.237753 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.378514 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.296617 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.237715 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.294928 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.38622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.695672 # DEPENDENCYPART_GRANDPAR
