# _root_ Boeing has declined to say how many employees are working at its giant Renton , Wash. , plant .
#goldHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
#predictedHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
(10,9),(10,11),-0.0504024 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00897965 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0370917 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0426903 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0237194 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.042449 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0237194 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0177586 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0464328 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0158268 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.012451 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0153373 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.187375 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0146001 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.187375 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0512065 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0670575 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0706025 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0909445 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.107575 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0909445 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.107575 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.088166 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.096431 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0835899 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0941274 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0835899 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0941274 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.136006 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00286848 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0351026 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.208036 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0351026 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.15885 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.000206636 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.178415 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00502037 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.124207 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0643569 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.028112 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.162321 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00191651 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.124207 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0643569 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0572422 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.044201 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0276618 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0763637 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0173982 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00698024 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.10489 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00698046 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.10489 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00622245 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.148464 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00203805 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0947728 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0878803 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0487123 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.166704 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0489498 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.166704 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0907854 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0274409 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0507426 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0511303 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0260345 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0969303 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0260347 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0969303 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0616546 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0392967 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0790385 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.212981 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0184847 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.213165 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0184847 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.319155 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0503848 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.336852 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.039912 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.337036 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.039912 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.481805 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.111673 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0772884 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.702937 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0772884 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.764673 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.169718 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0171713 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0589584 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0909048 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0214683 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0702978 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.768143 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.171841 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0909048 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0214683 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.114051 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.000226119 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0227594 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0863395 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0164861 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0863395 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.106437 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.177425 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00324662 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.177425 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0184912 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.487809 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.142334 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.444853 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.184416 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0219617 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.444853 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.120981 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0576067 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0729275 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.234482 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0176211 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0182222 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0176211 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0505083 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0291808 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0407501 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.020521 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.153184 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0781508 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0271937 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0781508 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0541363 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0409723 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0528527 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.109756 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0659451 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.118517 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0659451 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0450102 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0784486 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.298125 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0665951 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0622394 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0665951 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0554762 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0642778 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0935927 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0821679 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0935927 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.015792 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0311396 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.708894 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0761993 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.480466 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00426558 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0264835 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.117279 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00327483 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.480466 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00426558 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0449215 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0889949 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.110029 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0582038 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0170463 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0486636 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.105655 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.00547287 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.248068 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0729275 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.234482 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.195231 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.20118 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.00235858 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0519378 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0291808 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.297445 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.199281 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0996751 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0466658 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0569561 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0643281 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.178325 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.273697 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.113572 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0172216 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0311396 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.534896 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.107544 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00367326 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0554514 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0556568 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.145858 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.105293 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.462208 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0080869 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0445642 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.166279 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0170915 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0414518 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0687922 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0455922 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0687922 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0984775 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.248627 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.290528 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.281035 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.294916 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.281035 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0185562 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.156232 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.235219 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.152092 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.235219 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0236001 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0339091 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0429571 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0339091 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00912789 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0598075 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.423166 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0542179 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0130829 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00502358 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0542179 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.824967 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.118384 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.238918 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.809179 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.500729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0389285 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0232868 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.537162 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.957299 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.288095 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.341363 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.393911 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.59079 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-1.10947 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.200961 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.0513849 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.338928 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),1.51555 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.01597 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.633936 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.267895 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0951888 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.552349 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.835085 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.163217 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.27719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.300889 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.508458 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-1.0303 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.776898 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.0665905 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.115437 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.0955838 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.253404 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.0860391 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.43278 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.762553 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.412623 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0537433 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.832819 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.760318 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.501725 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.121626 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.525847 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-1.05919 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.702796 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0522479 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.212077 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.109926 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.350044 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.138936 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.59518 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.843208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.383595 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.269835 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.366516 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.213989 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.409474 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.142718 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.410406 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.566642 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.526177 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.879228 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.514641 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.432446 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.714569 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-1.00056 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.986333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.317895 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.33553 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.343329 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.307087 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.385379 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.285313 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.460224 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.511922 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.526547 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.890744 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.97417 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.448857 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.558841 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.468757 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.75877 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.4723 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.962946 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.0342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.367548 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.580608 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0696099 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.271488 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.112873 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.387472 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.501605 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.870017 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.793385 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.445382 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.526341 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.465281 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.726269 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.397316 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-1.00064 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.18447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.479232 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.188929 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.0560022 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.688989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.523642 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.340268 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.179449 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.147792 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.2493 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.510964 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.306749 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.334536 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.426227 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.283669 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.135947 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.394803 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.423162 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.430651 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.283442 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.58338 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.27632 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.32023 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.397918 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.318028 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.185811 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.303186 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0390019 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.23049 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.279303 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.590532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,6),-0.46906 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.449714 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.372482 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.350787 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.103832 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.724398 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.738976 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.579499 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.464428 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.692691 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.751644 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.728539 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.87131 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.712753 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.568504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,7),-0.51088 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.246299 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.314539 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0156516 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.527201 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.657762 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.368613 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.655829 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.715178 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.720293 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.534008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,6),-0.507563 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.236881 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.269266 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.101831 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.643136 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.349686 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.513761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0366363 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.576612 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.139825 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.324436 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.00207304 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.6044 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.148863 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.706269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.25576 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.376255 # DEPENDENCYPART_GRANDPAR
