# _root_ Using black and white , `` we can make housewives look like stars , '' says John Perrin .
#goldHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,8,8,0,18,16,16,
#predictedHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,16,16,0,18,16,16,
(11,8),(11,9),0.00124435 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0519818 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0874077 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00259669 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0297729 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00993544 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0639615 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0141379 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0142992 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0195844 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.000647322 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0094749 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0576428 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0436009 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0790504 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.014662 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0123274 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0124495 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.049157 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0797703 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0604673 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0403036 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0459236 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0404755 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.045699 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0457021 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.145694 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.186896 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00262012 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0098513 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.122581 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.137762 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.136993 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0237273 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0279217 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00616922 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.179482 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.134376 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.134378 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00593975 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0630274 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.105619 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0711172 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0900363 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0679574 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.122791 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0175055 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0175087 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0908822 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.149896 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.149885 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0576207 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.189593 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0249698 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0228763 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0354225 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.134297 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.147388 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.126395 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0979941 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0392425 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0667421 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.088573 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.143566 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0232326 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0365037 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.101742 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.06857 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.571766 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.345222 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.186709 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0936197 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.189044 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.35973 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0656707 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.263616 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0137962 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.225458 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0189032 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00319486 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0140195 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.000957986 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.000964381 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00173026 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.010447 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0537653 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0595027 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0268498 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0231045 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0232346 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0413953 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0266863 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0823061 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0151298 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0282181 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0282834 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0839268 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.394725 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.175608 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.53145 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.55038 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0278444 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0873138 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.19461 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.19462 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0191939 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0105109 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.010528 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.168501 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0908264 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0354354 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0375238 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.165309 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.185635 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.169223 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0281183 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0603091 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.309535 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.230316 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.125016 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.180903 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.117587 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.172427 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.180913 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0281183 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.238735 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.117427 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.11144 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0866172 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.370976 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.712173 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.243113 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00295777 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.598148 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.375113 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.240312 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.448348 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.232957 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0378431 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.44836 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.243113 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.347141 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.131464 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.125395 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0785668 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.013846 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0665289 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0467737 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0631259 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0232714 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0194552 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0322202 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0110391 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0234038 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.032229 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0665289 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0585369 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.160968 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.155001 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.179694 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.234538 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.000151964 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.583258 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.372021 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.237164 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.445526 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.229809 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0368191 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.445538 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.234538 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.345559 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.133502 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.127433 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.117729 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.177574 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0141972 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0936103 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.00748739 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0195295 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00219643 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.259162 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0195204 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.328597 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.637305 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0783606 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0958063 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.00580342 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.14545 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0676484 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0564452 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0253592 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.108839 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.120122 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0253679 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0374956 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.490437 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.110132 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0998804 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.397679 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.228672 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.148537 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.26613 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.139749 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0648764 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.266138 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.229263 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.163138 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.304907 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.298927 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0324101 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.064157 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0894957 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.055602 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.111108 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0895044 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0325062 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.105595 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0653606 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0716792 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.139813 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.039237 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0119946 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.000693951 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0392457 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0602085 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.188188 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.033002 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0392736 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.143863 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0504528 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00452355 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.462098 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.147219 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0189184 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.138589 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.13262 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0313557 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0347563 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0126556 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.103157 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.23373 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.050572 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0568434 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.175431 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.114171 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.130891 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.156239 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0885691 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0825372 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.136566 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.147219 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0189184 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.138593 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.132624 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0313228 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.637305 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0783606 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0958063 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00580342 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0305831 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0163925 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.147141 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.316459 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.201824 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.193344 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.230955 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0518046 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0506111 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0011023 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.125016 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.367065 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.084778 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.205996 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0206754 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0878826 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.11471 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.147888 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0813206 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0511041 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.1861 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.195074 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0849527 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0122188 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.067213 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0834418 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0855781 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.183919 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.090158 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0313429 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0165045 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0766607 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0849816 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.208274 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0806186 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0593887 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0664146 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.324056 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0421958 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0187406 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0835902 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0727633 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.141949 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0735814 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0553816 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.323198 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0853227 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.118355 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00654598 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0420319 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.16616 # DEPENDENCYPART_SIBL
(0,8),(8,1),1.04793 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.435522 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.706908 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0755874 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.679823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.768818 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.411151 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.072073 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0652112 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0744074 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.501283 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.726059 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0680148 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.339486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.414369 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.423894 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.965091 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.63198 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.273752 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.646352 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.225563 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.650207 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.816942 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.739895 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.128162 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.333848 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.375833 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.430153 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-1.00941 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-1.15335 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.313152 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.264386 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0704993 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.516212 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.19548 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.720811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0866159 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0471583 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.214559 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0265813 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.182902 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.112305 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.202174 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.10399 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.669751 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.322716 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.442853 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.590837 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.737865 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.171654 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.193454 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0112319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.197311 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.210693 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.385004 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.139535 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.694502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.571643 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.289792 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.158962 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0256187 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.179458 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.107264 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.198971 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.660721 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.501427 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.267119 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.439422 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.762552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.430389 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0824147 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.248658 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.158533 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.126534 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.740325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.487589 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.000842873 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.219794 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.797254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.387031 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.0284298 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.125483 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.377129 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0908131 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.0459467 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.000523388 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.244117 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.0991338 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.640929 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.54646 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.372068 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.564535 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.172348 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.717931 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.748875 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.800095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.372476 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.140348 # DEPENDENCYPART_GRANDPAR
