# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,31,31,25,31,32,16,
(3,16),(16,21),-0.410859 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.370866 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),0.0886319 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.408546 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.66827 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-0.256805 # DEPENDENCYPART_GRANDPAR
(3,16),(16,31),-1.20594 # DEPENDENCYPART_GRANDPAR
(3,16),(16,34),-1.41938 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.654744 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.661052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.0295152 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.110954 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.119287 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),1.30213 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.218743 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.174111 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.271908 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.0182146 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.0714799 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.402376 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.429999 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.468766 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.620418 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.0100752 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.255555 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),0.112814 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.304433 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.384338 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.0129879 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.670183 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.802138 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.188558 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-1.33922 # DEPENDENCYPART_GRANDPAR
(3,18),(18,34),-1.49778 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.14163 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.128682 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.300677 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.189615 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.40963 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.328222 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),0.00367026 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.582644 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.768427 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.189396 # DEPENDENCYPART_GRANDPAR
(3,20),(20,28),-1.02365 # DEPENDENCYPART_GRANDPAR
(3,20),(20,32),-0.96206 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.694967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),0.103765 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),0.032895 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.445723 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.0821708 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.144383 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),0.5276 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.431782 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.0519688 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.645026 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.786856 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-0.0513182 # DEPENDENCYPART_GRANDPAR
(3,21),(21,28),-1.24135 # DEPENDENCYPART_GRANDPAR
(3,21),(21,32),-1.17976 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.691311 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.0188455 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.897049 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-1.02403 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-1.2391 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),0.0861846 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-1.5805 # DEPENDENCYPART_GRANDPAR
(3,22),(22,30),-0.403964 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-0.861928 # DEPENDENCYPART_GRANDPAR
(3,22),(22,33),-0.511887 # DEPENDENCYPART_GRANDPAR
(3,24),(24,2),-0.730505 # DEPENDENCYPART_GRANDPAR
(3,24),(24,3),-0.690239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,24),(24,4),-0.0658157 # DEPENDENCYPART_GRANDPAR
(3,24),(24,5),0.108577 # DEPENDENCYPART_GRANDPAR
(3,24),(24,6),-0.210205 # DEPENDENCYPART_GRANDPAR
(3,24),(24,7),1.19249 # DEPENDENCYPART_GRANDPAR
(3,24),(24,8),0.207955 # DEPENDENCYPART_GRANDPAR
(3,24),(24,9),-0.195382 # DEPENDENCYPART_GRANDPAR
(3,24),(24,11),-0.0389213 # DEPENDENCYPART_GRANDPAR
(3,24),(24,12),0.124682 # DEPENDENCYPART_GRANDPAR
(3,24),(24,14),-0.441073 # DEPENDENCYPART_GRANDPAR
(3,24),(24,17),0.0494143 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),-0.227911 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),0.0821713 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.577552 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.614378 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),0.0784071 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.576315 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-1.12724 # DEPENDENCYPART_GRANDPAR
(3,24),(24,27),-0.143839 # DEPENDENCYPART_GRANDPAR
(3,24),(24,28),-1.20674 # DEPENDENCYPART_GRANDPAR
(3,24),(24,29),-0.700721 # DEPENDENCYPART_GRANDPAR
(3,24),(24,30),-0.647343 # DEPENDENCYPART_GRANDPAR
(3,24),(24,31),-1.09298 # DEPENDENCYPART_GRANDPAR
(3,24),(24,32),-1.14515 # DEPENDENCYPART_GRANDPAR
(3,24),(24,33),-0.741528 # DEPENDENCYPART_GRANDPAR
(3,24),(24,34),-1.53086 # DEPENDENCYPART_GRANDPAR
(3,28),(28,26),-1.1497 # DEPENDENCYPART_GRANDPAR
(3,28),(28,29),-0.602307 # DEPENDENCYPART_GRANDPAR
(3,28),(28,30),-0.552308 # DEPENDENCYPART_GRANDPAR
(3,28),(28,31),-1.08644 # DEPENDENCYPART_GRANDPAR
(3,28),(28,32),-1.24619 # DEPENDENCYPART_GRANDPAR
(3,28),(28,33),-0.622276 # DEPENDENCYPART_GRANDPAR
(3,32),(32,33),-0.622276 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.439179 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.462336 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.27777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.26611 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.03883 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.990842 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.891306 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.22139 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.23002 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.18809 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.15665 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.41483 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.845945 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.725091 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.2327 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.178799 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.999113 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.246434 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.262897 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.360656 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.162743 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.328054 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.483123 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.735642 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.173432 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.923888 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.382002 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.411956 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.857227 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.660069 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.213862 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.86625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.84999 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.506361 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.899179 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.507677 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.808709 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.434557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.613743 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.484668 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0379194 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.631778 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.71081 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.362941 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.904063 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.79746 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-1.07339 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.928766 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.0308792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.461588 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.892092 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-1.29686 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-1.08839 # DEPENDENCYPART_GRANDPAR
(4,9),(9,34),-1.08662 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.07582 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.377379 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.301662 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-1.18426 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.31173 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.111283 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.532391 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.817604 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.542644 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0962679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.632757 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.737549 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-1.09861 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-1.14038 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.0680548 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-1.55292 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.845127 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.72427 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),1.09557 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-1.21843 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.691619 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.416474 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.67716 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.445613 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.278617 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.480885 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.311421 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.724436 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.650214 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.870096 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.733405 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.620464 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.00545 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.821449 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.56619 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.60976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.987639 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.44265 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.722765 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.817148 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.547589 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.98346 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.09528 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.868773 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-1.03358 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.85973 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.580318 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.65026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.08438 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.534072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.467047 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.765423 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.851987 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.643023 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.0802 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.13686 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.928379 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.779544 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.33475 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.0376 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.08479 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-2.11666 # DEPENDENCYPART_GRANDPAR
(5,3),(3,32),-2.05234 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.40271 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.08012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.42688 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0146632 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.159988 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.257989 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0425378 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.42271 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.17304 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.4051 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.07737 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.05544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.493248 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.672093 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0824406 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.390816 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0537345 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.146761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.238999 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.148821 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.287479 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.627789 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.284946 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.271827 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.329479 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.109974 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.613223 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.22242 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.288082 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.519019 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.620016 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.434879 # DEPENDENCYPART_GRANDPAR
(5,9),(9,34),-1.40485 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.60735 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.51338 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),-0.33563 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0973209 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.235979 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0342224 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.234142 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0366735 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.420695 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.331138 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.364379 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.466339 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.258977 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.174611 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.400207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.715835 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.50277 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.34634 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.798988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.0815447 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.379402 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.188049 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0141831 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.265538 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.206785 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.621781 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.496137 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.365822 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.371819 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.872342 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.591949 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-1.1763 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-1.40834 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-1.07883 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.05444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.526281 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.654567 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0702518 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.192517 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.429917 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.206888 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.00490604 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.465565 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.355357 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.522103 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.3068 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.016515 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.328464 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.255508 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.633237 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.272275 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.309937 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.297187 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.662623 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.53471 # DEPENDENCYPART_GRANDPAR
(5,16),(16,31),-1.29357 # DEPENDENCYPART_GRANDPAR
(5,16),(16,34),-1.30125 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-1.17282 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),-1.4051 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),-1.07737 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-1.06389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),-0.503155 # DEPENDENCYPART_GRANDPAR
(5,24),(24,7),0.669693 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),0.119318 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.212475 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),-0.189526 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.0242697 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.366613 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.325326 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.366471 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.233744 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.823289 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.527965 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.328463 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.570668 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-1.70947 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.421745 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-1.36385 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),-0.838241 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),-0.669352 # DEPENDENCYPART_GRANDPAR
(5,24),(24,31),-1.1806 # DEPENDENCYPART_GRANDPAR
(5,24),(24,32),-1.29953 # DEPENDENCYPART_GRANDPAR
(5,24),(24,33),-1.16689 # DEPENDENCYPART_GRANDPAR
(5,24),(24,34),-1.41273 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.356804 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.267307 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0135231 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.134097 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.112903 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.67543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.42107 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.6575 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.801924 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.592582 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.949669 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.735387 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.80559 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.954299 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.910229 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.893173 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-0.885691 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-1.06177 # DEPENDENCYPART_GRANDPAR
(7,3),(3,32),-1.15976 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.364394 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.28689 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.274523 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.128129 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.67543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.421108 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.6575 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.801966 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.974191 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.949669 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.735387 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.885691 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.25108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.20158 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0761735 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-1.10128 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.04286 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.750893 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.56338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-1.76407 # DEPENDENCYPART_GRANDPAR
