# _root_ But then , as quickly as the Dow had fallen , it began to turn around .
#goldHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
#predictedHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
(13,8),(13,17),0.025094 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0637378 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.283012 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0112453 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0400745 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0519638 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0473078 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0317599 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.330393 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0955772 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.054094 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0781036 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0608971 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.038662 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.12359 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0388156 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0991691 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0941229 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.100755 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.117113 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0341533 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0245314 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0296202 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.233231 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.242421 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0436465 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.189718 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0262884 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0671967 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0356604 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0469654 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.503026 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0664491 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.019923 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.035992 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.106488 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0502623 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.36473 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.17398 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00403546 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0727082 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00811297 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.509812 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00388217 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0616999 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0558074 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00137037 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.142993 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0369893 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.046253 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0798127 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0726657 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0237803 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0330263 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.194917 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.138736 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.112267 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0530545 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0358815 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.00100683 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0181822 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0923154 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.024967 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0678243 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0358815 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.021587 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0251576 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.2559 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0549484 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0579466 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0258702 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.00406452 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.00376364 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0815358 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0549484 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.138667 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.102873 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.18995 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.053502 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0397682 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.050892 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0574809 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0774944 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0153566 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0427936 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0986144 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.207128 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0375625 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0621058 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0239795 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0656905 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.15343 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0590083 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0544739 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.210103 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.00337775 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.019881 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0675554 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0065916 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0793959 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.116457 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.1849 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0392461 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.079264 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.36692 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0131869 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0731733 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0555458 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0780239 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0908623 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.127794 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0261234 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0266926 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.156602 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00991897 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0290384 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0140234 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0427936 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0986144 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.207128 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.019895 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.102316 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0306293 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0438364 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0117842 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.184084 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0142559 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0334622 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.00132335 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.838531 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.502572 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.032077 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.225988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.106605 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.230586 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.518762 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.214343 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.890536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.877739 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.522237 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.784725 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.115591 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0556456 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.425687 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.229436 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.544307 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.256463 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.161702 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.788497 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.248947 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.212743 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.20848 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.877738 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.869832 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.565126 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.730547 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0281539 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0505227 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.403768 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.188702 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.503296 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.333978 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.146075 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.19025 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.968659 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.02077 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.694705 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.991369 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0977199 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0955247 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.398617 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.220874 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.55469 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.294268 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0219268 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.315158 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.447635 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.379568 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.236535 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.928541 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.844337 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.610777 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.662771 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0399222 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0985848 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0597209 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.602178 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0886802 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0233748 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0373514 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),1.13246 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.23188 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.111322 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.121169 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.126409 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),1.3149 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.01311 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.684625 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.833038 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.126645 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.000183724 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.193079 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.539728 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0575461 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.340692 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.136738 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),1.06518 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.1586 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0684536 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.154637 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.0576714 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),1.27031 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.859351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.598623 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.801018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0186187 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.100713 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.139472 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.557393 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0887342 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.230128 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.227447 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.411976 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),1.03768 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0382171 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.00681606 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0072485 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),1.2928 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.56492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.584568 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.50081 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.835315 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.889548 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.15093 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.496465 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.781659 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-2.0381 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.64412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.435711 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.54333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.466962 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.750353 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.854363 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.958707 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.975509 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-1.29066 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.668844 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-1.05766 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-1.26514 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-1.20901 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.946865 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-1.66586 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-1.20817 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-2.19509 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.52043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.377228 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.725909 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.489064 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.950584 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.905942 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-1.22108 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.680761 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-1.10059 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-1.20261 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.973697 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-2.09239 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.66373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.379514 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.626814 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.448948 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.776396 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.707654 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.904703 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-1.04732 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.930662 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-1.29344 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.82171 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.919737 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-1.52816 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.912676 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-1.05015 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-2.14471 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.65686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.396482 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.595148 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.453394 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.779539 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.692095 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.886823 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-1.0622 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.515726 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-1.09297 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-1.10289 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-1.16767 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-1.43684 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.844779 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.980457 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-2.13787 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.06207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.462048 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.34238 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.247449 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.343067 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.453147 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.834694 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.652662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.857305 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.70156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0904334 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.381699 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.164057 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.330415 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.299107 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.133231 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0497175 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.0884925 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.426553 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.038956 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.0281313 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.104208 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.653002 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.853377 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.606087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.078102 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0664109 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.237632 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.376206 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.328697 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0153617 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.175874 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.0139029 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0925262 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.664677 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.890529 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.782435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.171101 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.161158 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0346896 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.132951 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0374671 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.289339 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0692572 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.233728 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.223666 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.0901816 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.357446 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),0.01149 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.520458 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.0413117 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.211715 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.15683 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0918745 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.159884 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.00811444 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.224564 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.0465978 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.798243 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.59895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0500266 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0898283 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.277185 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.092484 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0804035 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.00851856 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.237347 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.221539 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.0647573 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.140547 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.208575 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.162149 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.147993 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.457787 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.801293 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.615328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.0447742 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.0855607 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.274624 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.10116 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0797959 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0457551 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.165957 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.0437288 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.027918 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.201831 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.231096 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.147351 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.164765 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.504186 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.2928 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.64978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.360027 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.597318 # DEPENDENCYPART_GRANDPAR
