# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(2,9),(9,15),-0.144067 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.303356 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.109298 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.272676 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.481753 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.802377 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.606894 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.298094 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.646088 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.715815 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.124456 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.30159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.122405 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.565817 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.714064 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.468591 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.202329 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.35433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0130114 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.610491 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.767718 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.521328 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.0931549 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.249917 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.126901 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.360749 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.157761 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.102018 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.105571 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.401443 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0146432 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.421 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.456401 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.0566115 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.000342114 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.345035 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.724993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.220843 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.293664 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0208256 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.266574 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0766942 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.488205 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.229175 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.524979 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.462731 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.128875 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.9348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),-0.194992 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.271713 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.336009 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0647567 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.048776 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.310461 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.13124 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.267815 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.908055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.221424 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.0520501 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.285766 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.020195 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.155065 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0679513 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0192351 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.328516 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.307773 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.221709 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.0340456 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.465928 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0796752 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.357945 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.569806 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.470702 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.24774 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.168638 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.223952 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-1.04902 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.195106 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.154006 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.488295 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.2219 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.66772 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.338502 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.847112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.164023 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0697528 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.150953 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0121702 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.206947 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0221981 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.566673 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.399308 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.369079 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.300887 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0899922 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.599615 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.254758 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.446789 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.60947 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.600804 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.242572 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.339878 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.264658 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.835174 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.464689 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.127098 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.358002 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.241319 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.195329 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.677496 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.320918 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.415068 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.677348 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.506353 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.220634 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.131605 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.860076 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),0.0931549 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0667121 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.525728 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.708776 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.621476 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0566115 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.639371 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.173682 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.386781 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.76877 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.646802 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.337029 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.0185261 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.301819 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.273974 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.592436 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.488333 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.148248 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.463598 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.166842 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.967805 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),0.147123 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.166807 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.843592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.113149 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.124465 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.194314 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.0209276 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0447889 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.00678657 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.493749 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.174119 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.570081 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.54695 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.486888 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.15485 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.578223 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.116453 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.747311 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.79301 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.381355 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.420104 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.358693 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-1.18651 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.500532 # DEPENDENCYPART_GRANDPAR
(3,23),(23,1),0.0382844 # DEPENDENCYPART_GRANDPAR
(3,23),(23,2),-0.178883 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-0.810667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,4),0.173536 # DEPENDENCYPART_GRANDPAR
(3,23),(23,5),0.00318008 # DEPENDENCYPART_GRANDPAR
(3,23),(23,6),-0.290687 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),0.032202 # DEPENDENCYPART_GRANDPAR
(3,23),(23,8),-0.289706 # DEPENDENCYPART_GRANDPAR
(3,23),(23,9),0.0452525 # DEPENDENCYPART_GRANDPAR
(3,23),(23,10),-0.507634 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),-0.113397 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),-0.465387 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.426501 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.164895 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.72293 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-0.361369 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.341065 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.681377 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.57674 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.325465 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.346063 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-1.03043 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.357562 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.280461 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.12691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.22976 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.292373 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.423621 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.180729 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.381709 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.03194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.226523 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.305027 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.425087 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.514427 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.870439 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.788945 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.638549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.248943 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.114622 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.254282 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0303159 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.398273 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.436972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.104602 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.4021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.636027 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.772882 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.663871 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.152809 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.262423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0398167 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0224005 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.424325 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.61285 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.872888 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.769851 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.813375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.572786 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0473696 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.133406 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.216387 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.197947 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.382049 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.650989 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.146073 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.344547 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.456763 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.658062 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.287532 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.50272 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.390723 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.482707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.328747 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.27658 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.868398 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.30028 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.272923 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.425546 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.178481 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.194203 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.64522 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.0821735 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.542338 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.85386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.572567 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0419867 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0460252 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.273646 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.123947 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.518877 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.423195 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.197874 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.180287 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.142129 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.290651 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.013416 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.201634 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.00262039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.160091 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),0.13179 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),0.0233064 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.52927 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.798593 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.359929 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.252803 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.294669 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.442067 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.484995 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.648591 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.28841 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.426002 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.227762 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.237544 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.181334 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.572649 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.975958 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.497655 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.0185703 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.361721 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.636596 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.15235 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.303092 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.626687 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.174146 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.293249 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.347037 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.102404 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.0600424 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.526987 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.00243295 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.462627 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.350558 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.656265 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.278976 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.289013 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.103355 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.240123 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.119435 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.145039 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),0.107975 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.0688497 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.585387 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.913698 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.41062 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.453721 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.297461 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.2776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.818685 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.530564 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.452951 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.498719 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.281771 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.28083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.831333 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.532025 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.00579931 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.299839 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.2295 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.28001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.799904 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.578981 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.527176 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.541814 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.563215 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.737914 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.772687 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.654725 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.12994 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.705832 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.926506 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.664878 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.82273 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.05386 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.476391 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.394068 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.29009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.824475 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.618975 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.522045 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.54375 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.600862 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.760475 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.818933 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.659548 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.801707 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.865614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,3),-0.929431 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.864971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.380771 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0563172 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.121318 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.171726 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.333092 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.932666 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.901736 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.921673 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.774086 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.845827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.472036 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.250603 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0785881 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0982736 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.13905 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.694663 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.162619 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0913882 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.176064 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.532187 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.115607 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.263339 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.2913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.53355 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.22529 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.34003 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.312579 # DEPENDENCYPART_GRANDPAR
