# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(14,4),(14,13),0.060536 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0676985 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00315432 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.124207 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0897084 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.105904 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0996967 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0119981 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0908066 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.0887887 # DEPENDENCYPART_SIBL
(14,4),(14,28),0.00114885 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0977335 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0918086 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0549954 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0120812 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0195131 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0367756 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0689896 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0681377 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0135752 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.147608 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0817499 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.109698 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.115431 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.00473448 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.115761 # DEPENDENCYPART_SIBL
(14,5),(14,27),-0.101051 # DEPENDENCYPART_SIBL
(14,5),(14,28),-0.0047838 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0697954 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.74521 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.701261 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.714361 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.711236 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0763141 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0635119 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0396801 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0360193 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.02686 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0186845 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.000963788 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0490054 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0286905 # DEPENDENCYPART_SIBL
(14,6),(14,27),-0.016789 # DEPENDENCYPART_SIBL
(14,6),(14,28),0.00532266 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0881428 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.054925 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0622361 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0535473 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.167579 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0966381 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0268058 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0500986 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0245727 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.120636 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0422677 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.039523 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0702203 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.0276747 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.0493903 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.294029 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.361442 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.36078 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0872118 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.125478 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.04632 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.183083 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.118344 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.102442 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00945964 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0934695 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.00179504 # DEPENDENCYPART_SIBL
(14,9),(14,27),0.00534345 # DEPENDENCYPART_SIBL
(14,9),(14,28),-0.0596954 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.392431 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.382987 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0131005 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0815889 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0405527 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.125336 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0826298 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0625902 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.00810488 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.00658998 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.0903629 # DEPENDENCYPART_SIBL
(14,10),(14,27),0.0227134 # DEPENDENCYPART_SIBL
(14,10),(14,28),-0.0146164 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.387343 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.104981 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0756155 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0358457 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.163819 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0817819 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.124077 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.000782139 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0112969 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0622975 # DEPENDENCYPART_SIBL
(14,11),(14,27),0.0146425 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0382709 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0203702 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.122265 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0213444 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.19592 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.109049 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.12483 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0460334 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0684871 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.0252934 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0323155 # DEPENDENCYPART_SIBL
(14,12),(14,28),0.00164911 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0716959 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0234366 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.180834 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0475237 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0765703 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0364327 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0408274 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0297894 # DEPENDENCYPART_SIBL
(14,13),(14,27),-0.00130488 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.0582691 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.148368 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.219063 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.184638 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.152866 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.180375 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.148937 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.257081 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.178922 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.0701066 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.104734 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.316447 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0163334 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.16845 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.276813 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0849682 # DEPENDENCYPART_SIBL
(14,16),(14,27),-0.181325 # DEPENDENCYPART_SIBL
(14,16),(14,28),0.015663 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0777787 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00235242 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.111855 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0154802 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0259996 # DEPENDENCYPART_SIBL
(14,17),(14,27),-0.0995093 # DEPENDENCYPART_SIBL
(14,17),(14,28),-0.049361 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.049455 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.180662 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.176284 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.079522 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.181015 # DEPENDENCYPART_SIBL
(14,18),(14,28),-0.0821495 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.126717 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.00483525 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0458916 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.125857 # DEPENDENCYPART_SIBL
(14,19),(14,28),-0.0513089 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.175316 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.131342 # DEPENDENCYPART_SIBL
(14,21),(14,27),-0.228852 # DEPENDENCYPART_SIBL
(14,21),(14,28),0.015331 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0605268 # DEPENDENCYPART_SIBL
(14,24),(14,27),-0.193419 # DEPENDENCYPART_SIBL
(14,24),(14,28),-0.00894444 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.0912998 # DEPENDENCYPART_SIBL
(14,25),(14,28),-0.00618129 # DEPENDENCYPART_SIBL
(14,27),(14,28),-0.0151343 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.163759 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.855857 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.28789 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0747752 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0473782 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0511375 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.460879 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.0331973 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.00943546 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0567566 # DEPENDENCYPART_SIBL
(16,8),(16,27),0.0229552 # DEPENDENCYPART_SIBL
(16,8),(16,28),-0.151425 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.365312 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.326641 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.111555 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.210422 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0440242 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.068263 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0716431 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.124881 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.207743 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.072722 # DEPENDENCYPART_SIBL
(16,12),(16,28),-0.160785 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0435245 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0199355 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.138191 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0298967 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.145669 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.01483 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.00732315 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0770451 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.00814786 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0239735 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0628054 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.226909 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0338579 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.036781 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0179172 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0480091 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.218901 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.022695 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.0824116 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0257721 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0785148 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0785555 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.112977 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0923474 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0430567 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.102343 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.0410319 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0218032 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0425229 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0156715 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0203854 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.077369 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.0438344 # DEPENDENCYPART_SIBL
(16,19),(16,28),0.0385721 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.132823 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.108258 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0889817 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0631603 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.145279 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.0236049 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.160009 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.148358 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.139086 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.119471 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.186291 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.101583 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0222355 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0917653 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.043271 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.00807545 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.102467 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0413776 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0423833 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.011248 # DEPENDENCYPART_SIBL
(16,27),(16,28),-0.098608 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00120334 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.664123 # DEPENDENCYPART_SIBL
(17,18),(17,23),-1.00228 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.969421 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.67272 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.289221 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.354504 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.320195 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.294811 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.990764 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.956363 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.824203 # DEPENDENCYPART_SIBL
(17,23),(17,24),-1.18539 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.78396 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.737226 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0491969 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.146942 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.00514248 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0302169 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0453823 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0431056 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.147933 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0344282 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0627891 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0429368 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.101625 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.231537 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0522704 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.15342 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.171306 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0617233 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0593231 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.0303109 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.029059 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0185932 # DEPENDENCYPART_SIBL
(18,27),(18,28),0.0378655 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0284782 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0622402 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0281882 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0589948 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0857239 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0618274 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.06505 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0687247 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0707908 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0338347 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0492388 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.104402 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0482967 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0729983 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0743486 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.686323 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.781965 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.75851 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.121527 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.698764 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.710348 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.774416 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.752012 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.155972 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.662763 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.674347 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.871992 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0709887 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.57086 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.586208 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0419918 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.534109 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.549457 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.229532 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.246662 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.725632 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0880792 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.129799 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.451338 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.283937 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.164279 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.442098 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0120259 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0313332 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.115125 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.116599 # DEPENDENCYPART_SIBL
(21,4),(21,27),-0.0184548 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.108035 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.124308 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0676327 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0830565 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.630834 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0959588 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.00292362 # DEPENDENCYPART_SIBL
(21,8),(21,25),0.0621326 # DEPENDENCYPART_SIBL
(21,8),(21,27),0.0256625 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.176729 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.162123 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00148589 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.00987057 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0571637 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.139358 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.135413 # DEPENDENCYPART_SIBL
(21,11),(21,27),-0.0288 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.100285 # DEPENDENCYPART_SIBL
(21,18),(21,20),-7.40028e-05 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0565883 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.00728255 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0395579 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0482691 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0176821 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0552852 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.167499 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0234071 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0586796 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0912607 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0821918 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00104818 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0179095 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.100156 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.141874 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0249965 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.289315 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.260716 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.26956 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0281411 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.34563 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.00283905 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.005549 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0110231 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0265627 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0996488 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0493864 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.161662 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0146892 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.128411 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.000733798 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0461713 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.0919175 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.383938 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.0944916 # DEPENDENCYPART_SIBL
(24,2),(24,18),0.0811677 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.00153708 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.0109402 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.034148 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.0249624 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.0698406 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0191835 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0319035 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.00801472 # DEPENDENCYPART_SIBL
(24,2),(24,28),-0.0306714 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.325414 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.189375 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.110762 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.0481679 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.12949 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.169763 # DEPENDENCYPART_SIBL
(24,9),(24,22),0.0310899 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.163949 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0173272 # DEPENDENCYPART_SIBL
(24,9),(24,26),0.0885561 # DEPENDENCYPART_SIBL
(24,9),(24,27),0.113856 # DEPENDENCYPART_SIBL
(24,9),(24,28),0.015119 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.234275 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.147234 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.00928541 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.142837 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.315271 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.00929888 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.265538 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.268218 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.0298267 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0229577 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.0310822 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.00375042 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.00382036 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0164313 # DEPENDENCYPART_SIBL
