# _root_ MRA Staffing Systems signs up nurses for paid travel , promising annual income up to $ 50,000 and free or subsidized housing .
#goldHeads=3,3,4,0,4,4,4,9,7,4,4,13,11,13,14,15,16,13,22,19,20,18,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,4,4,13,11,13,14,15,16,13,18,19,20,21,4,
(9,15),(9,18),0.167587 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0448287 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0510437 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.111228 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0249939 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0139402 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0205365 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0138686 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00446407 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0217705 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0614954 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0661642 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0606717 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0689265 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0614113 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.109002 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0172143 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0184654 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0655871 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0289549 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0115689 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.068815 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0417204 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0903963 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0233482 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.113662 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.130433 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0194471 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00552655 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0442141 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0403588 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0656115 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0181564 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.116225 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0123521 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0292674 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0505492 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00431841 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0598797 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0746493 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.050097 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.377137 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0129743 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0320438 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0522035 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0054542 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0443811 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0388969 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.109987 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.015076 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0633275 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00795509 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0419735 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.00574832 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0400746 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.299679 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0412758 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0144398 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00868295 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0159574 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00980173 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0204504 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.017621 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0406805 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.000119114 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0314648 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0223848 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.056371 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.141793 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0173179 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0207842 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0267086 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.038647 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0425296 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0056802 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.13968 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0188981 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0429415 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0585332 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.00360136 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.00931931 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0458445 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0273128 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00169714 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0214625 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0458162 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0256815 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0935063 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0391689 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0649717 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.00560006 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0140075 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.127601 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.120997 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0420729 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0368019 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.123868 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0924192 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.040107 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.132043 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0152014 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.014225 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.134467 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0041305 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00277087 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00207177 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0880929 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0819097 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0319665 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0235279 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0161969 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00288123 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.21306 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0312261 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0575811 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.173426 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0602692 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.105237 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.113773 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0634991 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0526315 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0603231 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0156461 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.124082 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0922549 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.119383 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.16712 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0072337 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0394276 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.186207 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0319514 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0377561 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0446562 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0802902 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0814646 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.115986 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.159096 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.00351806 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0291325 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.106783 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0140195 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0876559 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.152936 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0380111 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0487648 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.60696 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.00168585 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0196158 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0440605 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.00316566 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.00762508 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.127793 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.0167355 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0500088 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.0133316 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.174286 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.369801 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.00567849 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0306063 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.111687 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0495808 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0952512 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0197663 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.102886 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0603811 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.130627 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.173252 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0678769 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.189244 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.161132 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.114757 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.158819 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.088797 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0121051 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0708885 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0742073 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0340996 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0231357 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0146764 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0580294 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0485254 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0496307 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0084653 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00842105 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0746957 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.000659714 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0773725 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0817076 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0569323 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0939927 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0276473 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0747161 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0627248 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0636972 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0225536 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0453842 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0369533 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0735794 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0276817 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0226283 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0814781 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.00858605 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0388821 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.053085 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.11819 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0606061 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0443466 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0472387 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0363817 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0110788 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0292505 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0192696 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.081316 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0831957 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0932725 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.318044 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0633239 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0542425 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.069116 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.148476 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0457874 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.058973 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.1112 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0506145 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0588772 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0269392 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0572032 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0189604 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0967097 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.319668 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.00909466 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.100187 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0259699 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0619431 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00629271 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.022087 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0359748 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0519246 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0157842 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0331456 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0262035 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0585827 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.177807 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.153273 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.144718 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0386539 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.204423 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0895726 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0580995 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0348206 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.055556 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0818943 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0329641 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.00371549 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0745 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0300369 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.168869 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0769005 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.100313 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0686702 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0787767 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.113859 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0475026 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.107578 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0085544 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0198348 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0232171 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.17318 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.021061 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0600265 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.034628 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0398388 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0217399 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0247827 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0539203 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00180167 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0131175 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0120385 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0166729 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.141408 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0971829 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0106327 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0420366 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0125747 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0703379 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0347691 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0669689 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0134022 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.119912 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00417921 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0654434 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.177914 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00761289 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0533757 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0543666 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.115833 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0624793 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0144422 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.274056 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.104618 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.064551 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0149169 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00377053 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.13363 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.010314 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.204913 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0821961 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00665643 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.238779 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0261787 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0884413 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0111341 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0440517 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0730911 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0429621 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0337582 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0288857 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0757505 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0206028 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.679242 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0916142 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0436478 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0694234 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00704654 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.00374321 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.00427496 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0408741 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0673446 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0669603 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.287289 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.09552 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0433869 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0258997 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0142535 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0291398 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0929431 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0825041 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0295393 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0819794 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0345909 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.15256 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0402661 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0464678 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0830421 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0455229 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0463779 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.134072 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0782387 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.158942 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.00539639 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0233004 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0867739 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0451192 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0149513 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0253973 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.142112 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.00360075 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.163713 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.140102 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.199318 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.143944 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.167316 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.261551 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.128095 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0261771 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.201911 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.092212 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.470066 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.15383 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.365728 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.116785 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.593235 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0124587 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.394483 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0508943 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0423751 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.468089 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0957893 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0871891 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0829641 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0731212 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.023622 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0530334 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0275283 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0484647 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00767247 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.165242 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0124057 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.288522 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0927124 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.294725 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.141589 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.513603 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0339467 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.442721 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0108027 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0812482 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.459767 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0135904 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0607948 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00959369 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0872918 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.413329 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.222896 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.414483 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.194564 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.201743 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.185958 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0849744 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.211297 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.104181 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.165382 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.46165 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.118342 # DEPENDENCYPART_SIBL
