# _root_ `` It seems computers as hobbies have waned , '' says Ian Brightman , Beseler 's chairman and chief executive officer .
#goldHeads=3,3,11,7,4,5,3,7,3,3,0,13,11,13,17,15,13,17,21,21,18,11,
#predictedHeads=11,3,11,3,3,7,5,7,11,11,0,13,11,13,17,15,13,17,21,21,18,11,
(11,3),(11,8),-0.106608 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0624894 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0474228 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.00954992 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00981499 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0486634 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00981499 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0553171 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0291908 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0617562 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0372001 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0295125 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0757233 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0252876 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.463423 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.181411 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00290359 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.151268 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0189297 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.133148 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.133148 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.136124 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.133148 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.083446 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0663019 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0231739 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0678286 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0696433 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0226803 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.104283 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.240715 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0959446 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.216903 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.166812 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.217732 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.217732 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.264222 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.217732 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.104951 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.11641 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0815812 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0256349 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.12001 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0485684 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.181402 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00163984 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.147219 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0189184 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.132619 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.132619 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.105403 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.132619 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0824193 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.065258 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0247742 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0729018 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0685994 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0313564 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.115711 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0854735 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0244281 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.117554 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.117554 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0218088 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.117554 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0177392 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0334229 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.059884 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.000101897 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0281951 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.237995 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.141276 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0584702 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0184732 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0184732 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00104052 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0184732 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0396662 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0254619 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0576807 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00305206 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0301327 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.114513 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.637305 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0954095 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0958063 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.208255 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0958063 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.192621 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0409659 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.129055 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0427227 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0218864 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00580342 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0168931 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0163925 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0501368 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0163925 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0387904 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.116973 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0907843 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0303776 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0688242 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.147141 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.312222 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0275457 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.312222 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.160656 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.253315 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0167696 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0600215 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.25009 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.193344 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0275309 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.312221 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.160656 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.253315 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0167756 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0600213 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.25009 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.193344 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0583657 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.23341 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0389194 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.413266 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0335781 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0230511 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.347156 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.160656 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.253315 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0167756 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0600213 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.25009 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.193344 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.313253 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0613681 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00830387 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.28722 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.154864 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0165899 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0863918 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.361784 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.179906 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.125549 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.109235 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0413645 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.306088 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0986517 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.22359 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0252922 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0365581 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0252922 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.167239 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0486421 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0413503 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00816747 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00639085 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0567092 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.127218 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00678833 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0107684 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0799421 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.702784 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0115994 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.80622 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.449521 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.677534 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.127218 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00678833 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0107684 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0799421 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.223867 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.106149 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.239925 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.115666 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.358138 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0843095 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.202016 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.171186 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0402449 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.171449 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.157698 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0803191 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0938178 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.902488 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.149806 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0952967 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.115559 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.197055 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.13849 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.293749 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.102848 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.12637 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.145643 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.237482 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0460819 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.124617 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0896326 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.125109 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0612863 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.00530849 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.18883 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.251743 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0593197 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0614729 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0579136 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0271814 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.136791 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0162446 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.013682 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0173255 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00220113 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0346653 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0221372 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.112843 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.221241 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0834238 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0854102 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0624395 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.135667 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0609983 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0149549 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0451479 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0161706 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0776403 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.022956 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.323153 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0502173 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0612458 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0107828 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.039591 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.067824 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0505343 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0632432 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.390764 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0316566 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0200296 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0349421 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.133606 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.123589 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.185389 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0580215 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0760854 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0173654 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.00916216 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.073293 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0544758 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0834952 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0900166 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0665555 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.135741 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0610881 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0165924 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0134738 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0177444 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0756757 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0249368 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.323436 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0460809 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0571094 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0127635 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0492033 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0156064 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.11447 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.18854 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0845751 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0834632 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0728855 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0104309 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.162621 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0301004 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0130406 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0345886 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0274741 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00740376 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0200473 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.304682 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.126086 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0619175 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.167337 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.042859 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0246921 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.166238 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.017555 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0137583 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0181776 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00694265 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00391295 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0301691 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.323198 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.023148 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0479432 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.00138496 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.118971 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.564891 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.114931 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.177139 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.089951 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0592973 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.121567 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.118355 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0445435 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0311867 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0365458 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0250598 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.167239 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0487297 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0413503 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0208418 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00212547 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.00825503 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0420319 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0506731 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0876808 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00484169 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.157527 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0385879 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0148813 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0257452 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0106228 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0560594 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0521832 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0895368 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0248283 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0430885 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.190821 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0739237 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0315892 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00478295 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.063276 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0474801 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.70283 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0116417 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.806322 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.449565 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.362588 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.381746 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.677637 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.00426558 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.127212 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00681781 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0107595 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0411779 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0443589 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0799126 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.00565068 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.223843 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.106151 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.135797 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.131809 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.239901 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0775828 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.115671 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0077516 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0076804 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.358112 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.092493 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00977998 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0155559 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0842856 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.175504 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0845406 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.114921 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.000572883 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.104067 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0188252 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0524186 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0311867 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0303195 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.122669 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.167239 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0487297 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0413503 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.00825503 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.106006 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.468728 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0430885 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.190821 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0739237 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.063276 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.473089 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0501943 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.204838 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0862086 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0772938 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.564891 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.114931 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.177139 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.121567 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.223843 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.106151 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.239901 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.115671 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.358112 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0842856 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0483771 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0484129 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.304752 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0484129 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0053069 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0510151 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0935195 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0895843 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0481608 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0375419 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.133704 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0375419 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0163038 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0228937 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0541408 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0426581 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0216104 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.133792 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0404095 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0162726 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0254921 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0541372 # DEPENDENCYPART_SIBL
