# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(5,15),(15,21),-1.05504 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.420231 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.562775 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.48092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,9),-0.939603 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.02774 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.12496 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.991391 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.00513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.668165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0181526 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0801551 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.312543 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.980302 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.376398 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.610818 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.513619 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.543885 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-1.48909 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.23391 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.12501 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.991575 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.00465 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.584706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.64529 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0870411 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.130445 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.286746 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.985393 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0170929 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.358221 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.585426 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.520505 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.540674 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.811796 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.903699 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.728275 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.728979 # DEPENDENCYPART_GRANDPAR
(6,8),(8,30),-1.47843 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.09047 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.808701 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.10401 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.964709 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.684647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.493395 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.0369085 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.155696 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.547407 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.27654 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.209686 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.393006 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.12327 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.735769 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.384208 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.665987 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.389166 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.752295 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.745136 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.438761 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0825149 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.343662 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.42745 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.42729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.676005 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.20204 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.635211 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-1.25785 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.848253 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.17144 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.822125 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.24198 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.855182 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.825816 # DEPENDENCYPART_GRANDPAR
(7,2),(2,30),-2.09942 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.503715 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.51789 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.406301 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.29938 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.883261 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.402811 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.348143 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.46889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.717463 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.29937 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.883262 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.26877 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.23791 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.17544 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.953733 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.10832 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.22011 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.529548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.411658 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.142585 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.132406 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.916274 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0192941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.181301 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.384654 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.381061 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.376565 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.817011 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.582759 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.433949 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.625011 # DEPENDENCYPART_GRANDPAR
(7,8),(8,30),-1.32242 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.05762 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.17998 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.693985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.062526 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.559424 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.457687 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.93844 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.168589 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.118175 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.583667 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.210419 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.671677 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.249333 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.435466 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-0.327429 # DEPENDENCYPART_GRANDPAR
(7,11),(11,30),-1.3848 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.03773 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.307023 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.123642 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.00589 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.389672 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0442197 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.296773 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.330792 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.266354 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.627403 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.317649 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.199348 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.14105 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.882453 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.06632 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.06854 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.18007 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.684325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.0717121 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.536016 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.539026 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.342662 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.210715 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.370298 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.00745662 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.604428 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.225374 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.677898 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.312467 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.435066 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.975148 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.946047 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.950083 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-1.06195 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.898915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.138988 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.726649 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0613824 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.649346 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.132202 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.361299 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.152373 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.696051 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.469668 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.186809 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.308475 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.118335 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.947064 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.334908 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.363855 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.564492 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.204523 # DEPENDENCYPART_GRANDPAR
(7,17),(17,29),-0.740757 # DEPENDENCYPART_GRANDPAR
(7,17),(17,30),-1.56412 # DEPENDENCYPART_GRANDPAR
(7,30),(30,29),-1.10099 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.304841 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.715808 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.329195 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.00989996 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.173652 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.417336 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.365049 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.19743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.815693 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.147153 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.899987 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.484639 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.859062 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.549009 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.713872 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.534142 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.468723 # DEPENDENCYPART_GRANDPAR
(8,2),(2,30),-1.53419 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.316161 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.409777 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.34204 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.913071 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.519676 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.295629 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.13105 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.193066 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.23894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.913072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.519694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.956441 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.596709 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.394627 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.160076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.429496 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.23905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.919205 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.182947 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.952835 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.483955 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.519697 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.962574 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.598411 # DEPENDENCYPART_GRANDPAR
(8,7),(7,30),-1.56772 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.948477 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.13767 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.07015 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.490109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.18254 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.456248 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.596397 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.52995 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.148068 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.322923 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0465555 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.155233 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.0228881 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.0338886 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.0328083 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-0.834877 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.980253 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.33088 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.500195 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.566928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.251035 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.13539 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0293021 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.896343 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.419788 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.548367 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.698764 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0680913 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.00811722 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.110595 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.0345862 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.11837 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.08358 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.772698 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.957175 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.866341 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.13776 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.07024 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.485396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.163152 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.532113 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.814763 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.182048 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.762305 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.258459 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.344632 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0306444 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.162403 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.0411966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.0333402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.917672 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.836282 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.747879 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-1.01963 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.953073 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.677676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),-0.342656 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.553267 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.245626 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.522299 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.082889 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.214137 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.386025 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0403046 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.0905526 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.136539 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),0.194494 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.569825 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),0.00247662 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.0199073 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.277446 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),0.0876938 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-0.514122 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-1.02122 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.27311 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.289932 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.0012527 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.0338875 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.024963 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),0.0214221 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.419054 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.232736 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.108908 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.0308772 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-1.35909 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.0897539 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.732405 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.247502 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.0396335 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.194269 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.0582399 # DEPENDENCYPART_GRANDPAR
(8,21),(21,29),-0.747369 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),-0.0626769 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-1.39914 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),0.0277952 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),0.104547 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.743191 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-0.0409511 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.0877756 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-0.219604 # DEPENDENCYPART_GRANDPAR
(8,26),(26,28),-0.0562837 # DEPENDENCYPART_GRANDPAR
(8,26),(26,29),-0.634411 # DEPENDENCYPART_GRANDPAR
(8,27),(27,2),-0.917672 # DEPENDENCYPART_GRANDPAR
(8,27),(27,3),-0.836282 # DEPENDENCYPART_GRANDPAR
(8,27),(27,5),-0.747879 # DEPENDENCYPART_GRANDPAR
(8,27),(27,6),-1.01963 # DEPENDENCYPART_GRANDPAR
(8,27),(27,7),-0.953073 # DEPENDENCYPART_GRANDPAR
(8,27),(27,8),-0.677676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,27),(27,9),-0.342656 # DEPENDENCYPART_GRANDPAR
(8,27),(27,11),0.553267 # DEPENDENCYPART_GRANDPAR
(8,27),(27,13),0.522299 # DEPENDENCYPART_GRANDPAR
(8,27),(27,14),-0.082889 # DEPENDENCYPART_GRANDPAR
(8,27),(27,15),0.214137 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),-0.386025 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),-0.0440581 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),-0.17357 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),0.0411805 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),0.133851 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),0.131173 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),-0.799604 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.100033 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.19633 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.251994 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),0.0876938 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-0.514122 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),-1.02122 # DEPENDENCYPART_GRANDPAR
(8,30),(30,29),-0.87077 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.494606 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.915407 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.176119 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.281092 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.139585 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.400473 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.738989 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.25346 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.473751 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.09574 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.263771 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.411983 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.212053 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.465818 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.77521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-1.19242 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.819474 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.73961 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.26021 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.894948 # DEPENDENCYPART_GRANDPAR
(11,7),(7,30),-1.73269 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-1.27923 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.445 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.05112 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.250221 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.403574 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.376348 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.501602 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.147328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.77464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
