# _root_ Yes , the broader exchanges got caught up in the spiral , but they rode the tiger up all year .
#goldHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,15,20,15,6,
#predictedHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,17,20,15,6,
(15,4),(15,16),-0.0627782 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0114606 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00711717 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.00479389 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.00180639 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0207936 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.225619 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.141295 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.206708 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0142152 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.503886 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0696909 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.264501 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.63015 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0793539 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0389543 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0233594 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0442177 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0299951 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0280726 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.047794 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0274537 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.134223 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0140849 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.248896 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.135773 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0827964 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0646841 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0290617 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0559652 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0204086 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0291362 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0207251 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0141787 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.107359 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0429704 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.273478 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0923315 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.098505 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.059761 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0530246 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0386536 # DEPENDENCYPART_SIBL
(15,7),(15,19),-8.26344e-05 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0446791 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0307729 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0283315 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0978924 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00483089 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0875625 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.117169 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0929696 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0726167 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0831521 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0278288 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0637907 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0937151 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00043168 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.302502 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.14144 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0559211 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0493777 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0054481 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.151362 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0310418 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0175562 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0592589 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0660705 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.277013 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.441624 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.106031 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00646012 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.029552 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.034717 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00603338 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.00428117 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0470919 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00279581 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0460959 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0248815 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00787429 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0833231 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0107862 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0554584 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.132094 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.125409 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00231602 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0135592 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0514708 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00115761 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.353879 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0475395 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00221359 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0413054 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0961137 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0231362 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0273358 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.219463 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0942814 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.100939 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.144807 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.22268 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0363777 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0502582 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0867131 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0135184 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0126965 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0189086 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0144753 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.106659 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0760296 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0195201 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0681008 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.292854 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0488727 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0396716 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0547912 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.148766 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0901205 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0415219 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0136811 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.113749 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.026573 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.100216 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0592963 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0805371 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.11136 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0267462 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0689906 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0361934 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0227768 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0785383 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.000749505 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00739944 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00905059 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.071508 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.118785 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0514449 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0132179 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0446819 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.113823 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.124654 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0297 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0740709 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0136641 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.033046 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.105849 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0554825 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.760377 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.098157 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0370908 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.510052 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0631869 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0941875 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0620339 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0949171 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.569507 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0157298 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.156735 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0503018 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.262743 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.231721 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.128428 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.320004 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.0430701 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.465258 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.0574937 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.600194 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.31244 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.329307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0309456 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.228563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.258362 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.100399 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.298592 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.00853448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.468204 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0276636 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),1.16017 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.789862 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.942077 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.19203 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.118122 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0991022 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0539457 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.08811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0806131 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.148162 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.227613 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.681594 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.152678 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.0708925 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.166114 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.0159886 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),1.28722 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.800773 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),1.01368 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.186952 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.197859 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.278671 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.167872 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.20734 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.035789 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0626017 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.250872 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.642386 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.131277 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.129373 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.01288 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.222304 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.119433 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.40086 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.760833 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.929859 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0912378 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.02403 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.116696 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.133629 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.121836 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.413584 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.129551 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.403422 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.313373 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.068169 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.679806 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.00240199 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.164689 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.14205 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0843221 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),1.33382 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.993675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,1),-0.987784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.160705 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.228864 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.296989 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.367895 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.314137 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.986913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.193955 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.406162 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.402088 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.278171 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.302269 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.345466 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.334966 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.211409 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.377353 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.329231 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.993667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.125396 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.246697 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.167235 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.268738 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.291661 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.373082 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.399367 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.228353 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.351865 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.315442 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.560472 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.985324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.318245 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.417102 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.236303 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.35351 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.279526 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.279815 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.252427 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.444899 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.249807 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.337115 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.371393 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.560163 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.456884 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.552543 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.729129 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.989481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.232423 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.430769 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.198033 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.266659 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.268698 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.270054 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.279926 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.551265 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.259992 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.373352 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.356896 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.368947 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.666633 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.437353 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.657683 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.586657 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.986913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.184114 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.330451 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.199396 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.321082 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.291625 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.363312 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.509939 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.302833 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.303215 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.337859 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.367526 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.549336 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.464065 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.247575 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.436214 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.381651 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.446323 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.580865 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.595849 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.636493 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.283786 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.326479 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.239191 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.604844 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.433875 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.672575 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.561445 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.980493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),-0.28998 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.231924 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.365607 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.287733 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.264259 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.330349 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.289179 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.536631 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.342668 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.425173 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.186549 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.652631 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.574821 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.449246 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.680504 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.567046 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.699288 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.75595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.587313 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.669822 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.759132 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.716039 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.833933 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.780612 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.903191 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.845295 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.812857 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.828351 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.35388 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.64954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.490293 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.601204 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.933656 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.915545 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.920198 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.820597 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.862203 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.778514 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.24015 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.217212 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.692413 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.695251 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.31867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.16866 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.51193 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.47245 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.461576 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.271196 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.352156 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.347569 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.819269 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.693304 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.714569 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.3167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0194913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.119226 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.462525 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.376491 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.177861 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.805325 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.394345 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.343376 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.84248 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.849309 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-1.02411 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-1.00189 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-1.19391 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-1.3471 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.504327 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.605474 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.770495 # DEPENDENCYPART_GRANDPAR
