# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,17,10,
(1,21),(21,22),0.655083 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.134923 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),-0.589957 # DEPENDENCYPART_GRANDPAR
(1,21),(21,25),-0.135732 # DEPENDENCYPART_GRANDPAR
(1,21),(21,26),-0.214466 # DEPENDENCYPART_GRANDPAR
(1,21),(21,27),-0.334769 # DEPENDENCYPART_GRANDPAR
(1,21),(21,28),-0.138777 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-0.455545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,19),-0.257234 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.00374617 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.244813 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.170811 # DEPENDENCYPART_GRANDPAR
(1,22),(22,24),-0.634113 # DEPENDENCYPART_GRANDPAR
(1,22),(22,25),-0.145927 # DEPENDENCYPART_GRANDPAR
(1,22),(22,26),-0.335743 # DEPENDENCYPART_GRANDPAR
(1,22),(22,27),-0.440969 # DEPENDENCYPART_GRANDPAR
(1,22),(22,28),-0.177294 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.62434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.782526 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.577772 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.738353 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.92806 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.776206 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.01677 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.92286 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.18672 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.956423 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.00376 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.821673 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-1.14483 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-1.13975 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-1.34268 # DEPENDENCYPART_GRANDPAR
(2,1),(1,29),-1.77664 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.64321 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.25859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.319345 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0718014 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.214146 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.56629 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.23907 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.317703 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.710429 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.419287 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.206709 # DEPENDENCYPART_GRANDPAR
(2,3),(3,29),-1.40115 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.634795 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.04024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.255105 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0184443 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.405212 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.514718 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.399756 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.506789 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.607924 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.2021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.281031 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.176227 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0265864 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.321145 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.224235 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.372032 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.496836 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.489189 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.498536 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.685238 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.404452 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.505353 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.27935 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.366072 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.582912 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.530187 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.553297 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.845613 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.467175 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.777167 # DEPENDENCYPART_GRANDPAR
(2,6),(6,28),-0.953052 # DEPENDENCYPART_GRANDPAR
(2,6),(6,29),-1.46053 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.02946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.190996 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.185302 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.385014 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.605252 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.555436 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.691268 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.710508 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.845371 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.565231 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.618799 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.454155 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.615824 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.13483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.26816 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0308454 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.248301 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.355349 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.442926 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.477846 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.519705 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.532092 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.6833 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.459218 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.56146 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.360862 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.391803 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.570307 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.575577 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.648044 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.88059 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.530684 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.836919 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-0.760605 # DEPENDENCYPART_GRANDPAR
(2,10),(10,27),-1.22764 # DEPENDENCYPART_GRANDPAR
(2,10),(10,28),-1.01107 # DEPENDENCYPART_GRANDPAR
(2,10),(10,29),-1.39057 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0594482 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.30998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),0.228176 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.43647 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.791816 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.976732 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.18953 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.528098 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.10373 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-1.13712 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.15106 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.13901 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-1.26939 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.45737 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-1.65235 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-2.38134 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.511954 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.36112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),0.0706735 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.553135 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.948824 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.06941 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.650367 # DEPENDENCYPART_GRANDPAR
(3,2),(2,29),-2.48512 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.809521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.042831 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.985926 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.823552 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.769441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.197234 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0210732 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.130862 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.363375 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0439777 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.891126 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.678522 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.694262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.247914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),1.3243 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.426237 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.307197 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0627642 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0472166 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.712084 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.355165 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.0225714 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.467588 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.447928 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.775277 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.524997 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.547333 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.427302 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.378304 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.897046 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.762997 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-1.03463 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-0.576645 # DEPENDENCYPART_GRANDPAR
(3,6),(6,29),-2.04306 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.820938 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.684465 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.541795 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.371233 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.427049 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0247113 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.972952 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.625927 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.263772 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.531625 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.451641 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.638004 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.910613 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.680062 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.785235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),1.18928 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0956792 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0131878 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.43529 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.397056 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.788506 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.434627 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.00409263 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.534022 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.476296 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.850931 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.570464 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.544635 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.468561 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.492172 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.923806 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.847407 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-1.08815 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-0.908424 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-1.2557 # DEPENDENCYPART_GRANDPAR
(3,10),(10,28),-0.655885 # DEPENDENCYPART_GRANDPAR
(3,10),(10,29),-1.95124 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.983057 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.820927 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.776109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.197336 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),1.15332 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.232599 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0128632 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.228233 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.667857 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.181379 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.931578 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.513364 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.504414 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.443851 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-1.07835 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.630961 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.763674 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.571014 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.695417 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-1.0774 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-1.04605 # DEPENDENCYPART_GRANDPAR
(3,13),(13,27),-1.46187 # DEPENDENCYPART_GRANDPAR
(3,13),(13,28),-0.57417 # DEPENDENCYPART_GRANDPAR
(3,13),(13,29),-1.88773 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.887807 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.657024 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.827509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),1.05151 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.106475 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.135199 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.476126 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.509654 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.00298008 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-1.01521 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.624614 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.360255 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.636518 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.594205 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.832261 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-1.31498 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.638244 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.530155 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.313726 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.970927 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.788095 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.322536 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-1.16964 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.918416 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),-1.32952 # DEPENDENCYPART_GRANDPAR
(3,17),(17,28),-0.607152 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-2.05456 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.533262 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.627283 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.8404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.797446 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.17203 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.22126 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.1794 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.07679 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.48495 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.34914 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.52304 # DEPENDENCYPART_GRANDPAR
(4,3),(3,29),-2.31963 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.023 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.01181 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.00059 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.56407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.19775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.455982 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.660357 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.788188 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.614878 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.710248 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.694414 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.831258 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.830095 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-1.23787 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.890044 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-1.07429 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-1.17194 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-1.26001 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-1.11297 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.78591 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-1.07712 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-1.463 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-0.987225 # DEPENDENCYPART_GRANDPAR
(4,6),(6,29),-2.05081 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0637468 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.187268 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.4128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.767057 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.881853 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.11834 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.27008 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.954441 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-1.12828 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.26723 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.960091 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.796516 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.432776 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.4257 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.786638 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-1.93164 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0329938 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.129461 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.40737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.738582 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.874735 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.06648 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.931997 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-1.89102 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.111323 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0237578 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0899797 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.48429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.801295 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.953173 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.08023 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.98162 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.20092 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.22911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.817435 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.90756 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.240559 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.803409 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.523147 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.568108 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.847044 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.537005 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.77894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0674873 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.472437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.682231 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.516668 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.305386 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.309885 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.437091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.621326 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.362112 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.639835 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.350115 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.487454 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),0.273059 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.547178 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.264027 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.79883 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.156522 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-0.7474 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-1.68269 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.710413 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.773527 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.955622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.404925 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.838963 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.474689 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.590907 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.605511 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.562761 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.553814 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.447459 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.370267 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.543683 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.569256 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.90564 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.797595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.150486 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.298579 # DEPENDENCYPART_GRANDPAR
