# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(2,12),(12,27),-1.33581 # DEPENDENCYPART_GRANDPAR
(2,12),(12,28),-0.587085 # DEPENDENCYPART_GRANDPAR
(2,12),(12,31),-1.23404 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.228138 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-1.15616 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.236605 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.830616 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.490172 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.570641 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-1.19324 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-1.52938 # DEPENDENCYPART_GRANDPAR
(2,17),(17,30),-0.977688 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0621231 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.72126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.614107 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.76547 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.715573 # DEPENDENCYPART_GRANDPAR
(3,1),(1,31),-1.1769 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.391654 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.420032 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.587609 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.659465 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.996818 # DEPENDENCYPART_GRANDPAR
(4,1),(1,31),-2.32383 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.192261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.861032 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.993653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.00949147 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.41547 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.947074 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.459389 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.224821 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.466407 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.61866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-1.20723 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.08194 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.39306 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.04942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.934276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.376187 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.410069 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-1.02935 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.21303 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.340844 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.220839 # DEPENDENCYPART_GRANDPAR
(5,6),(6,31),-1.79539 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.14367 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.923613 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.20634 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.812716 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.00668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.385953 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.230159 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.276307 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.844752 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.136754 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0806776 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.145829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.339884 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.319468 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.445292 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.227367 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.913123 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.327555 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.183495 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.536331 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.376525 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.637588 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.45151 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.28078 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-0.319332 # DEPENDENCYPART_GRANDPAR
(5,7),(7,31),-1.93688 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.12686 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.122152 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.516265 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.124312 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.221579 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.095798 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.32417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.618253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,31),-2.06619 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.186447 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.338659 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.231022 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.29618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.591334 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.08884 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.813121 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.925521 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.02872 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.252334 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0177665 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.171748 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.29025 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.212397 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.396957 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.38574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.65855 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.153 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.949058 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.656814 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.909183 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.761312 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.696468 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.63813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.322287 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.24196 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.677164 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.108566 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.000639127 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.103771 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.192699 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.15939 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.363169 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.344935 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.760838 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.356926 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.0768664 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.381248 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.422627 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.656265 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.351571 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.31509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-0.106451 # DEPENDENCYPART_GRANDPAR
(6,7),(7,31),-1.80013 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.00641 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.897772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.549461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0846621 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0944997 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.882175 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.230709 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.1233 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.290835 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.385521 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.112677 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.217336 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.96585 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.37019 # DEPENDENCYPART_GRANDPAR
(6,9),(9,31),-1.64451 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.932413 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.904556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.174801 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.01052 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.815575 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.10003 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.99803 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.895799 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.599037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0583044 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.151893 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.345641 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.231038 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.03328 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.229559 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.290157 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.3434 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.00927686 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.146798 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.509722 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.9239 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.386596 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.160103 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.33172 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-0.55661 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.500671 # DEPENDENCYPART_GRANDPAR
(6,12),(12,31),-1.61709 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.258703 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0469605 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.198256 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.156079 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.455294 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0726468 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.425389 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.072386 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.290137 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.315402 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.139591 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.19597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,31),-1.60992 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.100073 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.161998 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.372511 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.19656 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.20343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),-1.38229 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.304923 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.785377 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.447381 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0769121 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.147419 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0199791 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.298015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0848128 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.285304 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0630563 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.14968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-1.32647 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.108694 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0490468 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0169816 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.339336 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.262666 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.15124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.232953 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.32804 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.263543 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.0317985 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.659101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,31),-1.68489 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.50735 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.345123 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.500455 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.394098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.555716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-1.14246 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.156761 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.256858 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0843973 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0959148 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.010716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.208427 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-1.23399 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.087764 # DEPENDENCYPART_GRANDPAR
(7,9),(9,31),-1.3998 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.355901 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.406645 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.637555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.399011 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.892135 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.034889 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.410842 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.157595 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.265277 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.810293 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.81675 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.502234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.347119 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.502452 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.409873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.46698 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.308774 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.61688 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.106208 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0519603 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.221894 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.196318 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.149673 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0377309 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.366317 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.12923 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.209986 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.236513 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),0.0134447 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.108407 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.584497 # DEPENDENCYPART_GRANDPAR
(7,12),(12,31),-1.31103 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.351114 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0482575 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.41953 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0501271 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0569699 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.0466247 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),0.0383947 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.205736 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.018125 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.260572 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0800936 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.210744 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.047674 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.27556 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.662945 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-1.28365 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.390934 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.405829 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.167368 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.344157 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.125578 # DEPENDENCYPART_GRANDPAR
(7,15),(15,31),-1.47033 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.652861 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.950794 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.329426 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.909797 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.573689 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),0.912266 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.205139 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),0.119472 # DEPENDENCYPART_GRANDPAR
(7,17),(17,30),-0.304941 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.497323 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-1.16134 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.340835 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.650723 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.58011 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.0503469 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-0.319432 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.663129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,12),0.265028 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-6.25336e-05 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.130777 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.514922 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-1.07643 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.407544 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.177864 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),0.0463763 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.410522 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.609678 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),0.0946172 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),0.0305061 # DEPENDENCYPART_GRANDPAR
(7,20),(20,28),-0.554429 # DEPENDENCYPART_GRANDPAR
(7,20),(20,30),0.138895 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-0.502234 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.347119 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),-0.502452 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),0.308774 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),0.106208 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),0.349657 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),0.161178 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.218184 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),0.313802 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),0.264097 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),0.289522 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.293404 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.708411 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.0746088 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.534202 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.0134447 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.3095 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.604546 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.039831 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.108407 # DEPENDENCYPART_GRANDPAR
(7,23),(23,1),-0.376471 # DEPENDENCYPART_GRANDPAR
(7,23),(23,2),-0.678799 # DEPENDENCYPART_GRANDPAR
(7,23),(23,3),-0.594742 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-0.187725 # DEPENDENCYPART_GRANDPAR
(7,23),(23,6),-0.343079 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-0.718219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,9),0.346751 # DEPENDENCYPART_GRANDPAR
(7,23),(23,10),-0.942427 # DEPENDENCYPART_GRANDPAR
(7,23),(23,12),0.322126 # DEPENDENCYPART_GRANDPAR
(7,23),(23,13),0.0214978 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),-0.346604 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),0.242366 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),-0.183668 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),0.0637934 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.404328 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-1.03396 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.271299 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.533474 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.275065 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.440501 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.479726 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),0.0802855 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),0.00337821 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-0.52252 # DEPENDENCYPART_GRANDPAR
(7,23),(23,29),-0.197189 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),0.12945 # DEPENDENCYPART_GRANDPAR
(7,23),(23,31),-1.50221 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.926238 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.199476 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.182219 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.562837 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),-0.453932 # DEPENDENCYPART_GRANDPAR
(7,24),(24,30),-0.113189 # DEPENDENCYPART_GRANDPAR
(7,24),(24,31),-1.50145 # DEPENDENCYPART_GRANDPAR
(7,26),(26,9),0.205736 # DEPENDENCYPART_GRANDPAR
(7,26),(26,14),-0.210744 # DEPENDENCYPART_GRANDPAR
(7,26),(26,18),-0.556042 # DEPENDENCYPART_GRANDPAR
(7,26),(26,20),-0.167616 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),-0.627421 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),-0.336619 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.198878 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.596003 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.330735 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-0.651804 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-0.428489 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-0.0738613 # DEPENDENCYPART_GRANDPAR
