# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,3,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(11,6),(11,12),0.0469059 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0410823 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0146169 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.000699969 # DEPENDENCYPART_SIBL
(11,6),(11,16),6.15106e-05 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0306945 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.190164 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0444627 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0336441 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0177975 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0232603 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.208255 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0656741 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.000829778 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.110143 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00187916 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0234647 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00580342 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.109214 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.190129 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.187391 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.124288 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.237438 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0901304 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0931021 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.106269 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.2146 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.206013 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0518214 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.723371 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0358425 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0486365 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0571413 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0704639 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.118675 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0239116 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0811516 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0382523 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0297969 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0428728 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0694137 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0682589 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0813926 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0272637 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.085643 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0490265 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.239335 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.209792 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.202987 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0819417 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.021993 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.347156 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0160986 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0985661 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.232626 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0379111 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0768669 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0152247 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0616443 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0408162 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0855992 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0407832 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.121578 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0594554 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0373098 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0559643 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.201792 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.260583 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.279782 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.126173 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.124031 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.142878 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0469367 # DEPENDENCYPART_SIBL
(11,18),(11,19),1.30381 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0371488 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0479712 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0210054 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.024801 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0222585 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0395251 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.135209 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00256481 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0136246 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.000394441 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00622775 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.194197 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.105414 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0283488 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0260539 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0351592 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.332015 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.137847 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0406122 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0342421 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0541313 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.332015 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0670522 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.102928 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0137076 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.00149139 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0611028 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0146008 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0198256 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0362269 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00335839 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.132479 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.134825 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0389547 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0356403 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00324923 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.132479 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0342564 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0888862 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0127587 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.1176 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.476818 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.191271 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0311722 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0713668 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.190521 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0202246 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0344991 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0296644 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.121864 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.190521 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0244293 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0092816 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00554161 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0774656 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0284282 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0668816 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.121719 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.00104789 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.349047 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.350287 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.34237 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.117823 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00104789 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0349858 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.296922 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0568288 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0151932 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00573205 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0532584 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.277392 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0183495 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0347161 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0267642 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0574769 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.277392 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0226145 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0239507 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0394905 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.000953161 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00663274 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0806327 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00173483 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.00235405 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.00350598 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0298531 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0773528 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0668569 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0763998 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.116935 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.110065 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0718786 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0651638 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.19639 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.198252 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.243263 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.204271 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.129567 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.376355 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0500295 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.101636 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.186249 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.043437 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.306605 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0950671 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0234097 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0121727 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.281172 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0417784 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.010432 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0515597 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.054944 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.116792 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0306798 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0340624 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.296087 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0347441 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0239899 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0511333 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0296939 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0788663 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0135624 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0571567 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0206367 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0358408 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0685204 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0818241 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0668569 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0763998 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.116935 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.110065 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0718786 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0651638 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00800633 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0979646 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.106823 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.135992 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.375321 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0734295 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0286732 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0676451 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00528754 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.535519 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0273092 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0721317 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0229993 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0292253 # DEPENDENCYPART_SIBL
(15,18),(15,19),1.06165 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0907661 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0288183 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.012704 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0125641 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.00396422 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.235737 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0036959 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.00257488 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.235737 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0989805 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.00441088 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.00742699 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.15184 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0891669 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0515905 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.096698 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0604737 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0257339 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0966942 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0389687 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0257339 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.112866 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.118953 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.01266 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.342069 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.152579 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0159511 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0203904 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.155819 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0168761 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0456034 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.155819 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0351268 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.096779 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0506464 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.120741 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0368516 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0502502 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.161349 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.152901 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0707393 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.161349 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0726854 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0931248 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.131967 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0355832 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0181685 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.213178 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0134605 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.00811995 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.213178 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0621945 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0853629 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0012891 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0986715 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.042262 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0199158 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.00268689 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.018889 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0010377 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.163373 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0468607 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.286362 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0861774 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0715499 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.128375 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0733892 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.09251 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.135227 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0199535 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0584021 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0729343 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0153235 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0716269 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.046548 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0961712 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.06719 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0010377 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.163373 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0468607 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.286362 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0861774 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.17093 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.060839 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.17963 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.715302 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.181121 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.145826 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.123272 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.102046 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0374885 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.744103 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.114814 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00395389 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.193985 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.811698 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.181453 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.141278 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.286263 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.891807 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.158366 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0343829 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.589085 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.158833 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.362589 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.0969765 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.487189 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.222734 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.0211437 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),1.22904 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.39457 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.528314 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.180001 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.186141 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.279604 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.843965 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.10455 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.00566797 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.501932 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.110991 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.317753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.187006 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.530053 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.223316 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.00896244 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.02614 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.44602 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.552983 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.511103 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.597811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.012883 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.682959 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.332402 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.151944 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0490369 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.409058 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0500149 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.24483 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.550561 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0302339 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.395216 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.211161 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.218005 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.982855 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.34209 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.575511 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.515564 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.156795 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.170941 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),1.02692 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.803366 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.446755 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.307314 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.349303 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.354917 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.542948 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.305248 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.586717 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.245915 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.309458 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),1.05132 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.26657 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.435637 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.348191 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.150715 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.010563 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),1.11358 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.646282 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.467759 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.355963 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.00764276 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.380603 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.141545 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.498584 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.227283 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0641931 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0273571 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),1.12215 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.351725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.260236 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.182804 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.185239 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.268107 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.329386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.827606 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.12783 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.234875 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.117469 # DEPENDENCYPART_GRANDPAR
