# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(13,14),(13,17),-0.0748826 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.213882 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.00871837 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.168379 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.105533 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0901331 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.168379 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0537549 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.4555 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.109308 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.143106 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0123163 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0276083 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.151699 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0441669 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0432892 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0159584 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.317718 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.19372 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.193767 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.317718 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00480696 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.580181 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.193528 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0343699 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0178922 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.00613403 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0610583 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0135336 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0135092 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.00785434 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.112277 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.113414 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.562311 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.132266 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0829544 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.105712 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.121562 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.132808 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.033658 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.161039 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.037962 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0379836 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.00143289 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.109878 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.196628 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0489849 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.453267 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.129053 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.144782 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00988391 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0244134 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.151672 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0531876 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0523099 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0148651 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.173329 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0493675 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.452979 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.118682 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.145071 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0100917 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0213934 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.152833 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0411252 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0402476 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0145939 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.132266 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0829544 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.105712 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.121562 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.132808 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.033658 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.161039 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.037962 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0379836 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00143289 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.133147 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0258949 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0106572 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.162745 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0262595 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.101059 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0522661 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0522082 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0198465 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.274655 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.31415 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.325583 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.11709 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.383365 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00527188 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.003614 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00906453 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.18907 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00676196 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00642758 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.184006 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0462715 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0453944 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.00518681 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0673072 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0544828 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0598441 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0260523 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0260627 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0295982 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.016372 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0767313 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.101526 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.101858 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0374504 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0944543 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0707154 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.070383 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.00401256 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0831511 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0815016 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.208399 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.129203 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0240371 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0240251 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0644006 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0886702 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0256427 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0256397 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0372424 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.392058 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.762189 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.762127 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.172002 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.341965 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.341244 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.039495 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.840809 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.200553 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.200538 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.27484 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.326694 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00993063 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.849555 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.482392 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0439424 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0456003 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0798391 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0672806 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0591693 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.552189 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.152754 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0375589 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.038436 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0489215 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.040731 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.466402 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0681261 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0181956 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0181852 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0197446 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.232442 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0880054 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.101133 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.101086 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.043043 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.482392 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0439424 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0456003 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0798391 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.109834 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.108184 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.231395 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.117401 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00853443 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00852247 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.186282 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.456588 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0755597 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0218397 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0624781 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0267096 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0841643 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.102811 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.361287 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.171463 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.153793 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.128597 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.193645 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.371285 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.153793 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.501039 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0391095 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0994238 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.00438596 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.365809 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.345639 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.157805 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.324448 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.129127 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.376622 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.157805 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.462981 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0586567 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.316854 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0715079 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.183891 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.162535 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.147776 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.139329 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.187415 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.162535 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.290211 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0380202 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.132878 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.035616 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.130148 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.179285 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.217012 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.395838 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.130148 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.525593 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.06277 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.150112 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.000579474 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.147258 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.33313 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.24075 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.391868 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.465551 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0845177 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.136551 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0329303 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.206536 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.36023 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.15725 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.489985 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0365285 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0943518 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00230864 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.245396 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.14972 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.312631 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0171689 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.147901 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0234683 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.165511 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.268263 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.035373 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.134305 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0295891 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.465551 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0845177 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.136551 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0329303 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0624762 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.202964 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.014708 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0620105 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0996459 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0213985 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.514124 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.885547 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0207875 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.01032 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.420135 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0447005 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.361748 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.349966 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.680014 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.888052 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.417706 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0234518 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.00064464 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0172131 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.4419 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0543759 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.349859 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.585144 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.35263 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.363849 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.737177 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-1.63251 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),1.74807 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.194472 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.650089 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.203835 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.316492 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.129049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.261472 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.240706 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.437247 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.197157 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.244705 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.503211 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.31508 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.27565 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.152875 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.26006 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.299704 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.854294 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.579796 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.321771 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.285362 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.74652 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-1.74808 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.295912 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),1.90347 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.109072 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.350732 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.486343 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.206407 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.359706 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.416121 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.00523964 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.358706 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.610923 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.418399 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.35394 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.357181 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.735868 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-1.63155 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.74907 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.628562 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.358396 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.486343 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.209638 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.361176 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.147926 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.042283 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.363312 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-1.06583 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.59795 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.418079 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.353954 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.35482 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.735854 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-1.63155 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.0202842 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),1.74908 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.125342 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.190141 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0453354 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.185621 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.175599 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.240642 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-1.16534 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.873572 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.433803 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.37622 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.19051 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.261458 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),1.62923 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.221875 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.463251 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.322736 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.314522 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.120196 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.377756 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0509401 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-1.05953 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.902428 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.589428 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.300241 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.714531 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-1.72514 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.853664 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.24101 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),1.95345 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.990098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-1.1609 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.395394 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.394882 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.242178 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.402057 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.636186 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.414371 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.755378 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.921269 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.76527 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-1.01304 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.820017 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-1.47635 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-1.12365 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.384692 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.39406 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.11759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.124177 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.506545 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0317362 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.410466 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.527732 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.758023 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.582659 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.650097 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-1.02849 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.577156 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.626332 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.601551 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.660087 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-1.51279 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-1.09714 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.94774 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.228735 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.04165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.164318 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.183818 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.265018 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.437939 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.318941 # DEPENDENCYPART_GRANDPAR
