# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(2,10),(10,7),-0.263978 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.169423 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.541378 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.578335 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-1.05047 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.516102 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.540149 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.328639 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.500427 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.803105 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.452736 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.456878 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.390456 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.107335 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.89501 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-1.06587 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-0.785775 # DEPENDENCYPART_GRANDPAR
(2,10),(10,27),-1.28854 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.567517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),-0.116743 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.340789 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.139876 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.00841635 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.313669 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.515024 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.118511 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.406604 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.217461 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.460379 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.669561 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.530247 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.688399 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.628926 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.350402 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.841053 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-1.21679 # DEPENDENCYPART_GRANDPAR
(2,14),(14,26),-0.831846 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.768376 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.689778 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.474573 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.614497 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.82312 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.659244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.0763236 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.322838 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.210273 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.019217 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.20223 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.214229 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.105864 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.579978 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.577834 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.260679 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.73721 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.429967 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.492719 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.422471 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.138912 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.91457 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-1.07402 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.851161 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-1.38421 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0783239 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.16419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0243566 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.119615 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.294243 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.996441 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.462076 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.43942 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.81444 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.45999 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.925248 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.585754 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.22317 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.2453 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.818674 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.1109 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.451163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.949802 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.363195 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.330707 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.198522 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.10954 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.1114 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.456335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.11697 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.361343 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.335991 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.196668 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.06283 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.911879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.555458 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.720994 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.281984 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.319026 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.629916 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.142822 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0252598 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.136609 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.746121 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.520094 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.0963113 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.668728 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.841983 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),0.0633667 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-1.86617 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.98297 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.146898 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.841734 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.275598 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.863026 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.05006 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.804911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.574783 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.73404 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0358597 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.463712 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.62514 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0941133 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.311696 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-1.09654 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.116955 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0643295 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.768782 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.818816 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.29725 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.83836 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.876705 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.836877 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.183294 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-1.33048 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.501391 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-1.99131 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.40033 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.368092 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.172771 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.06809 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.658331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),0.973225 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.366344 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.268594 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.898107 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.76543 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.577116 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-1.08994 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.152066 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.0421557 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.756144 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.824244 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.190765 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.721815 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.851944 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-1.37331 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.874368 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.16822 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-1.37671 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-0.679086 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-1.90907 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-1.26191 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),0.903076 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),1.06558 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.902494 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.00460598 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.61307 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.194315 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.361492 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.115748 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.718344 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.580895 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.117172 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.470553 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.822545 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-1.16294 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.66842 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),0.145303 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-1.12791 # DEPENDENCYPART_GRANDPAR
(3,14),(14,26),-0.424774 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.235959 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0261716 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.71146 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.0439072 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),0.0057774 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.82756 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.660779 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.89319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.778318 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.35364 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.826069 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.963121 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.01083 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.03719 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.63032 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.30613 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.60335 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.43376 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.25218 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.874 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.774071 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.81371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.698808 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.36127 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.818364 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.969343 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.965595 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.01708 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.29181 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.48791 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.40563 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.39513 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.36735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.2733 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.12125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.882505 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.383836 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.50605 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.19782 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.21776 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.33287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.213784 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.235192 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.186065 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.318288 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.418981 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.638921 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.890785 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.825967 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.498806 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-1.16143 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.749311 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.735006 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.55293 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-1.4319 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.201945 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.379757 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.585286 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.556949 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.971619 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.1868 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.21945 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.34756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.234758 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.88417 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0765133 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.303985 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.29639 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.543143 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-1.12394 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.55308 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-1.01028 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.801588 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.731938 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-1.28092 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.860484 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.750058 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.9419 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.809329 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-1.31077 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.668145 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-1.51903 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.378639 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.719866 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.56303 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.384879 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.335429 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.67441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.939466 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.809399 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.747446 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.892428 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.0492 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.44544 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.25849 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.21728 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.26819 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.12542 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.5627 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.488242 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.474464 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.59491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.947098 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.801696 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.753668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.847191 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.0291 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.24418 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.10184 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.24006 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.55684 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.448076 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.71539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.981602 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.873471 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.7924 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.897861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.93348 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.934899 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.10538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.218368 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0284845 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.186558 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.431225 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.587645 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.47478 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.668396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.373169 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.820194 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.599325 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.422854 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.323498 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-1.32873 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.09711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.16536 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.4537 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.569347 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.814191 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.886842 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.935168 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.935121 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.12635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.466433 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0540267 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.172246 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.308629 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.441301 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.938897 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.501799 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.594267 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.644012 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.606295 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.939682 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.710493 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.437899 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.765753 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.579891 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-1.30363 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.614981 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-1.41586 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.873898 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.258323 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.117019 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0799435 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.24388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.481662 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.248424 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.294121 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.591193 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.19505 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.736726 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.658465 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.0596527 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),0.30775 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.12645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.161065 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0687114 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0749579 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.29133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.469389 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.292612 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.261066 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.576915 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.7389 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.517756 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.0482272 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.235881 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0657791 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.144868 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.28528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.409489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.295247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.330759 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.254998 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.057749 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.115344 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.28528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.409489 # DEPENDENCYPART_GRANDPAR
