# _root_ The new expiration date is the date on which DIG 's financing commitments , which total about $ 240 million , are to expire .
#goldHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
#predictedHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
(12,14),(12,15),-0.0962337 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.247561 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0575097 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00674483 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0494704 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.264557 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0296312 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0629964 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.116554 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.118833 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.124472 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0974197 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0745716 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.11133 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.13675 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0266656 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.297921 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0352179 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.241932 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0646684 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.226367 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.159174 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0231904 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0863806 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.14113 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.264557 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0296312 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.118182 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.093071 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0107594 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.485472 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.093071 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.153149 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.043668 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0487278 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.103262 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0120133 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0850786 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.024025 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.129793 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0423602 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0174231 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0120133 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0450308 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.113008 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.00787577 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.00913691 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.48709 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0954569 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.154768 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0453335 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0503465 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0993057 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0183458 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0882861 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0272828 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.134603 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0455678 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0212718 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0183458 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0482886 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.117853 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0035958 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.115677 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0602907 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.00171954 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.140571 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0261617 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0485525 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0100274 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0435842 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0500873 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.049292 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0213564 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.020944 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0100274 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0798734 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0749777 # DEPENDENCYPART_SIBL
(13,5),(13,25),0.094349 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0855138 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0393218 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0809246 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.00475822 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.407158 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0360796 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0347625 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.255887 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.134124 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.111104 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.00034549 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0360796 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.281031 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.140205 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.109668 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.154768 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0453335 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0503465 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0993057 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0183458 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0882861 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0272828 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.134603 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0455678 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0212718 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0183458 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0482886 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.117853 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.0035958 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.147008 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0243989 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00581971 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.119617 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0545902 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0587207 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0899223 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0291554 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00702837 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.119617 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0913675 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0330732 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.393984 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0178222 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.130208 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00111315 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.125026 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0775441 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.128202 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0722124 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0198182 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.00111315 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0383444 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.15075 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.012758 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.160182 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0164896 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.039978 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0116905 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00282767 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00626295 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0299821 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0164896 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0298419 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0164093 # DEPENDENCYPART_SIBL
(13,11),(13,25),0.138059 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0342554 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0249365 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00491626 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00796173 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00945019 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0142018 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0342554 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0125546 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0353305 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0429445 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0130809 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.585697 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.226511 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.384764 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.27115 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0765296 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.759637 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.142367 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.0137466 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0501574 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0487062 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.021683 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0179177 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.073435 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0436444 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0637841 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.0851972 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0108556 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00530851 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.018105 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.297313 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.225586 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0501221 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.0317664 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0447314 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.000692666 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0372903 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0728351 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.052194 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.0623947 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0994794 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0393938 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0196538 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.104469 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0564604 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0079976 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0238098 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0270123 # DEPENDENCYPART_SIBL
(13,20),(13,25),0.0350696 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.759637 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.142367 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.0137466 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0589133 # DEPENDENCYPART_SIBL
(13,22),(13,25),0.00765166 # DEPENDENCYPART_SIBL
(13,23),(13,25),0.174412 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.127494 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.312196 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0284004 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.307063 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.211851 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.137265 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.00910728 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.458054 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0240384 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.307063 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.141854 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0217496 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0554096 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0539692 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0329417 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0451229 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0860094 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0326308 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0423375 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.110682 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.147166 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0200071 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0752335 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0609804 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.043885 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.2294 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.147166 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.13475 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0644379 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0468764 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0950064 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.112402 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.162341 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0791285 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0133826 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0284004 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.307063 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.211851 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.137265 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.00910728 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.458054 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0240384 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.307063 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.141854 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0217496 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0554096 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0539692 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0329417 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0451229 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0860094 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0326308 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0997783 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0405214 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0267472 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0322814 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0151281 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.249584 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0997783 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0547179 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.060577 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0361791 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0917633 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0197044 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0744447 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.109786 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.0387703 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.157923 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.00445968 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0185813 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.25977 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.130785 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.143449 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0959169 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.00974876 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0139844 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.188734 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0619472 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0785611 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0207377 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.425944 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.196758 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0134613 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.330586 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0679628 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.276125 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0653895 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0214078 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.018772 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0720904 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.00914843 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.155822 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0473237 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.00755492 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0483844 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0741234 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0907469 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.099965 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0977772 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0241344 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0829991 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.122798 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0451958 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0495044 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0723382 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.00189485 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0656421 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.405701 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0615006 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0747981 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0218656 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0424588 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.181984 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00764268 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.110737 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0476422 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.00405664 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0849653 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.417713 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.131562 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0116507 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0394178 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0738535 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00224687 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0101191 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0116218 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.01703 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.237591 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0193194 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0770628 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0347245 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0412192 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.00307122 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0776477 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0684783 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0574864 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0959169 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00974876 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0139844 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.188734 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0619472 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0785611 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0207377 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.425944 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.199926 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.106195 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0681461 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.160767 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.125783 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.027348 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.111611 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0634444 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0332231 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0324461 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.140492 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0420199 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0298829 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0506957 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0698482 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0457066 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0642816 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0438018 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.27446 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0494855 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.110438 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0159964 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.105311 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0809276 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0309253 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.126777 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.00411838 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.0075519 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00614635 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00299587 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0234766 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00842307 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.138774 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0404054 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.41696 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0142055 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0646089 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0641883 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0819319 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0294575 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0228178 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0153445 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0590516 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0790685 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.318647 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0294395 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.285068 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0593519 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.166493 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0084043 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00115264 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.236521 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.0544978 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.157038 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.357798 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.246775 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0783485 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.234369 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0537527 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0441802 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0980813 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0982781 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0927926 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0537527 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0527531 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0242902 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0235776 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0529071 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0981884 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0134212 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0349705 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.00167315 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0506022 # DEPENDENCYPART_SIBL
