# _root_ Isao Ushikubo , general manager of the investment research department at Toyo Trust & Banking Co. , also was optimistic .
#goldHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
#predictedHeads=2,19,2,5,2,5,10,10,10,6,5,13,11,13,14,15,2,19,0,19,19,
(13,2),(13,19),0.10763 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0101133 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.146499 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.349304 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.217419 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.328923 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.376248 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.330928 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0748 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.18622 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.114482 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.109555 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.214622 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0182405 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0232709 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.11532 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0641999 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0112177 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.172837 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.182551 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.221282 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.178042 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.105707 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.186714 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.045658 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0231449 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.135365 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00829259 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0291197 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0646389 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0109891 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0464376 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.441587 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.364994 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.265275 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.153135 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.239154 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.126802 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0379387 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0627701 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0263908 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00838728 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0991365 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0465933 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.088244 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.2361 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.191087 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0993705 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.1586 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.000283819 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0487512 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.158731 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00933366 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00941413 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0640906 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0135831 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0354212 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.171955 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.107462 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.174137 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0280205 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0104896 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.100608 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.110025 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0069258 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0355227 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.047425 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0636241 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0824539 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.1047 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00759201 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00742655 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.135643 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0806869 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0148811 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0343067 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0377951 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.07965 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0377399 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.033254 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.107083 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0141317 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0919924 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00316025 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0347089 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0362218 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0658339 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.105291 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.105093 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.384122 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0961446 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.101532 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.10763 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0101133 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.146499 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0518746 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.266387 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.07283 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0341021 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0193771 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0086225 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.306397 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.146517 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0391094 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0495474 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0862951 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0361638 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0367272 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0389957 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.000535783 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.044064 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00293454 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0690034 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.324963 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.473673 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.327082 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0211954 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0035528 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0768854 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0651928 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0597508 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0384354 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0401712 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.70443 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.56315 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.379889 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.743556 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.430161 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.951032 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.662005 # DEPENDENCYPART_SIBL
(14,16),(14,19),-1.01793 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.697947 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.268746 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.204826 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.236109 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.233533 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.041209 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.298314 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0933789 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.093002 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.107369 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00580172 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00124121 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0547215 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0136786 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0767754 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0569327 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.285605 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.077396 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0505226 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0661562 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0246708 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0685332 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.287427 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0780595 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0407602 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0529901 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0339284 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0843428 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0324922 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0128487 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0165427 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.025145 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0950125 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.331553 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.494574 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.34888 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0467018 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00166798 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0812577 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0670196 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0569535 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0388588 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0415739 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.166244 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.144453 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.170376 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0302827 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.065247 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.152535 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0230176 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.102431 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.133578 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00200404 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.123052 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.121095 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0460361 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.157961 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0084393 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.107505 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.102145 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0309946 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0110518 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.132408 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.121328 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0491234 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.251024 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.395443 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.26504 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00437988 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0810968 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0588805 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.100982 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.484534 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.007729 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.221035 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.24023 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.128102 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.244075 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.186095 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.179222 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0391605 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.484534 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.504024 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.216014 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.473993 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.563488 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.007729 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.105973 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0153703 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0159933 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.007729 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.221035 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.24023 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.128102 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.244075 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.186095 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.179222 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0391605 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.484534 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.504024 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.216014 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.473993 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.563488 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.007729 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.105973 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0153703 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0159933 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0144354 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0328036 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0968931 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00352814 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0481109 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.154336 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0183037 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.00686645 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.01846 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0368229 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.00186212 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0884801 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.000959273 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0488516 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00601957 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0636823 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0867994 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.103039 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0851563 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0611562 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0233889 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.051074 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0504538 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0593999 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.114605 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0555247 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0880498 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.1867 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0638436 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0191208 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.074132 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.106813 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.723119 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.705367 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.656738 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0723155 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.530389 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.535823 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.333351 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.502783 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.567367 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0934888 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0634802 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.017528 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0194288 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.110931 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.109193 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0317258 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.153649 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0117651 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0161646 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.095153 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.00635985 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0491896 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.161123 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.00989791 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0712371 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0254047 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.700775 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.653025 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0751258 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.543634 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.543654 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.336105 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.510232 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.580149 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.112872 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0657319 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0150952 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.00846143 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.66607 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0742724 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.543342 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.548777 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.335611 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.515736 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.580321 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0740911 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0632749 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.000686191 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0131378 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.069455 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.566134 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.571568 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.326974 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.538528 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.60671 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0745022 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0529319 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0418539 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.00835364 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0254163 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0300029 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0355783 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0203195 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0329611 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.404663 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0267554 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0165891 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0369691 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.504024 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.216014 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.473993 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.563488 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.007729 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.105973 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0153703 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0159933 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.220184 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.467375 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.54481 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0228488 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.117398 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0440811 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0292378 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.032063 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0671782 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.103557 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0668455 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00230697 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00371399 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.586393 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0163939 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.103156 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0276303 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0436364 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.083328 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0755516 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.18846 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.483952 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0488516 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00601957 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0636823 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0460455 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.419631 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00195535 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.119543 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0634934 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.186598 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0185988 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0421499 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.185969 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0112118 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.171338 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.152357 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.20408 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.16499 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.101878 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.164168 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.190894 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.260539 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.562785 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.127653 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.453104 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.234275 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),1.86149 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.687022 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.101878 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.164168 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.190894 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.260539 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.435341 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.304376 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.562785 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.127653 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.10398 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.453104 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-1.70986 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.234275 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.514806 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.246141 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),1.86149 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.497917 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.827465 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.37178 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.26639 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.201633 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.950211 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.397331 # DEPENDENCYPART_GRANDPAR
