# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(12,21),(12,23),-0.0200008 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.212683 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.113831 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.214584 # DEPENDENCYPART_SIBL
(12,21),(12,27),-0.0325943 # DEPENDENCYPART_SIBL
(12,21),(12,28),0.032174 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.37999 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.164034 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.207905 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.165043 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.0429916 # DEPENDENCYPART_SIBL
(12,22),(12,28),0.169561 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0238483 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.128906 # DEPENDENCYPART_SIBL
(12,23),(12,26),0.0233509 # DEPENDENCYPART_SIBL
(12,23),(12,27),0.127829 # DEPENDENCYPART_SIBL
(12,23),(12,28),0.321254 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.11699 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.20525 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.0314416 # DEPENDENCYPART_SIBL
(12,24),(12,28),0.0272575 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.0289843 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.00406433 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.0389042 # DEPENDENCYPART_SIBL
(12,26),(12,27),-0.0141275 # DEPENDENCYPART_SIBL
(12,26),(12,28),0.032283 # DEPENDENCYPART_SIBL
(12,27),(12,28),0.743972 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00677511 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.386363 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.465985 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.000352914 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0339338 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.087494 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.11653 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0307018 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0450969 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.147334 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.052939 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0863902 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.190829 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.167965 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.514494 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.899029 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.187208 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.345475 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00572825 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.429527 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.119262 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0345131 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0370476 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0358787 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0131864 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0477029 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.135278 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.039808 # DEPENDENCYPART_SIBL
(15,7),(15,27),-0.147213 # DEPENDENCYPART_SIBL
(15,7),(15,28),0.0378846 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0607839 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.152339 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0685274 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.186284 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.487213 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.148358 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0762134 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.061843 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.147157 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0546801 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0535397 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0620873 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0128653 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0304215 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0576749 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.244506 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.0497461 # DEPENDENCYPART_SIBL
(15,8),(15,27),0.00250278 # DEPENDENCYPART_SIBL
(15,8),(15,28),0.0619071 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0823933 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0474141 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.155169 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.51282 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0784118 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0681213 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00627065 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.14377 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0547101 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0232872 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0318348 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0648593 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.01953 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0274224 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.242615 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.0194936 # DEPENDENCYPART_SIBL
(15,9),(15,27),-0.0302707 # DEPENDENCYPART_SIBL
(15,9),(15,28),0.0222911 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.140914 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.077945 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.531481 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0609116 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0328757 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0301456 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.146563 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0132367 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00166046 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.000193433 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0423708 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.000923003 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0025191 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.134444 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0212068 # DEPENDENCYPART_SIBL
(15,10),(15,27),-0.0120403 # DEPENDENCYPART_SIBL
(15,10),(15,28),0.0658674 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00591466 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.094083 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0862979 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0431123 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0583485 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.23749 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0305866 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0288624 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0287568 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0124902 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0422104 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0571015 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0831902 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.012309 # DEPENDENCYPART_SIBL
(15,11),(15,27),0.0620924 # DEPENDENCYPART_SIBL
(15,11),(15,28),0.0091174 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.229153 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0405019 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0457066 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00488651 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0333477 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0261152 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0312228 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0322912 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0143058 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0269483 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0352123 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.125447 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0377088 # DEPENDENCYPART_SIBL
(15,12),(15,27),0.0333442 # DEPENDENCYPART_SIBL
(15,12),(15,28),0.0183304 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.187208 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.345475 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00572825 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.429527 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.119262 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0345131 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0370476 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0358787 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0131864 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0477029 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.135278 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.039808 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.147213 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.0378846 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0280575 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0336991 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.149666 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0192202 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.000300064 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00176709 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0469423 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.00177143 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.000558583 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.12663 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0192463 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0203389 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.0691269 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0577579 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0370724 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0140394 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.043813 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0451116 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0572256 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0424416 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0307091 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0873433 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.0241936 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0488874 # DEPENDENCYPART_SIBL
(15,16),(15,28),-0.143175 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.128756 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0122134 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0868636 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0864756 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.103532 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0486735 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0987474 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0270872 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0951577 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.0482749 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.00182006 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0660295 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.152886 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.152484 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.184336 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0840135 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.164771 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.00793145 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.160079 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.17091 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.00684306 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0498423 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0494394 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0460828 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0678458 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0617257 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0770142 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0570591 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.0591667 # DEPENDENCYPART_SIBL
(15,19),(15,28),-0.0149059 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.116762 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0364214 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0338627 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.12762 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0395918 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.123934 # DEPENDENCYPART_SIBL
(15,20),(15,27),-0.0200545 # DEPENDENCYPART_SIBL
(15,20),(15,28),-0.021818 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0323322 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0331689 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.124978 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.05562 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.121292 # DEPENDENCYPART_SIBL
(15,21),(15,27),-0.0140815 # DEPENDENCYPART_SIBL
(15,21),(15,28),-0.014054 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.397678 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.70989 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.221026 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.726736 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.044689 # DEPENDENCYPART_SIBL
(15,22),(15,28),0.429367 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.174336 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.099302 # DEPENDENCYPART_SIBL
(15,23),(15,26),0.178978 # DEPENDENCYPART_SIBL
(15,23),(15,27),0.0838701 # DEPENDENCYPART_SIBL
(15,23),(15,28),0.363832 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0421125 # DEPENDENCYPART_SIBL
(15,24),(15,26),-0.12256 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.0233448 # DEPENDENCYPART_SIBL
(15,24),(15,28),-0.0293863 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.109195 # DEPENDENCYPART_SIBL
(15,25),(15,27),0.085187 # DEPENDENCYPART_SIBL
(15,25),(15,28),0.0324361 # DEPENDENCYPART_SIBL
(15,26),(15,27),-0.0052619 # DEPENDENCYPART_SIBL
(15,26),(15,28),-0.0220827 # DEPENDENCYPART_SIBL
(15,27),(15,28),0.761584 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.374726 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.38958 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.956558 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.95347 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.348204 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.956569 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0520853 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.957757 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0425692 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.613432 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.61033 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0726759 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.613444 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.234102 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.613548 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.641297 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.638195 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.212732 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.641308 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0149838 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.641427 # DEPENDENCYPART_SIBL
(16,20),(16,21),-1.14692 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.396622 # DEPENDENCYPART_SIBL
(16,20),(16,24),-1.14861 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.00762281 # DEPENDENCYPART_SIBL
(16,20),(16,26),-1.14967 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.399823 # DEPENDENCYPART_SIBL
(16,21),(16,24),-1.14986 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.00458932 # DEPENDENCYPART_SIBL
(16,21),(16,26),-1.15093 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0617602 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.232623 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0619023 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.00917469 # DEPENDENCYPART_SIBL
(16,24),(16,26),-1.15336 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.303201 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.498569 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00474099 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00688447 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.00302973 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0321309 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.00605954 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.116096 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.232871 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.239948 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.109702 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.234196 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.110485 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.117563 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0293355 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.11181 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.310241 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.205089 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.30188 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.199464 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.299634 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.601483 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0469472 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0797512 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.080272 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0248356 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0248376 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.153308 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0203641 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0491272 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0158941 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0447141 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.310725 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0103168 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0753316 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.00605276 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0224676 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0338022 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.134172 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0546485 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.14083 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0833781 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0411425 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.146736 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.308507 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.826045 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.304885 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.36893 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.216277 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0858573 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.160567 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.341689 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.13134 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.03921 # DEPENDENCYPART_SIBL
(21,7),(21,24),0.00945676 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0204791 # DEPENDENCYPART_SIBL
(21,7),(21,26),0.0173516 # DEPENDENCYPART_SIBL
(21,7),(21,27),-0.0910925 # DEPENDENCYPART_SIBL
(21,7),(21,28),0.128493 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.198672 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.463789 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.19469 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.21382 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0454147 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0259582 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0512746 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.228887 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.0463333 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0499198 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0357165 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.196305 # DEPENDENCYPART_SIBL
(21,8),(21,26),-0.0277876 # DEPENDENCYPART_SIBL
(21,8),(21,27),0.0241064 # DEPENDENCYPART_SIBL
(21,8),(21,28),0.104762 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.517724 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0172194 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0281989 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.00624938 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0118295 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.122446 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.00436686 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.057525 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.00333922 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.00163347 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.108991 # DEPENDENCYPART_SIBL
(21,10),(21,26),-0.0170543 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.00751269 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.104355 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.304885 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.36893 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.216277 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0858573 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.160567 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.341689 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.13134 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.03921 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.00945676 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0204791 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.0173516 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.0910925 # DEPENDENCYPART_SIBL
(21,13),(21,28),0.128493 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0403793 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0104506 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0274141 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.110935 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.00781287 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0620938 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.00418495 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.00359082 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.101183 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0150969 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.015814 # DEPENDENCYPART_SIBL
(21,14),(21,28),0.107612 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0240252 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0573407 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0768737 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0600117 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.034718 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.01106 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.00846508 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.180703 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0271528 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.00238818 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0935714 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0285644 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0275229 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.181503 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0836136 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0393924 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0152769 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.243366 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.00734807 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.00925466 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.0681137 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.114169 # DEPENDENCYPART_SIBL
