# _root_ Within about six months , `` things will be moving in the right direction , '' he predicts .
#goldHeads=8,4,2,1,8,8,8,18,8,9,10,14,14,11,8,8,18,0,18,
#predictedHeads=18,4,2,1,8,8,8,18,8,9,10,14,14,11,18,18,18,0,18,
(10,13),(10,15),-0.0368131 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00482809 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0661304 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0771205 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0450455 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0196273 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0169825 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0476502 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0933534 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0299164 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.133782 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.016177 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.211493 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0283847 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0490803 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0509119 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0908754 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0728758 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0647257 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0820621 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0719908 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0199724 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00898245 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00341489 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0881332 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0933555 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0650553 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0147227 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.233562 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.703021 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.115124 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.173493 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.219753 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.490008 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.129917 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.580145 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0497025 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.022756 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.152103 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.366984 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0266641 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0481721 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.113523 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.309576 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.525284 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0831554 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.141749 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0590672 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.199092 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.395117 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.127113 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.328023 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0211434 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.502942 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.11077 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.311826 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.135813 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0512266 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0484381 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0611109 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0170332 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0339497 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0273205 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0775347 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0230215 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.033688 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.168519 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0205609 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0326208 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.165158 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0279222 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.727041 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0557526 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.037561 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.191728 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00695742 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.219784 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0625021 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0562008 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0543649 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0408355 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0374131 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.106102 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.226179 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0529373 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0619829 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0277255 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0330021 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0227452 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0248501 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.194212 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0038522 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0806371 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0182221 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.245847 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.103667 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0456852 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0708929 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.064273 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0178323 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00862192 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.342306 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.140206 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.484624 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0279906 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0427074 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0446182 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0537871 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0613127 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.107013 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.093222 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0349507 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0268757 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0718261 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0134528 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0128458 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0376028 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.315678 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0977251 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0333857 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.125671 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0220229 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.00709 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.108402 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0322145 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0598935 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0267719 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.315678 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0012064 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0219267 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.138972 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0289038 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0904887 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.116123 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0995167 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0705322 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.142539 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0986802 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0532232 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0644788 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0332706 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0992278 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0404123 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.116123 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0890101 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.1505 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0925544 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.149214 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0796981 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0522351 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.142322 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.13147 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0793117 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0206489 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0317198 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.27317 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0182801 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.107002 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0796981 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0350839 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.179253 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0262578 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0779569 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.161791 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.450797 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.125799 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0560205 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.00743398 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0210255 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.11278 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.14209 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.220083 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0779569 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.088559 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.301757 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0274629 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.127696 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.00317778 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.133065 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0423088 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.106918 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.130439 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0584246 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0317294 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.018746 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0129747 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.518174 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.00233106 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0706111 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.00692066 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0318328 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0614617 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.015744 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0355096 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0107127 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0524394 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0127699 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0166997 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.615293 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0667725 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.179272 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.128439 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0586603 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0100203 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0212292 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.113399 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.142391 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.219969 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0789618 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0850558 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.306084 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0128099 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0542273 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.02351 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0703535 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.109816 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0787532 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0777688 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.207004 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.140105 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.194912 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.106125 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0184065 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0225132 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0634343 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0413341 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0749676 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0976203 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.243559 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0495561 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0224666 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.113481 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.182921 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.126528 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.176086 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.169763 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0838554 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.233637 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0395062 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0279265 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.103222 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0124792 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.145445 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0132534 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0339879 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0570537 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0714036 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.187681 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.166449 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0947778 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.345294 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.179958 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0750013 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.00781153 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00835582 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0904374 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0336361 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0644215 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.227477 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.580587 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.045458 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.518174 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00233106 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0706111 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.350486 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.14896 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.169236 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.26381 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.151264 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.10558 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.668226 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.138005 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.12903 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.511342 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0210361 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.262215 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.388291 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.298305 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0850836 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.207281 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.852647 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.728677 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.291322 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.217693 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0950797 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.87495 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.455318 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0190422 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.560661 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.104908 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.348171 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.338533 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.186967 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.312328 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.216757 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),1.23197 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.86265 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.337071 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.231704 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.0785311 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.948096 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.363935 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.218485 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.570945 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.0959051 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.406403 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.673228 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-1.26025 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.244767 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.377334 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.578175 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.460296 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.454452 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),1.32512 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.770115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.274294 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.141137 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.460451 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.261035 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.567144 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0702875 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.2271 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.484847 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.573078 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.462581 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-1.46624 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.71544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.972186 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0314333 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.223066 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0770004 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.362132 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.103327 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.124217 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.652123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.788273 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.368472 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.518269 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.147756 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.371785 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0888987 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.101299 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.280513 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.424499 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.570008 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.630896 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.398258 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.399979 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-1.33387 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.00521293 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0745688 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.296208 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.318648 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.117565 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.76601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.650325 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.186251 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0855333 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.125224 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.00454119 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0436479 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.126154 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.302265 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.451322 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.670651 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.4072 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.419532 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-1.35377 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.980083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.389541 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.0813045 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.131049 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.55315 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.266742 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.463804 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.175094 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.245716 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.426866 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.571549 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.561803 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.510213 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.444011 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-1.36603 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.847861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.645636 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.153193 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.316996 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.101019 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.23515 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.110101 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.418693 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.264015 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.476918 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.52453 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.461102 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.427617 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-1.26927 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.69448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.832558 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.350813 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.161054 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.0565749 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.027767 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.207862 # DEPENDENCYPART_GRANDPAR
