# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(10,7),(10,12),-0.0347716 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00175047 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0221503 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.121106 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.00982482 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0443641 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0420632 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0534405 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0684661 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0166342 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.153351 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0208138 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0316797 # DEPENDENCYPART_SIBL
(10,8),(10,14),-9.15383e-05 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0222782 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.120501 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00654459 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0375874 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0421911 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0535261 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0685517 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0176169 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0185293 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0325504 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0126149 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0293637 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.04546 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0530204 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0274823 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0202906 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0219495 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.104149 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0696979 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.913979 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00180719 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.238671 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.31147 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0683486 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.490585 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.194445 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.180977 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0370346 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0194041 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.254138 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.10574 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.117186 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.161552 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.903734 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.146754 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.126564 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0880197 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.239757 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0520311 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.024104 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.402277 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0144212 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0565467 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0260213 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0117698 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.0127571 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.21998 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.339402 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0459118 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.558157 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.168078 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.151564 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.00825075 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.363682 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0253565 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.185658 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.357438 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.325052 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.0240765 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.00664683 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.125074 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0335854 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.00726272 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.0335009 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.140011 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0988595 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0541224 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.0105426 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.124303 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.107404 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.0175236 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0155762 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.132519 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.0917886 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.20874 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.338469 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0814354 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.116932 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.158645 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.392332 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0784821 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.510038 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.166871 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.419957 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.230009 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.527364 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.123445 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.288101 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.35405 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.162206 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.922362 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.217747 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.274948 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0480517 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.449557 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.230619 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.215399 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.558249 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0609472 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.289754 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.00527428 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.241062 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.256733 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.122128 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.111755 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.10145 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0950441 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.174176 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0222424 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0665886 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.134391 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0453135 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.122437 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.125436 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0216907 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.273876 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0693057 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.640416 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0366018 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0310566 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0157439 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0424764 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00228405 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.00212306 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0868414 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0395015 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.282457 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0724455 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0285848 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0027502 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0914386 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0527409 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.380121 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00758998 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.174103 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00513215 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0117711 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00857591 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.032955 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0105031 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.15066 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.162401 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0363277 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0375541 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.069255 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0910109 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00622928 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00462899 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00780564 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0701976 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0932711 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0015711 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0493941 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.346299 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0493659 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0712358 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0347048 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.13327 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0238811 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.016602 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.149065 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.211053 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0445437 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.110335 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0242316 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.022545 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.105185 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0104055 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0597667 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.343746 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0397682 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0245545 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0101333 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0101222 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0595257 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.011842 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.343746 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0871874 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0181548 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0813098 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0282396 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0468187 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0271828 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0758225 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.00438761 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0957351 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0455263 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0741661 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.0396727 # DEPENDENCYPART_SIBL
(15,1),(15,25),0.123126 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0833168 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0126164 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.344699 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.287717 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.287728 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.851065 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.259287 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0833168 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.286307 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.293305 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.518709 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.029553 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0363333 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.027258 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.02313 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.00200202 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0695301 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0521858 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.138692 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0582322 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.00537387 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.11449 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0964622 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0306727 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0293939 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0288174 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0140486 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.01123 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0489388 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0818434 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.178779 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0172864 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0221083 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0319556 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.00971679 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0398038 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0325862 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.03192 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.000968003 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0860055 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.0634279 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0342505 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0199793 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0201267 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.143378 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0607812 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.00245225 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0929644 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0633269 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0535375 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0310206 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0720526 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0453589 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.033877 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.202035 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0858009 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0296274 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0495558 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.0179376 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.00260755 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0157689 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0164554 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.258202 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0954235 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.140348 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0859456 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.304027 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0813227 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0340428 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0175462 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00173477 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0372984 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.044526 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0461135 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0167218 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0883745 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0208911 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.111223 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.12023 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.163159 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0707215 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.114779 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.151964 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.331849 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0143568 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0114499 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.011871 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00197723 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0306911 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0456922 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.029863 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0261286 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0420245 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0607172 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0140071 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.163331 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0707526 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.118998 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.151995 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.331881 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0144333 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0108446 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0117854 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00206285 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0274109 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0389155 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0299909 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0262143 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0421101 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0610544 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.0130245 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.261053 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0930112 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.28807 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.295076 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.523717 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00645588 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0514397 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0618879 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0230435 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0170501 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0850597 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.068164 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.149069 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.075461 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.0052152 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.247565 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.135864 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.058739 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00621117 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0614832 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0763987 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0390767 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.012018 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0970917 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.101977 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0215027 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0613858 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0755903 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.0216067 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0489388 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0818434 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.178779 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0172864 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0221083 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0319556 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00971679 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0398038 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0325862 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.03192 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.000968003 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0860055 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0634279 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.161071 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0986565 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0339337 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.121596 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0118189 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00276173 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0394775 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0353754 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0267509 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0126321 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0374775 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.3774 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.123245 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0259122 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.133 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.147137 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.104953 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.160456 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0589808 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0765803 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.182419 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.175489 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.185768 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0520336 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.077982 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0618162 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0630932 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.06025 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0450815 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0753445 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0781698 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0540754 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.00608655 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.280374 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.397194 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.506959 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0557734 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.23586 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.438222 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.423326 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.30983 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0413803 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.131376 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.21861 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0653337 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0551347 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0780723 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0646649 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0978251 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.116417 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.357318 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0481273 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.152485 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.110547 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.176697 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.209274 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0623661 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0273189 # DEPENDENCYPART_SIBL
