# _root_ Around Wall Street , trading desks were relieved that they could at least play the market yesterday , in contrast to Friday 's gridlock .
#goldHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
#predictedHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
(9,1),(9,10),-0.103724 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0538098 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00665778 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0372006 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0359792 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.157526 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.211768 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.132646 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0810036 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.164698 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0957207 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0227234 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.090612 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0102408 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0324361 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.543796 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.220694 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.016475 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00340175 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.136872 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0583601 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0175379 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0796135 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0299011 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.136512 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.132178 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0284121 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0492596 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0411205 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0802804 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0278532 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00498024 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0396075 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.220802 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.086149 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0314115 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0150682 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0446246 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0437518 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0812601 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.205732 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.634015 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00759377 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.24244 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.265545 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.230352 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.191845 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.137363 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.17207 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.309554 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0333404 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0815937 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.131267 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.162286 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0756255 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0418615 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.172962 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00285285 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.0603026 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0887976 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0341291 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.278996 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0360075 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0368416 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.305902 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0315655 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00276968 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0580406 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0734051 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.160693 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0432451 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0734531 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0324577 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0911091 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0722538 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0224611 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0441833 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0555176 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0518819 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.00429226 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0938928 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.00485432 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.0143618 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0532132 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.228065 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.277176 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.129203 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.109208 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.130884 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.423392 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0403328 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.038547 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0278985 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0528756 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0323223 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00721322 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0187203 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.037109 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0153953 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0786619 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0172765 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0302849 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.103286 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0156196 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0638313 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0192263 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0232703 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.040834 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0649389 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0736668 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0943878 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.103037 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0640961 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0850932 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0306482 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0564871 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0514534 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.104604 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0434005 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.0484081 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.531163 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.257352 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.286676 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.249281 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.565776 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0234426 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0136136 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.038576 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0643948 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0339464 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0429736 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0226972 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0231866 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0316358 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0664595 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0270458 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.026122 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.252315 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.219236 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.251515 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.666208 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0595595 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0627558 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0380286 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0797323 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0689376 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0897634 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00345595 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0422881 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0645043 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.143347 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0643835 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.025163 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.034764 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0878574 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0372215 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0232301 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.060128 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.077852 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0589586 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0391793 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0411476 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00418974 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0612538 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.035157 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.114668 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.035157 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.043626 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.12708 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0772661 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0683314 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0419068 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.112263 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0422251 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0501466 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0535876 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0174034 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00716379 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0480387 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.074017 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0480387 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.0119821 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.19497 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0128688 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00472199 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0462024 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0213178 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0262162 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0372722 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0151615 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.012415 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.00239491 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0998712 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.00280802 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.029217 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0754432 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0184714 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0620537 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0388914 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.012491 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0238394 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.119342 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0162593 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.00804556 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0444368 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.00769186 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0452014 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0795853 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0376031 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0496235 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00654483 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.218483 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.108392 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0075569 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.00452737 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0222852 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.00386868 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0254185 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0546847 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.026064 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.145793 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.135676 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0487682 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00623025 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.135669 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0582401 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.135669 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0556141 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.305482 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.380869 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.373966 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.091359 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.242716 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.361166 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.273478 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.361166 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.0282013 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.123139 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.105439 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0884898 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.137796 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.112897 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.114418 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.112897 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.132817 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0450912 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0828743 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00175397 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.115358 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0249801 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.115358 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.0244527 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.110004 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.110927 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.169076 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0151775 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.169076 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.0380007 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.117121 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.355188 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0716039 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.349564 # DEPENDENCYPART_SIBL
(11,18),(11,25),0.0459078 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0504531 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0433867 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0498413 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.00357997 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.00769984 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.148301 # DEPENDENCYPART_SIBL
(11,20),(11,25),0.0587816 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0897028 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.0417174 # DEPENDENCYPART_SIBL
(11,24),(11,25),0.0263234 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.043682 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0534702 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.120682 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0705741 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.190961 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.17658 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.198492 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0524999 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0474808 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0373271 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0549896 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.000528107 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0553991 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0639341 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0315364 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0803959 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0671544 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00557995 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.09123 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.399603 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.377511 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.072211 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.458991 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.444507 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.173317 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.737863 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0670145 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0989717 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0199606 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00497277 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0341419 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00935938 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0271188 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0376599 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0110295 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0368605 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0446586 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0216126 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.112575 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0852921 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.112447 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.119939 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0265158 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0514428 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0437441 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0415589 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0303322 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0709167 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.184632 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0501424 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.182521 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0114579 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.036494 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0621967 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0830161 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.187395 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.00949178 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0208752 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.231005 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0557801 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.114345 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.061409 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0843773 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.094928 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0195623 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0438835 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0632109 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0657801 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0753688 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0440919 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.0152273 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.105547 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0647065 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0156272 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0581143 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0743172 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.00429166 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.141495 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.060063 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0106349 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00485861 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0695417 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0257393 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.053722 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00876405 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0182574 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0461422 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.10003 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0175207 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0679635 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0446147 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.0543596 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0700195 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0530163 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0208515 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0560941 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0839434 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0530454 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00699175 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0662152 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0752096 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0919913 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0983185 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.113873 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0181103 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0124599 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0796182 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0591346 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0818102 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.188338 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0712116 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.123179 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.125929 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0533639 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0186876 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.057231 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.144047 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0660882 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0123775 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0347233 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0595373 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0520297 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0342619 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.00752273 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.113522 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0466881 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0527565 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0398626 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.0758758 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0516318 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.0296899 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.019466 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.00187501 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.101026 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.307316 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0770141 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0256428 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.044426 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0846547 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0650594 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0842067 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.00926483 # DEPENDENCYPART_SIBL
