# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,1,9,9,0,9,15,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(11,1),(11,25),0.0269345 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.189609 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0704764 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.135236 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.198573 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0505094 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0580078 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0980315 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0505094 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0648972 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.124952 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0521085 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0473842 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0227951 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.156145 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0704028 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0949801 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.081163 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0259689 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.00150439 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.179305 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0557405 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.13248 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.202288 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.181293 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.107381 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.202288 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.118083 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.184833 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.199848 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.2813 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0919787 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.218271 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0934048 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.225258 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.11408 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.21797 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.22043 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.035702 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0660061 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.106755 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.269613 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0170316 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.106755 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0185971 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0707143 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0758116 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0485868 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0012187 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0677193 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0200214 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0298008 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0305038 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.00930155 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.075967 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.739399 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.256658 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.150297 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0749374 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.256658 # DEPENDENCYPART_SIBL
(11,5),(11,12),1.92256 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0225365 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0273568 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0339161 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0256452 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00573589 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0285091 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0395527 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0364882 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0388243 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.20946 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.336256 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0707961 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0221903 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.336256 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.261287 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0827074 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00669599 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0389028 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0566326 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0325903 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0343173 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0251763 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0423786 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0107204 # DEPENDENCYPART_SIBL
(11,6),(11,25),0.128594 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.131046 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0263041 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.522708 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0585282 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0829013 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0591826 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0108454 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0381119 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0378873 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0293263 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0741991 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0481822 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0560598 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0482662 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0209859 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.106607 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0222508 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0633394 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0721564 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0498849 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.016026 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0702179 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0257595 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0394834 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0362419 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.019205 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.103559 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.206797 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0159602 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0640583 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0448288 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0204326 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0152445 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0678566 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00873782 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0595608 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.016726 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0498684 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0228212 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0585282 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0829013 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0591826 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0108454 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0381119 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0378873 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0293263 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0741991 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0481822 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0560598 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0482662 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0862856 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.316929 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.297141 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0199736 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0679182 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.506311 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0133805 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.49419 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.101469 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.00974547 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0175756 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.129112 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0453685 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0999865 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0937877 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.130791 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.102081 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.130571 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.195473 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0938204 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0422862 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0614519 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0940345 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00590207 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.102909 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0696301 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.0293407 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00091315 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0112489 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0147993 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0367588 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.00655099 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.00897347 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.102255 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00688394 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.100809 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.00711015 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.109938 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0819735 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.00276124 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.11692 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0515154 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.108308 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00538251 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.0254875 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0182495 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.11824 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.00890388 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.00255915 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0377272 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.154257 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.0158766 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0105915 # DEPENDENCYPART_SIBL
(11,22),(11,25),-0.00921156 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.0713579 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.031025 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00340287 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0894152 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.171843 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.000881146 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.024521 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.252196 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0546312 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0522025 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0645909 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.115978 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0814217 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.088443 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0640095 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.199137 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0118915 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0550647 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0154673 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.130575 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.072357 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0396787 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.497844 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0291351 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.012017 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.142304 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.193326 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.115702 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00558903 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0464869 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0352962 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00400404 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0279114 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0266304 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.309893 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.155076 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.161628 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0855305 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.420137 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.024799 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0196153 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.033286 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.00930665 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0786474 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0203272 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0950247 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.108859 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0426226 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0657987 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.045224 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.200949 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0586927 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.198545 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0263086 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.189899 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0673793 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0263086 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0469011 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0586927 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.368265 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.21122 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.051335 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0261008 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0846422 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0215323 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.117276 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0258689 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0411077 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0105404 # DEPENDENCYPART_SIBL
(15,1),(15,25),0.0348082 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.062902 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0631422 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.17705 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0919664 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.018633 # DEPENDENCYPART_SIBL
(15,2),(15,9),-2.17436e-05 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0919664 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0637225 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0631422 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0650972 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0592352 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0671087 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.171248 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.142049 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.107033 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.145442 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.110459 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0715084 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0556905 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.0124976 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.171609 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.365752 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.153231 # DEPENDENCYPART_SIBL
(15,4),(15,8),-1.0457 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.216569 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.153231 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.394445 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.171609 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.314822 # DEPENDENCYPART_SIBL
(15,4),(15,14),-1.0652 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00357796 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0376111 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0899132 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0285251 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0839856 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0319137 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0359805 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0229913 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.0410072 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.563509 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.1412 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0123707 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.114418 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.1412 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.00732042 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0676736 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.128657 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.00701886 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0133831 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.00871262 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0992139 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0328879 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0474207 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0335056 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0151364 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.00198635 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.0852933 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00571847 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0449954 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0408868 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00571847 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0572639 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.001703 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.00632617 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0556723 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0662279 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0490723 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0520239 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.111747 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0492359 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.112439 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0197706 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.039477 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.0544071 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0388761 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.00877794 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0910338 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.00322595 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.00341079 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.103601 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0029184 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0308015 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0176825 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.124539 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0960907 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.125332 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.107572 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0944421 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0521368 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0788231 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.226872 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.166564 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.40112 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.181112 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.325065 # DEPENDENCYPART_SIBL
(15,8),(15,14),-1.07506 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0193892 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0628363 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.098644 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0443787 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.121616 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0477673 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0742093 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0360456 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0161111 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0155895 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0739209 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0270847 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.145434 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.118959 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0228102 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0697006 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.159878 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0212487 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.143637 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0218755 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.1304 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00106208 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0600327 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00322595 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00341079 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.103601 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0029184 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0308015 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0176825 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.124539 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0960907 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.125332 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.107572 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0944421 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0521368 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.0788231 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0675503 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.396022 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.536256 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0189587 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00586565 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0935297 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0207681 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0613147 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0202121 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0212464 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.00354127 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.000850019 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.128657 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00701886 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0133831 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00871262 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0992139 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0328879 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0474207 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0335056 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0151364 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.00198635 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0852933 # DEPENDENCYPART_SIBL
