# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,23,23,31,31,28,31,34,32,34,37,35,16,
(5,1),(1,6),-0.0160275 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),0.282927 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.82344 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.752416 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.933599 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.830964 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.577868 # DEPENDENCYPART_GRANDPAR
(5,1),(1,38),-2.71676 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.118203 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.161593 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.76572 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),1.01356 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0229356 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.224289 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.483084 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.64506 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.803808 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.695503 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.560989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.06508 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0652557 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.196129 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.286275 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.195753 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.393665 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.187628 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.624164 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.428333 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.157709 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.708208 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.718368 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.675346 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-1.186 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-1.07522 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.941487 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.414697 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.67795 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.975229 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0742514 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.215476 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.181697 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.482079 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.243248 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.664837 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.129878 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-1.74601 # DEPENDENCYPART_GRANDPAR
(5,9),(9,32),-2.0833 # DEPENDENCYPART_GRANDPAR
(5,9),(9,38),-2.44488 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0656967 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.278134 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.386005 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.484249 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.331567 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.541151 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.987598 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.874338 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.688417 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.554686 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.134504 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),0.0996862 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),1.42168 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.243262 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.05264 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.423753 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.346785 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.394313 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.275708 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.411098 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.937849 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.63472 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.498827 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.234508 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),0.0707759 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.856705 # DEPENDENCYPART_GRANDPAR
(5,12),(12,31),-0.945268 # DEPENDENCYPART_GRANDPAR
(5,12),(12,38),-2.22043 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),1.15145 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.291063 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.000998501 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.611543 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.179893 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.367144 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.903194 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.594235 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.458343 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.12943 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.728922 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.816474 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.760554 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.705375 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.921329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.512125 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.818145 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.495083 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.38769 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.468175 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.357779 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.600631 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.10134 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.76325 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.613657 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.780863 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-1.07842 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.894625 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.760896 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.306407 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-1.76168 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.125746 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.989462 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.089883 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.805974 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-1.62997 # DEPENDENCYPART_GRANDPAR
(5,16),(16,38),-2.49638 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.695476 # DEPENDENCYPART_GRANDPAR
(5,20),(20,6),1.15145 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.291063 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.000998501 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.179893 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.0218438 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.0661499 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.650148 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.524538 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.377577 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.12943 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-1.63427 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),0.0983784 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.821733 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),0.0682978 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-1.13032 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.756818 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-1.65099 # DEPENDENCYPART_GRANDPAR
(5,20),(20,31),-0.910296 # DEPENDENCYPART_GRANDPAR
(5,20),(20,38),-2.18574 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.24071 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.22749 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.29494 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.35106 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.63399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.437625 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.371926 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.389192 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.186534 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.54431 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-1.28085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.0553839 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.413015 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.528283 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0198591 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0822598 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.915849 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.833072 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.332404 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.385348 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.838178 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.17585 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.219958 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.540733 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0782579 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.545336 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.198203 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.586122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.311168 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-1.06913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-1.00128 # DEPENDENCYPART_GRANDPAR
(6,9),(9,32),-1.00088 # DEPENDENCYPART_GRANDPAR
(6,9),(9,38),-1.04759 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.314725 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.241386 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.101659 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.474233 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.437035 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.42034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.726932 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.934454 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-1.05825 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-1.06825 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.953955 # DEPENDENCYPART_GRANDPAR
(7,1),(1,38),-2.05593 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.46845 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.254996 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.72206 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.369609 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.307247 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.50442 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.455085 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.39817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.684384 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.925965 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.47745 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.820484 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-1.18958 # DEPENDENCYPART_GRANDPAR
(7,4),(4,32),-0.971259 # DEPENDENCYPART_GRANDPAR
(7,4),(4,38),-2.04627 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.557377 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.375853 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.431762 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.42098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.727829 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.934837 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.411853 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.674425 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.772683 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.05534 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.02043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.5466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.824409 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.00136 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.03081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.09716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.52485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.231871 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.214693 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.162146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.747447 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.578736 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.356774 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.085604 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.684405 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.914682 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.934167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.158454 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.200717 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.367946 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0585785 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.292795 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.255462 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.387589 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.634263 # DEPENDENCYPART_GRANDPAR
(7,9),(9,32),-0.494074 # DEPENDENCYPART_GRANDPAR
(7,9),(9,38),-1.49919 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.436321 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0278017 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.327789 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.250825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.137343 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.837464 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.653598 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.582435 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.656265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.385094 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.710683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.498043 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.691476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.426518 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0811961 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0337608 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.216929 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.220918 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.144976 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.642487 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.567546 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.666049 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.392726 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.4687 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.486124 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.295714 # DEPENDENCYPART_GRANDPAR
(7,12),(12,31),-0.32055 # DEPENDENCYPART_GRANDPAR
(7,12),(12,38),-1.31318 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.510254 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.113415 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.171443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.373013 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.177584 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.35876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0718009 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.357452 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.474907 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.557252 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.852654 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.0156 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.683233 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.740001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.333285 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.521452 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.251542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.173425 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.175045 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.145818 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.167561 # DEPENDENCYPART_GRANDPAR
(8,9),(9,32),-1.16301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,38),-1.92012 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.649364 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.312082 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.250256 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.139142 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0754497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.424981 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.803572 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.336614 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.250808 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.142303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.483963 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.393936 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.791932 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.650115 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.384185 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.223134 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0970848 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.178763 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.149698 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.20441 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.6588 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.327209 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.216552 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.198317 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.303855 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.680976 # DEPENDENCYPART_GRANDPAR
(8,12),(12,31),-0.896489 # DEPENDENCYPART_GRANDPAR
(8,12),(12,38),-1.82889 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.02382 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.283457 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.631232 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.240816 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.173928 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.198098 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.657139 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.321555 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.210898 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.158116 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.06716 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.573585 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.811138 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.637684 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.865656 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.903215 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.68377 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.03415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.364587 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.325013 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.644093 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.151058 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.159237 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.276063 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.217224 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.252791 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.371903 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.288062 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.179558 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.193253 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-1.40541 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.216679 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.610989 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.168334 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.478286 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.0924354 # DEPENDENCYPART_GRANDPAR
(8,16),(16,38),-1.92762 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.995049 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.359373 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.196477 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.137633 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.214652 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.130812 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.022308 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.160145 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-1.3885 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.140757 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.475291 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.13046 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.445181 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.424534 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),0.00998197 # DEPENDENCYPART_GRANDPAR
(8,17),(17,31),-0.690967 # DEPENDENCYPART_GRANDPAR
(8,17),(17,32),-0.907308 # DEPENDENCYPART_GRANDPAR
(8,17),(17,34),-0.833938 # DEPENDENCYPART_GRANDPAR
(8,17),(17,35),-0.52723 # DEPENDENCYPART_GRANDPAR
(8,17),(17,38),-1.81053 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.283457 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.173922 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.242797 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.558174 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.00103758 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.213014 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.158119 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-1.52121 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.3057 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.679142 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.151078 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.649146 # DEPENDENCYPART_GRANDPAR
