# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(2,5),(5,1),-0.726696 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.78064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.345973 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.201827 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.280378 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0469867 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0514482 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.187812 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.788619 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.855301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.304826 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0534611 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.13728 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0103906 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0802722 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.079172 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.168074 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.131501 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.262048 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.330823 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.369758 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0111049 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.494969 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.775209 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.328633 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-1.30748 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.0838695 # DEPENDENCYPART_GRANDPAR
(2,6),(6,29),-1.53758 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.217304 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.15625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.134844 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.385123 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.310973 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.847243 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.827949 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.605063 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.811573 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.580282 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.565018 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-1.31402 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0714785 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.17179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.221784 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.335318 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.316792 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.575864 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.662644 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.683401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.515432 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0908917 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0714126 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0253007 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.00803725 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0718928 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0835701 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.261438 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.683068 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.935635 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.750401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.381774 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.194447 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.271372 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.256532 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.256394 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.656742 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.692454 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.807992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.174062 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.131249 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.378258 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.351554 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.331152 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.223542 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.226645 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.463542 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.605356 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.198761 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.775294 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.202454 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.232844 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.61653 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.331622 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.708916 # DEPENDENCYPART_GRANDPAR
(3,6),(6,29),-1.02965 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.712549 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.740587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.389429 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.232979 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.32159 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.107888 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.203933 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0347234 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.120857 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.378814 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.464975 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.00994209 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.0539322 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.651953 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.712549 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.737481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.392632 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.238987 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.324685 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.113267 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.141284 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0332145 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.115985 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.377109 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.597554 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.442032 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.00843328 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.794348 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0486941 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.520282 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-1.80179 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.529397 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-2.10202 # DEPENDENCYPART_GRANDPAR
(3,9),(9,29),-0.817544 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.683396 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.935764 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.75731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.337412 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.193252 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.32092 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.291803 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.272684 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0598038 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.268549 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.683222 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.533726 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.178802 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.818442 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0593789 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.113792 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.617706 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-1.92982 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.614282 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.212571 # DEPENDENCYPART_GRANDPAR
(3,11),(11,29),-0.87746 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.749246 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.632821 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.278423 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.931158 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.269477 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-1.04638 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.939633 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.654103 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.854387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.210297 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.0608059 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.147245 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.423984 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.404083 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.38465 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.367026 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.824845 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.690894 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.359869 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.401865 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.124122 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-1.17938 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.529401 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-1.75326 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.986452 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.541981 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.2229 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.461304 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.639748 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),-2.05349 # DEPENDENCYPART_GRANDPAR
(3,17),(17,28),-0.789236 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-1.09003 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.791943 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.0934 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.518909 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-1.67632 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.967139 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.544536 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.248939 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.34897 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.804291 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.738582 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-0.976868 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.703964 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-1.15133 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.75902 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.34897 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-0.804291 # DEPENDENCYPART_GRANDPAR
(3,24),(24,27),-1.97654 # DEPENDENCYPART_GRANDPAR
(3,24),(24,28),-0.738582 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.582185 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0347762 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.40022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.0930105 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.41212 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.9016 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.85633 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.747542 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.1025 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.937434 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.822782 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-1.99105 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.013869 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.179745 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.41303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.235876 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.338531 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.131127 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.152866 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.40085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.21832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.270346 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.802308 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.757038 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.672906 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.977362 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.46007 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.862798 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.694663 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.948994 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.28744 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.834946 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.28811 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.934856 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.884376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.233896 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.123475 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0824106 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.213543 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.845707 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.09208 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.874505 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.2036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.801941 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.363922 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.297476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.25085 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.341432 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.301422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.858652 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.836503 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.531324 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-1.75249 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.489913 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.488831 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.689439 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.827275 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.806798 # DEPENDENCYPART_GRANDPAR
(4,6),(6,29),-1.82575 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.166898 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.15113 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.277207 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.06135 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.841432 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.700679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.47642 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.518171 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.163723 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.108173 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.124911 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.262411 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.738721 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.682288 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.314804 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.258203 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.785451 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.06135 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.841432 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.709841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),1.47024 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.508901 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.136227 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.101155 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.135246 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.265593 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.743875 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-1.03215 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.669073 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.325138 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-1.74901 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.259885 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),0.00385281 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-1.612 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.690036 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-1.70558 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-1.44955 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.835274 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.28824 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.934857 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.884152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),1.14951 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0626159 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0188375 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0331796 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0846565 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.330565 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.957247 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.603536 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.105707 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-1.62162 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.111297 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.0996274 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),0.135803 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-1.52513 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.528248 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.438071 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-1.37127 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.06207 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),1.52816 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.18037 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.145298 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.203379 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.188874 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.318947 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.832943 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.374482 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-1.75367 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.276078 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.431578 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.00143794 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-1.61736 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.418795 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.695321 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.770021 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),-1.71093 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.551213 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.512249 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.4834 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.57885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.712509 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.932005 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.807878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.07138 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.11733 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.272 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.715405 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-1.93053 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.533659 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.562498 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.391154 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.53386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.732716 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.618642 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.597932 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.497267 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.60407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.715669 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.976458 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.852331 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.13187 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.14263 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.31473 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.3325 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.72741 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.3241 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.23807 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.721161 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.304057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.513653 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.58281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.713421 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.712554 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.933919 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.809791 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.07255 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.1213 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.992861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.33225 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.11444 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.018 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.10747 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.874184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0223119 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.234792 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.107921 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.458914 # DEPENDENCYPART_GRANDPAR
