# _root_ Other , more thinly traded Asian markets were hit harder than Tokyo 's , but there were no free-fall declines .
#goldHeads=7,7,5,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
#predictedHeads=7,8,4,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
(9,11),(9,21),-0.124616 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0858727 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0409029 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0500655 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0152342 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0660103 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.136331 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0674581 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.164297 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0237442 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0463392 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0983475 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.189603 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0832221 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.644768 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0270626 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.179378 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.134088 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0285449 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0626653 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0987397 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0319549 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.164463 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0612864 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.108306 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0381332 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.180779 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0196578 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0960222 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0257989 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0434434 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0739284 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0602064 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0222741 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0911856 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.037439 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0302215 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.222913 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0893194 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.121617 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0564613 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0311653 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0642656 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0243201 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00220266 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0141437 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0283241 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.000290767 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.014157 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.434399 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0268686 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0305441 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0276028 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.019777 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0290699 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.042349 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0126397 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.00162134 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00694619 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.038048 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.00205318 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0334819 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0226531 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0165934 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.159109 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00961661 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.082211 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0250561 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0325773 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0114643 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.021347 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0376463 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00728788 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00982035 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.023269 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0303934 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0463766 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0271053 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.000437077 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0198031 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0169379 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.00311642 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.00239262 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00100446 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0277649 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0410913 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0400806 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0222328 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0488523 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.112807 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00513615 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.104631 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0202421 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0757924 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0245761 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.011778 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.050482 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0375785 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00954473 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.041405 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0273721 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0267423 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0501748 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0227543 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0142017 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0271035 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0463972 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.015486 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00447977 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0198226 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0151246 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00910769 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0250801 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.045739 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0876231 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.081439 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.143062 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0225415 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0673223 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0519548 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0777679 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0879379 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0153877 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0279126 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0162295 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0392877 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0973315 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0569347 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.15718 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00125316 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0458732 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0464082 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.121973 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0529214 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.589732 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0481608 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.234282 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.166144 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00919114 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0248789 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00181639 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0473122 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.200956 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0308849 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0623721 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0268021 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0659033 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.117968 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0244201 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0181644 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0499185 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00512217 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.147673 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.057336 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0918399 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0895755 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0249847 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.307006 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0329803 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0733459 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.272382 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.615513 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.661224 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.120054 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0642672 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.11563 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0564008 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.335186 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.3835 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.035761 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.856164 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0134649 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.063748 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0272205 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0819946 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0384949 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.307532 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.177587 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.126304 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.337554 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.342995 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.013019 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.409681 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.150124 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0719923 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.00635917 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.098959 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0420023 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0910788 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0944026 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0389541 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.151124 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.032842 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0792617 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00836141 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00618208 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0637751 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.118748 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.000309345 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0249277 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0165318 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.000662623 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.066432 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0256902 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.167335 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0406499 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0109467 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0286993 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0083134 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0205764 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.132466 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0645626 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0109671 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.037645 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0126333 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.171891 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0970594 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0506062 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0668911 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0181658 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0930523 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0324529 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.023799 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0314315 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.558443 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.124985 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.439643 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0811119 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0125938 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.000999159 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0321453 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0081249 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0237527 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.00590314 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0773223 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0148055 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0484854 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0248148 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0935422 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0741815 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00331612 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0517951 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0717652 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0229526 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0643061 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0188881 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00288346 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.324704 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.116043 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.15537 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.00854066 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.335146 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.340664 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0453754 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.295143 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.028733 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0147574 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0696942 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.176843 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0756378 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0717363 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.00348433 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0717275 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.159466 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0218976 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0137688 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.055434 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0914749 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0574243 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0886383 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.176843 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.159651 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.016403 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0556362 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0298601 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.00609869 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0023004 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.101926 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0421063 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.182057 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.00796062 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.00166664 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0852761 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.248951 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0268711 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0183464 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0165408 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0365208 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0361094 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0587362 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.162755 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0383146 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0439431 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0590858 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.055833 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0603136 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0476349 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.102949 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.151357 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0421912 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0222622 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0731668 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.169706 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.132699 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0554208 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0292348 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0945249 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0690754 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0436241 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0925327 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.0422868 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0566188 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0237779 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0316862 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0868066 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0322629 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0277825 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0312207 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0394325 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0260885 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0665568 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.187428 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0759328 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.154432 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0207104 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0173469 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0343209 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0227953 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0845757 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.152421 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0158845 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.00684434 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0190309 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.148218 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0507349 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0376188 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.304229 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.116523 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0446775 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0419701 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0343974 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0320511 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0563613 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.183844 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0231449 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.00955361 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.057018 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0885176 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.051644 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0812982 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.119561 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.164082 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0120148 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0544752 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0457853 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.00583276 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0570775 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.23895 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.152813 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.258978 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.106686 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.597449 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.282196 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.113122 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.334981 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.35534 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0555899 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.000136137 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.126608 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0434821 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.00448588 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.00254882 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.140566 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.00973527 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.024304 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.415999 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.135669 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0575649 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0106209 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0484502 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0252591 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0964125 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0074534 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.136608 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0304771 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0260519 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.332488 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.104936 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0551838 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.00606566 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.00182505 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0863422 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.132694 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0508938 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0735415 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.00451396 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.066957 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0613227 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0925158 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0339796 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0330288 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0190284 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0103944 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0518676 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0103437 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.325558 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.155539 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.266186 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0609455 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0552177 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0251525 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0259097 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.23429 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.10672 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.295548 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.168945 # DEPENDENCYPART_SIBL
