# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,9,8,9,19,13,13,13,9,9,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
(2,5),(5,1),-0.993184 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.11042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.116164 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.711604 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0242407 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.170605 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.338269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.543538 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.0243994 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.287181 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.762867 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.0073 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.723463 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.187312 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0118939 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.164856 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.365379 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.342794 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.01686 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.118821 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.331819 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.93928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0932902 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.846273 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.172464 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0771864 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.319298 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.391728 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.195878 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.222264 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.454004 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.322793 # DEPENDENCYPART_GRANDPAR
(2,8),(8,33),-1.49801 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.960996 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.657952 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.149735 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.238042 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.15687 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.335372 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.025064 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.188089 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.036367 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.110398 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.146033 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.295298 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.157666 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.639409 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.587182 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.491881 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.412311 # DEPENDENCYPART_GRANDPAR
(2,9),(9,33),-1.81493 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.955421 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.906487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.0211511 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.632882 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0317429 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.258771 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.512575 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.0217922 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.243322 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.203284 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0128803 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0831069 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.354866 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.315253 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.396247 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.0824039 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.225906 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.0615853 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.219459 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.617851 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.495245 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.637445 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.191903 # DEPENDENCYPART_GRANDPAR
(2,13),(13,26),-0.822343 # DEPENDENCYPART_GRANDPAR
(2,13),(13,27),-0.998005 # DEPENDENCYPART_GRANDPAR
(2,13),(13,28),-0.477434 # DEPENDENCYPART_GRANDPAR
(2,13),(13,32),-0.41907 # DEPENDENCYPART_GRANDPAR
(2,13),(13,33),-1.54649 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0827694 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),0.474786 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),0.0273682 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.216749 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.165495 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),0.0195653 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.0764308 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),0.285094 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.314815 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),0.135447 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.263939 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.0603147 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),0.0483658 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.211279 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.635186 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.205122 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-1.01037 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-1.06737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),-0.0278768 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.800718 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.155265 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.169196 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),0.135799 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.222368 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.173273 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.19063 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.303884 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.0398431 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),0.217836 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.20354 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.432276 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.174796 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.236444 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.0945873 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.00735565 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.524626 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.342149 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.489553 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.281385 # DEPENDENCYPART_GRANDPAR
(2,19),(19,26),-0.691186 # DEPENDENCYPART_GRANDPAR
(2,19),(19,27),-0.79543 # DEPENDENCYPART_GRANDPAR
(2,19),(19,28),-0.371695 # DEPENDENCYPART_GRANDPAR
(2,19),(19,32),-0.284202 # DEPENDENCYPART_GRANDPAR
(2,19),(19,33),-1.7859 # DEPENDENCYPART_GRANDPAR
(2,21),(21,3),0.0189779 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),-0.0396119 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.102286 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.423518 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.0981843 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.0240907 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),0.0834175 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.0463299 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.678698 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.562809 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.724119 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.263599 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-0.921248 # DEPENDENCYPART_GRANDPAR
(2,21),(21,27),-1.07317 # DEPENDENCYPART_GRANDPAR
(2,21),(21,28),-0.569614 # DEPENDENCYPART_GRANDPAR
(2,21),(21,32),-0.443303 # DEPENDENCYPART_GRANDPAR
(2,21),(21,33),-1.60605 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.279992 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),-0.573657 # DEPENDENCYPART_GRANDPAR
(2,23),(23,26),-1.12237 # DEPENDENCYPART_GRANDPAR
(2,23),(23,27),-0.659783 # DEPENDENCYPART_GRANDPAR
(2,23),(23,28),-0.790636 # DEPENDENCYPART_GRANDPAR
(2,23),(23,32),-0.417243 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.013222 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.33834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.469443 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.35939 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.757787 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.594395 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.71151 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.92461 # DEPENDENCYPART_GRANDPAR
(3,1),(1,33),-1.49611 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.116941 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.31776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.574466 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.336345 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.735318 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.634699 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.781566 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.633538 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.781376 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.689041 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.822893 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.860695 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.744035 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.14836 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-0.915175 # DEPENDENCYPART_GRANDPAR
(3,2),(2,33),-1.459 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.241184 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.501399 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.606902 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.968798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0553368 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0786155 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.041015 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.155259 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0923887 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0323387 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.260684 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.199918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.51701 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.0324518 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0805891 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.166851 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.274181 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.208765 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0418291 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.281097 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.795129 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.514151 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.28445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.337511 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.569346 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.49376 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.559745 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.402921 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.452455 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.588685 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.138183 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.418007 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.349428 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.30813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.469066 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.437137 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.618917 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.748038 # DEPENDENCYPART_GRANDPAR
(5,1),(1,33),-1.33458 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.195595 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.387143 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.232465 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.28368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.445501 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.274017 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.58894 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.474956 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.541316 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.595352 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.559577 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.683027 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.599201 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.12094 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.808673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,33),-1.29637 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0420353 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.172589 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.283524 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.27644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.440757 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.984777 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.26047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.598016 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.667945 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.867424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.192868 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0875686 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0418321 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.13551 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.610787 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0284839 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0189335 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.784779 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.772902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.81162 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.8666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0106204 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.348451 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0618537 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0301902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0461494 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.066241 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.207677 # DEPENDENCYPART_GRANDPAR
(5,8),(8,33),-0.773063 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.577477 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.706945 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.0219491 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.236782 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0420337 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0694706 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.170297 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.303579 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0824962 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.11678 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.413102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.0521827 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.196005 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.560647 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.315777 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.512633 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.316163 # DEPENDENCYPART_GRANDPAR
(5,9),(9,33),-0.931733 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.075025 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.600292 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.727358 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.756198 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.648382 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.8213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.0736723 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.188982 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.000332748 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.0800758 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.0914915 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.172554 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.00620549 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.0761788 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),0.252261 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.285631 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.391194 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.0104649 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.614645 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),0.0856099 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.497053 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.251993 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.539247 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.394835 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.0410797 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.583074 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.24702 # DEPENDENCYPART_GRANDPAR
(5,19),(19,32),0.233936 # DEPENDENCYPART_GRANDPAR
(5,19),(19,33),-1.02862 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.286158 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.43241 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.451881 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.271661 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.57372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,9),-0.480406 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.754666 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.720753 # DEPENDENCYPART_GRANDPAR
(6,1),(1,33),-1.07919 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.278748 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.321929 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.425179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.263332 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.347758 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.5746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.418665 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.369174 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.535108 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.75554 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.677523 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.850126 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.719794 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.09617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.1221 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.913085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.830365 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.981049 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.722373 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.11878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.212164 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.135367 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.444662 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.2163 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.497567 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.0900427 # DEPENDENCYPART_GRANDPAR
(6,8),(8,33),-0.526282 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.659836 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.847937 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.12883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0379383 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0923207 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.318045 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0468789 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.143473 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.373128 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.334416 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.0693712 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.42136 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.203946 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.486001 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.184177 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.174948 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.327317 # DEPENDENCYPART_GRANDPAR
(6,9),(9,33),-0.714115 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.448285 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.248411 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.470113 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.462054 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.329635 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.224243 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.714093 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.916274 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.34392 # DEPENDENCYPART_GRANDPAR
(7,1),(1,33),-2.34188 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.238013 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.304287 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.300449 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.75908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.296939 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.781247 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.908902 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.620165 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.786568 # DEPENDENCYPART_GRANDPAR
