# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(13,14),(13,15),-0.786116 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.261272 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.220173 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.416719 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.210766 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.300854 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.362092 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.337445 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.547143 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.303928 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0491909 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.188301 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.261614 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0445798 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.039945 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.338546 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.160615 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0864099 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.00212215 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0175361 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0245197 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0226648 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0503101 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0471003 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.042833 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0527544 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0562644 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.12021 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0239079 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0700382 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0413613 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0564804 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0346528 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0315236 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.00521252 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.270393 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.110368 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.030081 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.11159 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.111557 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0729037 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.120388 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0157184 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00121911 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0625997 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0898877 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0168715 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0233882 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0422955 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.196482 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.253801 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0892517 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0967734 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.129047 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0823397 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0642979 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0668371 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00366478 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.047947 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0469956 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0645396 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0448252 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.28217 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0599509 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0574691 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.057387 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0820779 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0219878 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00695751 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0804403 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0875535 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0363976 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.00891593 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0414581 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.00471654 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0902872 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.12253 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0822948 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0663492 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.047987 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.010165 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0475167 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0390944 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0613688 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0430832 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.283486 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.129657 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0822886 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0640256 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0665703 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00339823 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0482015 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0467199 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.058586 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0367106 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.343938 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0820732 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0356366 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0269249 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.019702 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0540781 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0375155 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0292406 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0101667 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.10502 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0844447 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0744197 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0215079 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0333776 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.000381557 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0692789 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.00915182 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.259044 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.345809 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.26776 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.29676 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.423843 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.206738 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.472574 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0623271 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.148876 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.153941 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.236552 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.019205 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.154373 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0369585 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.120357 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.194308 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0283491 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.233075 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0281879 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.123699 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0446613 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.125272 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0204731 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0418291 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.156844 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0171941 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0223602 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.00687221 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0207277 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0494295 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0578355 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0424938 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0503585 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0602799 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0637899 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0494295 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0595598 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.00734066 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.00818472 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0652213 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0706513 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0227096 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0372148 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0144957 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.13323 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0933388 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0384264 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0945604 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0945272 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0558742 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0996402 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.034083 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0792909 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00364369 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0399367 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0549099 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0160467 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0181506 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0102509 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.132809 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.257858 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0973165 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.104838 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.137112 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0374842 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0290677 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0188769 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0136624 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0245398 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.06396 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0290288 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00235591 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.024162 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.149698 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.047819 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0453372 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.045255 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0214594 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0215726 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.00661407 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.032016 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0803905 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0753551 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0263183 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0275659 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0329467 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0998167 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0983521 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.130595 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0428135 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0290227 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0188758 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00518781 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0180395 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0635297 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0211275 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00552669 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.02242 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.151014 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.137722 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0393937 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0290165 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0188388 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.013401 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0248008 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0642088 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0287585 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00830406 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0160542 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.211473 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0470298 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0288012 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0184719 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0262498 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0479065 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0700911 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0195486 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0376549 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0104965 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0274514 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.034083 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0792909 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00364369 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0399367 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0549099 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0160467 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0181506 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0102509 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.132809 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00216315 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.151408 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.074391 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0737654 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0405937 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0347205 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0497465 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0722286 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0569561 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.102528 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0967092 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00320516 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0219981 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0689188 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0063111 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.094941 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.124236 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.170003 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0300756 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.112189 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0832521 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.13521 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.175916 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0574856 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.224684 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.00933166 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.165529 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0724891 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.174072 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.00886303 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0376985 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.123776 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.105038 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0720085 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0224968 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0317763 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0503184 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00666784 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0775516 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0623776 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0657311 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0726701 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0743609 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0218977 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00381233 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.37379 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.684218 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0375239 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.450193 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0358838 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0340409 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0456606 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0410094 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0170615 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0139451 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.00515326 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.193692 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0468636 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.21738 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0145903 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0369698 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.264185 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0324303 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00642643 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0288137 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0187152 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.014603 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0253456 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0184959 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0667019 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0730137 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0115356 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0338016 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0464814 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0242863 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.00316771 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0250732 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.017562 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0667019 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0730137 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0115356 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0338016 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0430233 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.0317038 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.00039543 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0240154 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.066668 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0729798 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0115684 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0348742 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0461502 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0299982 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.00174688 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0666414 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0729532 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0115961 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0338653 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0484811 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.023838 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0623618 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.02411 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0273084 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0517803 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0521677 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0476253 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0187399 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0200392 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0371143 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0213188 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0421053 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.00306119 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0556309 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0272254 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.028498 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0329186 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0329825 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.044401 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.112896 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.115981 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.121929 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0580976 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.119078 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.153483 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0432228 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.611394 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.153767 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0111099 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0779685 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0291257 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.646843 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0817388 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.250174 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.21718 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.468482 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.347655 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.135978 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0927637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0250802 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.438003 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.362209 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.550704 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.633636 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-1.07774 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.497094 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.738919 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.380055 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.337962 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.52599 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.0363769 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.415884 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),1.67799 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),1.19968 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.600297 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.712936 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.530838 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0466505 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.18694 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.165665 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0329811 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.325404 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.370718 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.981562 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.633474 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-1.44266 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.238665 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.179741 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.125851 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.328052 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.201785 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.0180363 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.18402 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),1.8656 # DEPENDENCYPART_GRANDPAR
