# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(10,7),(10,15),-0.12706 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0863699 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0554725 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0496381 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.110758 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.173446 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0421549 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.164441 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.119814 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.086309 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0776506 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00462191 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.470138 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00388666 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.470777 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0227734 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.380862 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.441828 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0945477 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.059473 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.889501 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00023978 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.529489 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.708991 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.108795 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0620918 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0980432 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0880617 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00984055 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0285502 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0229719 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.526154 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.709494 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.10313 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.261619 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00916023 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0214683 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.585411 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.048397 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.122017 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0286845 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.050717 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0326659 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0501754 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0476173 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0179928 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0228425 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0304537 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.113722 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.089677 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0834036 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00641235 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0179928 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0159435 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0373442 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0239202 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.00288463 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.132782 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.044614 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.144733 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0638339 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.116405 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.018554 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0507209 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0737997 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0302063 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0235413 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00230504 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.116405 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0283042 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0941169 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0198162 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0485274 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0640243 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.045937 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.069785 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.01678 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0109597 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00636479 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0600736 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0371245 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.030073 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00232832 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.01678 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0225854 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.000585197 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0122109 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0145385 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.205545 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0192312 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.000996694 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0282813 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0123249 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0604512 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0474021 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0498638 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00640678 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.000996694 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.012095 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0649528 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0370377 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.00417099 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0178293 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.10071 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0222835 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.024883 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0906745 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0170078 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0103299 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0125289 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.10071 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0385726 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0802837 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0235458 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0425178 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.10894 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0440616 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.073732 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0299457 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0243139 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0120935 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0585067 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.10894 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0782935 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.255536 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0396768 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0418837 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0312736 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0555447 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00348507 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00740873 # DEPENDENCYPART_SIBL
(12,13),(12,18),2.47628e-06 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0147429 # DEPENDENCYPART_SIBL
(12,13),(12,20),-1.03694 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.020348 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0913509 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.015493 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0415065 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.038561 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0626745 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00254321 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.000841165 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0565887 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0673961 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0614864 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0252226 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.211584 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0121192 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.586943 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.324723 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.323323 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.603697 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.436542 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.608569 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.654822 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.698573 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0140942 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0732373 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0715664 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.042478 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0791594 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0460603 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0246475 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0373538 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.165116 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0945444 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0246449 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0181946 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.030843 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0526212 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.00109948 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0272081 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0188496 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0106031 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0250477 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0514125 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.00645553 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0185509 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0442621 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.102972 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0245892 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.122778 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0333318 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.020348 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0913509 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.015493 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0415065 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0418664 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.111562 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0738423 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.00534105 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.100695 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0146907 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.332874 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.313542 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.202532 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.205097 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.491621 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.492958 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.71523 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.348615 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.147513 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.143931 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.174457 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.164764 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0931458 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.294259 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.293444 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.430696 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.430717 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.429091 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.512022 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.604158 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.606788 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.607262 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.599753 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.602383 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.603568 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.571015 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.599384 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.60021 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.023508 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0111335 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.000272772 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.054899 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0426786 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0324968 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0945693 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0522836 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.182248 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.00974775 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.023052 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0572432 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0506345 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0521557 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0114367 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0132829 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0171249 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0212712 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0370515 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.605783 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.342827 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.341427 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.649785 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.505214 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.654657 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.656454 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.707866 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0732568 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.071586 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0283576 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.100231 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0319399 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0192456 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0402123 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0945819 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0105424 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00285906 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0167405 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0472013 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.00177697 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0047471 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0104506 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0109452 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0459925 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.00357908 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0212637 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0869252 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.021114 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.12371 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0304951 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.100728 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.021811 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0383912 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.112493 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.000584204 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0106315 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.00671487 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0667872 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.00730164 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0885144 # DEPENDENCYPART_SIBL
(16,1),(16,17),6.37698e-05 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00390822 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0119744 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0827282 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0233028 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0701873 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0532264 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0602569 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0444932 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0201317 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0422971 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.27451 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0165409 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0137916 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00654815 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0295893 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.00725944 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0300263 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0560642 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.01507 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0664328 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.373645 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.148755 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.000345587 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00579409 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0186445 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.142708 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0123937 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0819757 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00144291 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0550663 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0248026 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.138048 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0574047 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.056325 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0696337 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0404352 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0637945 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00942042 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0481058 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.00132934 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.180491 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00287561 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00351349 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0172096 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.149404 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0109588 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0855707 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.000786615 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0580847 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0612391 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0671291 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0510009 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0962163 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0347402 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0437602 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0361843 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0802345 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.131838 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.116513 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0647429 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.12542 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.00206158 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.15391 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0185534 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.118959 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0657226 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.127866 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.014664 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.157067 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0354477 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00311954 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.217225 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0164112 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.308104 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0768997 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.00512302 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.170101 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0147481 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0815296 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0350273 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.298697 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.038103 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.135349 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0183372 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0159902 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0664536 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00225496 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.070307 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0776261 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0441839 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.136367 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.201551 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.000196958 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0223779 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.201804 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.152719 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0356004 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0108349 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0395874 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0127163 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0209302 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.277107 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.016421 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0578016 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0610969 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0021665 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0108621 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0262761 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0116335 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0531209 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0947234 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0993105 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.343353 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0116154 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0537781 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0612556 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0767876 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0498825 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0395655 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.00671772 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0131689 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.266877 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.139013 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00421761 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0387235 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0372983 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0841622 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0406268 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.00465841 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.044087 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.114501 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.175405 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00605289 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0401252 # DEPENDENCYPART_SIBL
