# _root_ While Mayor Norman found the market 's performance Monday reassuring , he says , he remains uneasy .
#goldHeads=16,3,4,1,6,8,6,4,10,4,13,13,0,13,16,13,16,16,
#predictedHeads=16,3,4,1,6,8,6,4,4,4,13,13,0,13,16,13,16,16,
(13,2),(13,17),0.0146637 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.184815 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.287188 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.375349 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.315122 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.361195 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.473472 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.117123 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.332267 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.688258 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.076324 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.156547 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0264438 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0150262 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.202349 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0211 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0736353 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00376105 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0120599 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0625456 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0805654 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0557599 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0230505 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.106744 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0954591 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0367981 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.156323 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.274039 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.722433 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.476945 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.115141 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.117559 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.693833 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0426366 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.24364 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0281801 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0195057 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0523644 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0690748 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0234471 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.00342815 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0911668 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.184067 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0492889 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.119236 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0596419 # DEPENDENCYPART_SIBL
(13,7),(13,17),6.90896e-05 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0685866 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.478829 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.138813 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.225676 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.710602 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0138404 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.190439 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0372644 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0390662 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.076863 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.122466 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.25617 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.697484 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0737526 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.15843 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.01844 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.011138 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.202073 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.02379 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.36751 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0356873 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0804395 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0228398 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.031397 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0467041 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0292986 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.208255 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.113267 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0669684 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00339626 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00580342 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0735305 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.381952 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.164052 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.193521 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0837327 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.240502 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0994291 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0363398 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.347156 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.146236 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0503699 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.200852 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.132554 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0260601 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0794199 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0534684 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0297794 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0304114 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0288678 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0621903 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0193814 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0417146 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0781365 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0113725 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.866299 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.129362 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00994239 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.866299 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.129362 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0223466 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.10542 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.367293 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.156265 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.285368 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.226362 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.278777 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.380321 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.03865 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0993984 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.479276 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.157024 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0993984 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.479276 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0254127 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0382162 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.153908 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.284421 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.22396 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.27783 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.385133 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0362944 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0931842 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.473196 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.154672 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0931842 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.473196 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0250503 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0206825 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0550726 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0829357 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0452904 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0237607 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0786373 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0858224 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0314467 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.111245 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0858224 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0314467 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0253613 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00784892 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.270351 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.73938 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.520887 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.125622 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.000137797 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.555429 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.198755 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.000137797 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.555429 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0915428 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0266707 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0851892 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0683895 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00116503 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.00550105 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0896651 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.111568 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.00550105 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0896651 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00244982 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00670645 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.522389 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.148912 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.107594 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.571816 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.218148 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.107594 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.571816 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0701397 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.014157 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0416396 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0170932 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.482425 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.157369 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0170932 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.482425 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0289457 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0209646 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.155492 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.226151 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.122712 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.155492 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.226151 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0430326 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0115721 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0145931 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0258212 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0380926 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0145931 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00599596 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0667792 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.151291 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.143042 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.595124 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0426676 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.15922 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0479583 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0543993 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0183594 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0551681 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0145931 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00599596 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0667792 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0426676 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.15922 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0324576 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.179419 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.135478 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.681389 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.114394 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.14152 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0332058 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.00772223 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.495542 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0688243 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00794657 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00257192 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.324036 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.132904 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0183352 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0259308 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.166658 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0723455 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0496065 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.000473248 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.118939 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0623906 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.246306 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.240767 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),1.09507 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.612249 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.188634 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.219292 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.563847 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.327042 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.93671 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.0603135 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0939396 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.438036 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.942543 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.044213 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.412784 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.414932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.25725 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.713535 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.180266 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.637288 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.222998 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.465325 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.725208 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.803022 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.198596 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.17179 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0184228 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.767483 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.714876 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.178827 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.288011 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.775819 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.675091 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.700387 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.203219 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.363807 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.83332 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.650697 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.836711 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.439328 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.450554 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0467581 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.131404 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),1.10758 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.983006 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.19742 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.269418 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.718462 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.508051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.668715 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.0383092 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.345203 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.722803 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.647743 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.781122 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.386246 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.381015 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.651402 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.174248 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.849645 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.623069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.856441 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.102259 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.150546 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.11661 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.218745 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.393381 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.576265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.563999 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.141703 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.191664 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.07756 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.259863 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.318211 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.593893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.583881 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.947436 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.793934 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.56202 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.742619 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.63801 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.19096 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.252228 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.204001 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.333083 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.0949662 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.467242 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.11926 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.146622 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-1.34722 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.764116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.306729 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.695013 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.218123 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-1.45937 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-1.16579 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.26707 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.105013 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.00219953 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.385165 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.0890709 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.648405 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.204613 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.54645 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-1.29201 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.814778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.650103 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.177021 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-1.50618 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.374897 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.493767 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0870997 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.00152987 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.429229 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.705756 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),0.014005 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.692469 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.27942 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.53617 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-1.29119 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),0.294049 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.673606 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.208555 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-1.40379 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.477584 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.476153 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.430926 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.0081369 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.380438 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.687433 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.0171306 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.643679 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.21876 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.537311 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-1.29945 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.509885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.996078 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.353235 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.740111 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.590238 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.720917 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0262217 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.33369 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.609619 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.00814516 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.59693 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.875896 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.232537 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.435276 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-1.39466 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0858656 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.668798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.535456 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.911185 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.218992 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.473791 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.712882 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.523084 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.105327 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.0035785 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.390411 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.46989 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.44345 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.70595 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.0259048 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.259198 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-1.17846 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.521607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
