# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,9,11,12,13,16,14,16,16,18,19,20,3,
(14,12),(14,21),-0.0337874 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0399133 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.202422 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0242084 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0271299 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0218564 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0560267 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0055498 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0612315 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0600603 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.110841 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.293069 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.116061 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.141598 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0710111 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.170448 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.186263 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0545103 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.103268 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.176613 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0740463 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0107153 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0364577 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0509498 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0577436 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0418241 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.136981 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0747839 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0391366 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0286677 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.01034 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0630314 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0326707 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.00773643 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.111567 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0146338 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.110842 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0646458 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.109123 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0176231 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0817248 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0129748 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.111235 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.612867 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0890596 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.00223629 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.111235 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0440084 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0100021 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0279366 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.226585 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0337832 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0211415 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.100319 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0298317 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0469534 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.195673 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.200627 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0121909 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.172019 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.135648 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.126567 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.754519 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.1955 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.135648 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.143851 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.121488 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.470018 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.382058 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0568656 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0718155 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.14558 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.132397 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.14528 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.162899 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.042186 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.016698 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.31014 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.133662 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0284896 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.133927 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.31014 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.00232023 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0264391 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0350061 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.154287 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0486479 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0975484 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.13755 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.125205 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.067808 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0452688 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0438314 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.152939 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.037705 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.150221 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0469754 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.152939 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0154511 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0258492 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.00650594 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.210252 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00320577 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0225014 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0824444 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.161228 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0508915 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.0755323 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.341498 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0327455 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.145864 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0208446 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.341498 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0292764 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0727239 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.113713 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.145573 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0628818 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.032624 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0951143 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.112042 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0134662 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0370423 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.419166 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.159438 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0828308 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.00749562 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.142722 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0622879 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.010988 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.14638 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00547112 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0161011 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0921991 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0705597 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0562876 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0905751 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.135947 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0226896 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.027146 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0156091 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0262254 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0495825 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.156451 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0505165 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0876355 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0593251 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0767951 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0504136 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0440519 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.196649 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.104118 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.143403 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.111184 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.466909 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.362388 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.069033 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0522548 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0401846 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.11025 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.110272 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0154827 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.138557 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0443828 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0732287 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.10819 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.199737 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0817565 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.114737 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.149247 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.156643 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0957296 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0556371 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.142722 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0622879 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.010988 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.14638 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00547112 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0161011 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0921991 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0705597 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0562876 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0905751 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0808447 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.152477 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.172855 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0359836 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0185936 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0706615 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0836019 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0383618 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0151771 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0729651 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.117622 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0595559 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0603102 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0655223 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0686923 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0736 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0919156 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.606623 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0363372 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0813686 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.004966 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.044802 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.104776 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0577208 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.150854 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0798735 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0418111 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0299204 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.127887 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.323548 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.112362 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.13739 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0954899 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.319884 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0248677 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.286056 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.268969 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.421958 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00639309 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.117412 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.220106 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0875552 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.280973 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0337858 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.00691968 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0935182 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0493194 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0179066 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.000133182 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0041859 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00860898 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0353806 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.00294096 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.126411 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0257208 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00732266 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0037032 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0204304 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0642232 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.125965 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0596989 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.060915 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.130448 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0429589 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00819243 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.292467 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0115316 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.053762 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0502813 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0453939 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0538473 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.017551 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00815642 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0170513 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00928082 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.00446225 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0157188 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0733179 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0499369 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0127885 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0193829 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0455144 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.035296 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0104683 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.00486314 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.588546 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0356388 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.00486314 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0635725 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0534568 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0282336 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0713736 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.112031 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0397521 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0473032 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0228562 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0570869 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0883142 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.072368 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0213648 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.226197 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0538782 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.104991 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.226197 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0147565 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0678849 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.143877 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.000824023 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0387761 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0561123 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0988011 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0684255 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0307031 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.00385064 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.038872 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0643211 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0824218 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0174628 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0643211 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0271116 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.00902218 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0540942 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0516452 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.00201075 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0587439 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0941247 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.130871 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0119532 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0896792 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.209156 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0451087 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.00390114 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.209156 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.00180413 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.121029 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0425666 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0038015 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00162224 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.053106 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0766934 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0924676 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.016574 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0482373 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.279118 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0454887 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.099631 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0879567 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0446938 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.14057 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0756002 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.00856713 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0974727 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.00262318 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0269596 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0676962 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.1471 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0161673 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.099041 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0264702 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0738147 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0684832 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0262712 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0134071 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.107236 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0956696 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0760495 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0656199 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0785317 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.158308 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.00464233 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0622929 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.128946 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.00601588 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0160979 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0577281 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.069265 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.063354 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0222306 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0363758 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0879567 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0446938 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.14057 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0756002 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.00856713 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0974727 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00262318 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0269596 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0676962 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.1471 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.082821 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.00419789 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00142031 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00058228 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00225109 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00993151 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0153005 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0449219 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0511463 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0246121 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0200537 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0201261 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0215046 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0763062 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0555066 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0582496 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0369056 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.177756 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0300447 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.115537 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00444503 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0359637 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0280318 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.162521 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0175463 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00293367 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.100037 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0238087 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.020521 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.246257 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.10833 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0948561 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.101278 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0202046 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0200272 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0458118 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.051816 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0504556 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.175873 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0882134 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.19204 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0210386 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.196141 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00323856 # DEPENDENCYPART_SIBL
