# _root_ But prices of junk bonds , which were battered Friday in near standstill trading , rebounded to post small gains after a volatile trading session .
#goldHeads=16,16,2,5,3,5,8,5,8,9,9,13,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
#predictedHeads=16,16,2,5,3,5,8,5,8,9,9,14,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
(11,10),(11,15),-0.00514005 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0245646 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.104496 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.17199 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0334561 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.337048 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.644958 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00797461 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.391795 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.223297 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.561338 # DEPENDENCYPART_SIBL
(11,12),(11,26),0.0055372 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.664094 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0293406 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.401645 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.204553 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.557986 # DEPENDENCYPART_SIBL
(11,13),(11,26),0.00857303 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0101229 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.536291 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.2022 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.982427 # DEPENDENCYPART_SIBL
(11,14),(11,26),0.0606851 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.346401 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.180028 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0475504 # DEPENDENCYPART_SIBL
(11,15),(11,26),0.395117 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.163476 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.455558 # DEPENDENCYPART_SIBL
(11,16),(11,26),0.406343 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.341289 # DEPENDENCYPART_SIBL
(11,17),(11,26),0.112051 # DEPENDENCYPART_SIBL
(11,20),(11,26),0.0428718 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0720281 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0978218 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0505208 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.15421 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0771499 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0388772 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0700766 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.335009 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.140165 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.00639179 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0286201 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0502714 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.154081 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0264172 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0462682 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00641036 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0664047 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.230028 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0671754 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0129356 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0592581 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0295383 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0823829 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0783063 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0511986 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0670724 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.100446 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0964604 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.165457 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.135363 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.103861 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0581709 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.155233 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0119906 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.106486 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0261638 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.15719 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.158324 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00845578 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00345028 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.148859 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0169465 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0272357 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0743049 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.11564 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0547218 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.172192 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0701895 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.114988 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0983682 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.110522 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0379267 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0239098 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0684011 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0452196 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.109806 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0763852 # DEPENDENCYPART_SIBL
(14,6),(14,26),0.0569692 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0877051 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.187859 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.158166 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.184757 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.187577 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.176744 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.159222 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0963626 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0236409 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.077221 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0840434 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.426605 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0151683 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.180482 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0837333 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0866031 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0448814 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0466223 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0568062 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0150597 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0741364 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0483049 # DEPENDENCYPART_SIBL
(14,9),(14,26),0.0565242 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0187716 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.000933182 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00168596 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.299985 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.173898 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.279952 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.20544 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.310712 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.264321 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.137985 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.166434 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.169258 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0682738 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.104985 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0984852 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0385138 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.114616 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0525678 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.000162952 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0951789 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00954493 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0426636 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0744413 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0103775 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0638347 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0409232 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.0255755 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0471971 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0542459 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.108077 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0130557 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.110341 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0607296 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0273093 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.447171 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.137271 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.612458 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.381542 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.779947 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.000303511 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0272381 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0394949 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.00655443 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0025209 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0301783 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0559865 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.173148 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.171784 # DEPENDENCYPART_SIBL
(14,17),(14,26),0.0341146 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0386998 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0790345 # DEPENDENCYPART_SIBL
(14,20),(14,26),-0.0134925 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.131612 # DEPENDENCYPART_SIBL
(14,21),(14,26),0.210267 # DEPENDENCYPART_SIBL
(14,25),(14,26),0.0245541 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.00578795 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0380704 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0411477 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.053468 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.135829 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0573439 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0297717 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0954295 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0239939 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.021177 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00963451 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0426037 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.053468 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0543783 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0314714 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0182107 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0376555 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.00115211 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0425862 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.021064 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.333778 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0110233 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.83915 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.112092 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.436584 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.221394 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.132558 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.47271 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0211461 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.270125 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.263876 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.492806 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.112092 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.168379 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00682317 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.00478833 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0316658 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.141295 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.000195608 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.00233414 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.0746875 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0847444 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0947486 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.109935 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0721785 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0439492 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.163031 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.084405 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0654456 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.060884 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0536038 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0947486 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0745906 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0948918 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0895957 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0293234 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0371595 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0457163 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.00681217 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.0051786 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.00969145 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.42618 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.20506 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0862531 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.455177 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.00638271 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.251497 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.245611 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.479965 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.00969145 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0810195 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0808735 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0372867 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0452402 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.094756 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.00833278 # DEPENDENCYPART_SIBL
(16,5),(16,25),4.86791e-05 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.0199509 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.173023 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0101068 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.173959 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0304668 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0983976 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.00666086 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0299916 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0797711 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0348501 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00359464 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.116851 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0814801 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0442597 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.031096 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0594149 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.00761607 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.0918974 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0316817 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0150519 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0943573 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.361507 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0685646 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0639131 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0808305 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0795092 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0283187 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0147579 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.070653 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.141589 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.129661 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.0829316 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.100137 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.522651 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.044927 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0251241 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.157403 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0658495 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0608718 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0239447 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.335064 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0554343 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0885785 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0441164 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0474974 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0518947 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0472496 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.027566 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.00174179 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0137727 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.115569 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0517273 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0471769 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.033206 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.289815 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0359651 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0867184 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0493977 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0553816 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00652416 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0640037 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0460206 # DEPENDENCYPART_SIBL
(16,9),(16,26),0.0593005 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.091635 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.110355 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.105597 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0556134 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.181394 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0352163 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0499874 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0275049 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0232056 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0455454 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.00715776 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0215884 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.0964045 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0336348 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0290618 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0197474 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.326775 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0191582 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.036857 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0530036 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0297588 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0130897 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0406206 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.000178269 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.0669837 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.150046 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0614209 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0517994 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0017942 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0938512 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0370435 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00290769 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00600698 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0273372 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.024475 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.0461205 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0444129 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0891722 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00342054 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0867757 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0304686 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00323653 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00409936 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0284697 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0256075 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.020414 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.153667 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.000624823 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00772354 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0179653 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0248115 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00956175 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0606565 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0458231 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0318227 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00359464 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.116851 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0814801 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0442597 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.031096 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0594149 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.00761607 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0918974 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.235846 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.205076 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.263589 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.00796351 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.1416 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.105624 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.0192438 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.254687 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.285049 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.173891 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.385893 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.348561 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.044176 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.250643 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0312226 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.176873 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.121372 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0369712 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0608221 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.163432 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.112465 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0702618 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.221243 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.141675 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.112476 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.210044 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.0972492 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.00827995 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.197794 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.18961 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.170443 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00075277 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0122558 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0415075 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0526404 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0173484 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.193548 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0817907 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0901557 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0764077 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.144955 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0994188 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0481087 # DEPENDENCYPART_SIBL
