# _root_ Burmah Oil PLC , a British independent oil and specialty chemicals marketing concern , said SHV Holdings N.V. of the Netherlands has built up a 6.7 % stake in the company .
#goldHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
#predictedHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
(3,19),(19,20),-1.51713 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),0.238129 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.316913 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.287128 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.748721 # DEPENDENCYPART_GRANDPAR
(3,19),(19,28),-0.43197 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-1.16902 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-1.07429 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.501976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),-0.248298 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),0.219581 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),0.153676 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.14236 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),0.191451 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.166047 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.113147 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),0.0978211 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.459103 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.0908554 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.181176 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),0.00745994 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.199744 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.519753 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-1.28645 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.0189655 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.0160642 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.573101 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.174825 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.647611 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.237462 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.707388 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-0.766465 # DEPENDENCYPART_GRANDPAR
(3,22),(22,32),-1.54529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.895941 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.863427 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.872866 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.840903 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.844508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0570674 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.107339 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.00285126 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0255156 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0909093 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.243231 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0653883 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.384347 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.322615 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.399755 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0886292 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.150317 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.178858 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-0.606694 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.200576 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0940387 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.276561 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.8771 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.76435 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-1.26041 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.260393 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0772022 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.24993 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.415776 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.72507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.765031 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.877109 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.764528 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.0828 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.721167 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.990861 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.26087 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.37716 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.263957 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.250177 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.272286 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.428407 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.72598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.765084 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.877278 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.764403 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.08297 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.721213 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.12939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.991031 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.26046 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.37806 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.69114 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.19484 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0835463 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.57635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,9),-0.633168 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.780896 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.704617 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.950306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.12576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.0374567 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.0139 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.991136 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.872325 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.826248 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.13234 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.940607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0497753 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0536053 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.409073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.093548 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.431612 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.34072 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.526023 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.365341 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.736213 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.67905 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.709759 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.812962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.578591 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.452502 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.264418 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.736677 # DEPENDENCYPART_GRANDPAR
(6,8),(8,29),-1.46546 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.410444 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.00708728 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.451276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.342087 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.790225 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.248795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.355825 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.76725 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.875564 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.05402 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.112372 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.186364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.400915 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.483903 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.369687 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.387936 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.443957 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.364928 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.383252 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.299634 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.245846 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.66858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.460722 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.770579 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.728725 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.819295 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-1.08422 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.949488 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-1.23302 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.970659 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.925145 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-1.03565 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.304002 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.46154 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.738548 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.4657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.386596 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.3689 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.293594 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.487883 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.66938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.4609 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.770994 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.8196 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.23333 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.115123 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.203966 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.474158 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.314151 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.485297 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.185667 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.337916 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.615487 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.668528 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.386749 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0651815 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.468271 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.49219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.493779 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.988573 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.428518 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0531063 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.44388 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.059889 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.105682 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0423224 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.49229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.494142 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-1.08708 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.736072 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.458505 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.989123 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.857754 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.434078 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.385239 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.497231 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0347742 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.114125 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0671379 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.49232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.493782 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.08712 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.73598 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.997089 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.458537 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.988576 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.858471 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.904028 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.9985 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.315125 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.199621 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.476445 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.446828 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.397915 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0947298 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.358249 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.282812 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0603603 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.49221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.49385 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.735993 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.988587 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0572348 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.397456 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.165453 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.18251 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.543784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.0582451 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.08418 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0227029 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.640221 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.606509 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.10951 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.240156 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.766884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.457664 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.903156 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.148076 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.797434 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.626846 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.793917 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.869066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.467757 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.342645 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.236703 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0995051 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.9032 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.724756 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.808142 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.786837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.378422 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.196813 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0406835 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.26041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.22333 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.895658 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.903737 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.724719 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.812055 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.787876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.332631 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.375749 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.215841 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.288538 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.102928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.167823 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0426845 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0029476 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.271349 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.0168951 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.243041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.4311 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.328761 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.10565 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.06855 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.740879 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.06565 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.569961 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.700022 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.8321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.205702 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.430308 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.200737 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.346115 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.166858 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.319221 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.031368 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0974775 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.187788 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.0663003 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.396435 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.157131 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.336631 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.304239 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.117228 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),0.0509322 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-1.55724 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.153374 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.0918116 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.132017 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.152289 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.00242651 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0657492 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.450844 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0501268 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.525418 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.461379 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.387528 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-0.925118 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.13862 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.810951 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.684732 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.72387 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.914065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),-0.505508 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.172295 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.414589 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.115616 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.223437 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.155353 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0569758 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0218954 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.139196 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.452109 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.107648 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.53382 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.457663 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.385336 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.1267 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-1.67442 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.905124 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.227357 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.024144 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.502168 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.404192 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.352529 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.633284 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.0939827 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.129103 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0934758 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),0.0975636 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.113444 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.522588 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.4579 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-1.11274 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-1.07558 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.748585 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-1.04155 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.576964 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.69426 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.855665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.111283 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.444484 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.363268 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.172585 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.32727 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.241493 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.00550875 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),0.0759448 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.238037 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.175626 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.429787 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.198068 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.173205 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.322823 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.179896 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-1.66657 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),-0.810184 # DEPENDENCYPART_GRANDPAR
(8,22),(22,29),-0.0325573 # DEPENDENCYPART_GRANDPAR
(8,22),(22,31),-0.854898 # DEPENDENCYPART_GRANDPAR
(8,22),(22,32),-1.62893 # DEPENDENCYPART_GRANDPAR
(8,23),(23,3),-0.77425 # DEPENDENCYPART_GRANDPAR
(8,23),(23,4),-1.12068 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),0.131321 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),-0.0853373 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.341461 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.279434 # DEPENDENCYPART_GRANDPAR
