# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,10,16,15,16,12,16,16,18,19,19,23,26,26,26,21,26,27,28,31,29,4,
(4,1),(1,6),0.166858 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.335315 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.419367 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.431041 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.933627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),0.00961997 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.697015 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.42453 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.536909 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.15579 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.832761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),0.0823379 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.54853 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.321556 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.4653 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.359678 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.348978 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.193519 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.449471 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.433688 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.392982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.146469 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0288882 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.562414 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.29893 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0478313 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0539828 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.266643 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.700261 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.363278 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.243006 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0433611 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.347953 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.201136 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.548206 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.139206 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.723744 # DEPENDENCYPART_GRANDPAR
(4,6),(6,32),-0.583229 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.634001 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.010869 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.138122 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0256764 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.235835 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.0751628 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0630777 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.46368 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0439251 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0248943 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.296453 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.00231086 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),0.010631 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.421514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.10823 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.777262 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0333407 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.158546 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.164403 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.350728 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.167149 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.487395 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.210836 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.105775 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.249157 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.26665 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),0.110905 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.230235 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.238686 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),0.625554 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.194066 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),0.199203 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-0.408774 # DEPENDENCYPART_GRANDPAR
(4,10),(10,32),-0.431384 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.344469 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.441284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.68876 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0232875 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.490348 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.252387 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0715505 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.282853 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.691048 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.269679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.145179 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.00929538 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.193947 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.164061 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.565561 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.575714 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),0.174398 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.511143 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.118248 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.804591 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-0.565648 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.736729 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.548762 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.336498 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.691726 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.234889 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.307136 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.205994 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.120367 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.269524 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.174273 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),-0.199107 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.505809 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.64527 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.317788 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.0923176 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.0449986 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.224933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.783116 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.218134 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0296425 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.283158 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.209145 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.596043 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.519701 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.10123 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.0889794 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.370351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),0.759805 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.0463331 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.105718 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.0459781 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.184766 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.0536252 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.14039 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.243564 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.156668 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.104091 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.14402 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.0947909 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.374017 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.456474 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),0.379177 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.320544 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),0.0646404 # DEPENDENCYPART_GRANDPAR
(4,16),(16,26),-0.49738 # DEPENDENCYPART_GRANDPAR
(4,16),(16,29),-0.402234 # DEPENDENCYPART_GRANDPAR
(4,16),(16,31),-0.889766 # DEPENDENCYPART_GRANDPAR
(4,16),(16,32),-0.612898 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.109974 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.28053 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.745877 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.32027 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.389395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,7),-0.0418824 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.45702 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.214386 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0520167 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.594867 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.258329 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.135172 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.349927 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.53572 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.396157 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),0.318911 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.406149 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.024409 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.637705 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-1.2725 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.455128 # DEPENDENCYPART_GRANDPAR
(4,18),(18,29),-0.532549 # DEPENDENCYPART_GRANDPAR
(4,18),(18,32),-0.384269 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.194463 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.466199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,6),0.618707 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.50344 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),-0.318656 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.0966934 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.641286 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.142048 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.41031 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.167531 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.601987 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.654358 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.580686 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.125596 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.830575 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.694376 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.735889 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-1.33623 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.498703 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),-0.644875 # DEPENDENCYPART_GRANDPAR
(4,21),(21,31),-1.12977 # DEPENDENCYPART_GRANDPAR
(4,21),(21,32),-0.648609 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.481186 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.556964 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.411627 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.469713 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.1454 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.14019 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.838861 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.32869 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.288381 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.175613 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.20082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,10),-0.492776 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.224794 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.202134 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0127226 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.23291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.882282 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.452373 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.185662 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.208353 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0658604 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.32273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.895909 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.513552 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.515988 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.817271 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.11806 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0932135 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.10526 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.064121 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.1145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.684326 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.361248 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.0702566 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.44976 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.562031 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.309939 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.557776 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.466708 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.745389 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.508624 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.519857 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.604118 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.429655 # DEPENDENCYPART_GRANDPAR
(6,4),(4,32),-1.81023 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.189399 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.629813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.207273 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.384244 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0859975 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.12989 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.210021 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.0742165 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.315521 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.080844 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0051836 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.132547 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.651794 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.653024 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.59091 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.564562 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.536649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.206282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.763976 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.441078 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0122903 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.140808 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.308274 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.319045 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.082527 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.256677 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.207876 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.0457701 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.387401 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.0287949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.246949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.19884 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.106338 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),0.0179362 # DEPENDENCYPART_GRANDPAR
(6,10),(10,32),-1.43888 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.822337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.639561 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.642215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.261887 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.19335 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.422098 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0286009 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0686707 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.268868 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.460544 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.104538 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.27258 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.017602 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0414005 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.486087 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.085243 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.101335 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.304881 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.197115 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.0951702 # DEPENDENCYPART_GRANDPAR
(6,11),(11,29),-0.785249 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.175394 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.27774 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.178071 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.226569 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.28338 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.290524 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.273391 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.0145247 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.482495 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.110162 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.566353 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0863908 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.286625 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0812306 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.716141 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.576013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.195795 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.389264 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.208683 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0496553 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.270375 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.000732037 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.383737 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.20823 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0989022 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.0161847 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.346791 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.100755 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.66624 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.685583 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.593529 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.629513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.239863 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.707902 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.45355 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0697699 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0783072 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.168339 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.511374 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.503829 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.00196044 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.19236 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.115292 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.435363 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.194306 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.106554 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.243883 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.154864 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.0255117 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.771708 # DEPENDENCYPART_GRANDPAR
(6,16),(16,31),-0.629125 # DEPENDENCYPART_GRANDPAR
(6,16),(16,32),-1.54123 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.146115 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.0501782 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.46383 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.69256 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.585958 # DEPENDENCYPART_GRANDPAR
(6,18),(18,7),-0.184059 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.283611 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.487113 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0604909 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.0870833 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.486803 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.0795085 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0326149 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.546691 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.22078 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.0169446 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.421185 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.342332 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.194243 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.832342 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.56287 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),-0.855165 # DEPENDENCYPART_GRANDPAR
(6,18),(18,32),-1.38819 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.739193 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.604737 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.635436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),0.252754 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.49325 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.116002 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),0.056227 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.0211033 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.0106705 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0392779 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.573696 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.121879 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.320367 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.155844 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.160183 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.366422 # DEPENDENCYPART_GRANDPAR
