# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,14,14,18,21,19,21,25,25,22,3,
(13,12),(13,16),0.0218075 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.00982532 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0607486 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.038888 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.166408 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.01865 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.109513 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.109963 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.105747 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0391488 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0072192 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0555932 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0168354 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0790731 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0103669 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0745668 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0169386 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0884877 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0399584 # DEPENDENCYPART_SIBL
(14,7),(14,26),0.0423423 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0214423 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.116316 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0318112 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0168903 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0896404 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.018635 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.038148 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0592008 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0288787 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0124592 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.039955 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.120072 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0283783 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.144599 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0189313 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.00476097 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0524038 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0454005 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.112508 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0451419 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0302053 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0200433 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0570011 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0209524 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0586119 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0272862 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0630172 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0431512 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0519778 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0194525 # DEPENDENCYPART_SIBL
(14,9),(14,26),0.0453609 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0365516 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.101092 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0292145 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0683049 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0229935 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.106134 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.100935 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.100878 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.000507713 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.255212 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0106889 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.108108 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.0426989 # DEPENDENCYPART_SIBL
(14,10),(14,26),0.00787543 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0841177 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.153089 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0438737 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0143837 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0154615 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.070861 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0522388 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.000689265 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.059046 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.00415218 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0458547 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.00373237 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.00928394 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0698273 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0162606 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00269576 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0605309 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0348107 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.103261 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.00978997 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.223862 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0174944 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0695111 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0104518 # DEPENDENCYPART_SIBL
(14,12),(14,26),0.064426 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0527102 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0672181 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.013781 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0102577 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0989158 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00172511 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0182141 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.00711699 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0187658 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0257789 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0287328 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00412121 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.012959 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0705145 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0986396 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0107547 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.103205 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.00547939 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.120777 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.0191355 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0826388 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.13246 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0205894 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00604402 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0381279 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0656047 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0425532 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0788522 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0850843 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0678333 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.304453 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.303751 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.56407 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.117506 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.593775 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.449407 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.692244 # DEPENDENCYPART_SIBL
(14,17),(14,26),0.00975988 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0395087 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0634398 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0854251 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0605594 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0298576 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.0415099 # DEPENDENCYPART_SIBL
(14,18),(14,26),0.108268 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.101035 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00878025 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0981604 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.085249 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0346785 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.170563 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.00704422 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0831852 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.100582 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.104326 # DEPENDENCYPART_SIBL
(14,21),(14,26),0.0566422 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.133802 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0182921 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.102447 # DEPENDENCYPART_SIBL
(14,22),(14,26),0.0620245 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0966643 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.11206 # DEPENDENCYPART_SIBL
(14,23),(14,26),0.0541252 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0317162 # DEPENDENCYPART_SIBL
(14,24),(14,26),0.0707356 # DEPENDENCYPART_SIBL
(14,25),(14,26),0.0276916 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0322262 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.130235 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.750034 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.204302 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.161492 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.00810347 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.163107 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.121645 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.138862 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.104995 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0528192 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.428856 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00658399 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00505009 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.068747 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0386759 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00540669 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0201547 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.00670055 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.409639 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0554097 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0772128 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0798483 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0603579 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.078487 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0348944 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0451423 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.204302 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.161492 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00810347 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.163107 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.121645 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.138862 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.104995 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.374836 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.46953 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.663597 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.322854 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.730336 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.608182 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0723779 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.00390346 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0737718 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.020687 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0171849 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0235885 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0518077 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0067992 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0356765 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0596527 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.102825 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.147929 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0369729 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0410201 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.149864 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0520269 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0419092 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0462366 # DEPENDENCYPART_SIBL
(18,16),(18,21),4.3303e-05 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0692943 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00987804 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.00472067 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0500813 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0516145 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0863817 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0225118 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0609951 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0844267 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0552498 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0653036 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0707897 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0532609 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0228306 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0302736 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.115926 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0260837 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.20107 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.201529 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0686989 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.425466 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.144115 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.42332 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.418997 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.392578 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.146589 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.061909 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.79401 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.569329 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.843235 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.048811 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.258742 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.189758 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.157775 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0450608 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.565161 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.850719 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0511029 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.549739 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.024433 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0318445 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0880887 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0102469 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00507556 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0127966 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0809014 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.164913 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.479977 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.199656 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.477517 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.535171 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.410602 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.101406 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.822317 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.702333 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.849399 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.169559 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.308626 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.135671 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.69817 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.856888 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.546724 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.204269 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0415025 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.111734 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0114663 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0194156 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0273129 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0448788 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0100938 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0698929 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.00789823 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0481838 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.168643 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0296193 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.443107 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0382295 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0864855 # DEPENDENCYPART_SIBL
(21,22),(21,24),-8.33384e-05 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0911351 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0432727 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.154702 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.056654 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.721195 # DEPENDENCYPART_SIBL
(22,23),(22,25),-1.14453 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.685367 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.218645 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0516955 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.391739 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0190094 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0375146 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0333794 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0385817 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0459745 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0460828 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0521452 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.176382 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.205907 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.0347053 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.187285 # DEPENDENCYPART_SIBL
(24,6),(24,22),0.0474495 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.171998 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0180737 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.129376 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0339092 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.119066 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0995685 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.120993 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.00893334 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0367432 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.193373 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.049479 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.177747 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.00600041 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.044623 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.193116 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0416982 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0892298 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0446797 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.168209 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0159187 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0842134 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0904107 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0176805 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0709487 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.100516 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0647175 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.23989 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0748458 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0664055 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0297113 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.131658 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0682938 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0394794 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.666733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.567019 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.368033 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.057025 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0233533 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.259925 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0236814 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.271056 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.339312 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),1.94844 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.567601 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.575369 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.173938 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.194361 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.132505 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.162397 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.271163 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.348983 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.103678 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.209975 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.244179 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.547326 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.27904 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.122783 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.146665 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),-0.132876 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),-0.473677 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),2.4931 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.959288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.703587 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.566634 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.55294 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.530038 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.45478 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.600586 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.843203 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.621963 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-1.16139 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.11614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.00674335 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.500881 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.319187 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.29392 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.441305 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.392787 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.404184 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.597387 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-1.13019 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.659952 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.710142 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.697422 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.880436 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.310611 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.671832 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-0.924697 # DEPENDENCYPART_GRANDPAR
(1,3),(3,26),-1.42674 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0734873 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0654033 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.110061 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.473752 # DEPENDENCYPART_GRANDPAR
