# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(13,6),(13,12),0.069945 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0380857 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0168725 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0125025 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0503023 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0378712 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0173872 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.437254 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0025482 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.242734 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.137793 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.154523 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0495469 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0337067 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0276485 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0513021 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.039271 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0660423 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.138428 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0958524 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0107649 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0271607 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0831104 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0690736 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0381187 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0917328 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.050636 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.111722 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.013207 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0739832 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0430817 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0169092 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0125849 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0650616 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.109035 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0539613 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0132984 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.271756 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.272344 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.139618 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.080024 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.11964 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0168972 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0646391 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.000532529 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.180753 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0131123 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0289437 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.160464 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00853637 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0189442 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.12609 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.025833 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0105737 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0717678 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0260018 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0142725 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0957488 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0472911 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00698991 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0583942 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0712841 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0419742 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0625966 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0682802 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.109052 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0349183 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0440847 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0340386 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0302481 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0994677 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0380452 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.17752 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.452754 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.507782 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.123934 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.375649 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.261502 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.476035 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.123934 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.299977 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.393034 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.452754 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.465572 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.467245 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0614317 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.116576 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.105097 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0260714 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0692002 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.528486 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.122223 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.379241 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.263378 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.493304 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.122223 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.301905 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.392325 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.465292 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.482764 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.487569 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0280124 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0265014 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.069156 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00750737 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.00582133 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.00414907 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.33029 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.216062 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.461744 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.00414907 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.254688 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.346468 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.432324 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.452599 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.45391 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.192245 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.227468 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.224496 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.159223 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.387146 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.183906 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.162622 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0113988 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0361094 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.00502207 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0730384 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0252938 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.00199223 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0221711 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0522496 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0433106 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0604187 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.104527 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.055833 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0980539 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.148467 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0990025 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0680437 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.210024 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.129808 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.13998 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.143896 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.115408 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.042503 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0247803 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0202658 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.539761 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0341508 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.212565 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.107134 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0496443 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0155543 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0256637 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0292308 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0450689 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0732203 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0855178 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00671035 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0516728 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.13941 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.308771 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.39921 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.474518 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.494777 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.496 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0462827 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0968646 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0803708 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.00327244 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0297017 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00502207 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0730384 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0252938 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00199223 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0221711 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0522496 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0433106 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0604187 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.104527 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.055833 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.201159 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0716215 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0644237 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0727386 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0273019 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.143979 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.178915 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0206109 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0717915 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.180249 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.210001 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.252279 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.150221 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.148201 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.228938 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.134139 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.224223 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.482764 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.487569 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0280124 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0265014 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.069156 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00750737 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00582133 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.502306 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0544872 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.100231 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0884811 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00613741 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0255386 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0483124 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0906819 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0727434 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0119674 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0124927 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0259268 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0639588 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0759559 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.041944 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0115318 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0586816 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0614175 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0135524 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.125521 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0118942 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0140959 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.133563 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.13275 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0140528 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0863139 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0785267 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0217538 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0632038 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0233891 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0984783 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0547068 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0799816 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0024165 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.117139 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0473899 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0862881 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0779006 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0237278 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0466775 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0823287 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0863115 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0289233 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00256484 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0228766 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0972232 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.112548 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.100853 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.133824 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.063027 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0769797 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0688859 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0142515 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0524296 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0628979 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00776722 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.51747 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.129917 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0562708 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0529438 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0633167 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.01836 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.103629 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0602423 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0142106 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.195106 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0878287 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0094534 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.122693 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0391328 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.278007 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.157805 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.313699 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0277164 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0115627 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0889871 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0482412 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0416015 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0643066 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0195697 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.196769 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0933854 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0171153 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.231085 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0166149 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0100097 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0585369 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0340556 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.300608 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.803235 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.208462 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.260642 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.11614 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.287424 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0248469 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0907971 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.568432 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.183191 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.256179 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-1.29345 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.11968 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.319337 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0203832 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.105589 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.812286 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.902025 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.338603 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.697844 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0245698 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.488084 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.529648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-1.63204 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.82471 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),1.46057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.678569 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.716449 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.23444 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-1.21109 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.191581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.277628 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.00135526 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.100816 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.655917 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.111089 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.48496 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.472488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.510105 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.443742 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.109059 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-1.17251 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.344966 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0878979 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.497006 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.93344 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.370334 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.716182 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.061889 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.394411 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.368684 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-1.52328 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.69607 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),2.01369 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.71352 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0953321 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-1.00799 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-1.31949 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.750983 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-1.05265 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.270437 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.571916 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.779879 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-1.82775 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.980293 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.56095 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.388532 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.476435 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.60879 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.159047 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-1.23182 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.148049 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.670517 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.0767486 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.140155 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.08429 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-1.20266 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.675786 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.946836 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.215943 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.357182 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-1.47431 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.603574 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),2.09387 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.950552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.256836 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.299057 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.110544 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.501028 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.526345 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.423105 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.549052 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.681263 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.457262 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.649249 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.567436 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.979014 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.8419 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-1.08742 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-1.11248 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.582219 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-1.30262 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.28042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.112691 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.585386 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.216549 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.614589 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.666128 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.709434 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.825045 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.706919 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-1.07804 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-1.42525 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.523453 # DEPENDENCYPART_GRANDPAR
