# _root_ The 7 1\/8 % issue of Triborough Bridge and Tunnel Authority of New York , due 2019 , was off 5\/8 at 98 1\/8 bid .
#goldHeads=5,3,5,3,19,5,8,6,8,11,9,8,14,12,5,5,16,5,0,19,20,19,24,25,22,19,
#predictedHeads=5,3,5,3,19,5,8,6,8,11,9,11,14,12,5,5,16,19,0,19,20,19,24,22,24,19,
(5,9),(9,15),-0.392153 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.000963075 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.851821 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.347646 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.134728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0903326 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.216897 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.321148 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.673479 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),0.218238 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.194406 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.00683318 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.738539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.118805 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.269824 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.119369 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.266965 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.101622 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.718256 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.243476 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.252455 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.186519 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.108974 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.332087 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.5474 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.65348 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),0.23722 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.362008 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),0.0923409 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.801286 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.81615 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.257153 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.0332362 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.254063 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),0.394918 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.755952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),-0.151006 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.237623 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.299166 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0866044 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0159138 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.631455 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.286565 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.182041 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.121935 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.366196 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.533762 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.649002 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),0.105301 # DEPENDENCYPART_GRANDPAR
(5,14),(14,26),-0.799594 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0649877 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0849067 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.820462 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.436934 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.519071 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.1894 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.404368 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.446707 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.466316 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),0.305125 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.194307 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.0430368 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),0.155618 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.598347 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.897946 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),0.245167 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.167535 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),0.123796 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.615848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.0141212 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.307141 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.0759551 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.0399805 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.455301 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.065644 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.297282 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.842386 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.460835 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.477776 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.0516441 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.0791948 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.557408 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.389854 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),0.234313 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.156364 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.122182 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),0.0861867 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.614665 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.977702 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),0.249152 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.178326 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.0990109 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),0.0861264 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.569848 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.907902 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.592281 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.104254 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.106065 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),0.0645626 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.917033 # DEPENDENCYPART_GRANDPAR
(5,25),(25,1),-0.888673 # DEPENDENCYPART_GRANDPAR
(5,25),(25,3),-0.260957 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),0.0507099 # DEPENDENCYPART_GRANDPAR
(5,25),(25,17),-0.093606 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),-0.521126 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),0.0850182 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.408172 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.353411 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.114075 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.809553 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.890672 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.629936 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.342059 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.172784 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.53738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),0.266759 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.866565 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.02082 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),1.14241 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.220281 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.206012 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0208437 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.15636 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.295547 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-1.36697 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.56572 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.28453 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.16687 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.10035 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.02087 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.746682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.721033 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.190417 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.830152 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.204662 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.00991769 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.149358 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.140056 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.468385 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.279243 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.0244383 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-1.36173 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-1.33576 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.294271 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.26806 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-1.5514 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.412842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.475541 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.185753 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.437888 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.0834398 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.201078 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0115799 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.145773 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.302646 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.56569 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.2845 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.16684 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.1003 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.02082 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.71779 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),1.15329 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.00166171 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.820026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.00795001 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-1.09741 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.123526 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.174112 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.17132 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.491661 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.313299 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.0344775 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.503351 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.867617 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.606046 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.677383 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-1.37539 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.02095 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.760926 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),1.19643 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.77689 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.261937 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0551752 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.64441 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.25845 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.19617 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.508351 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.397637 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.0476262 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.528201 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.694073 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-1.4034 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.00197 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.883822 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.911249 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.761878 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.687774 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.83649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.655243 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.28142 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.03318 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.12274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.694069 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.06817 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.34 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.952557 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.63243 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.40706 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.06638 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.50421 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-1.00131 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-1.98144 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.53892 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.44436 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.44507 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.47577 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.44024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.35947 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.05444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.496239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.310167 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.404413 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.284824 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.334986 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.600005 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.46079 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.892441 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.972762 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-1.20937 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0234437 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.110974 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.40184 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.343169 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.076368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.59835 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.269191 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-1.14509 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.357205 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.53892 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.44436 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.44507 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.47575 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.44022 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.04346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.137156 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.685809 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.240151 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.277939 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.615753 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.341938 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.592631 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.538566 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.464151 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.885067 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.968882 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.632559 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.624683 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.11844 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.654578 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-1.20312 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.57362 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0654366 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.395213 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.43225 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.581483 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.285037 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.220389 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.739764 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.363547 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.174414 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.232129 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.34738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.736019 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.740033 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.531301 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.127433 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.160094 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.230613 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.34738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.736019 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.610494 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.331512 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.322465 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0709397 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0973196 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.45517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.828026 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.311705 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.483504 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.392674 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.356161 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.304584 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.200597 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.184107 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.45218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.832591 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.919765 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.711896 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.318931 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.584531 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.95588 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.426146 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.11357 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.14891 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.704611 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.889921 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-0.555606 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-1.67257 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.260972 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.290643 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.37389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.777064 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.841476 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.633607 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.50641 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.41757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.4932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.865321 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.752913 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.402073 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.05318 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.21087 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-1.70602 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.10105 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.310948 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0110547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.211518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.418345 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.207396 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.265022 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.880684 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),0.10549 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0355965 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.135031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.177816 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.358605 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.02475 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.960466 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.897237 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.02421 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.941101 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.916315 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.658996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.232874 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.125948 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.132165 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.47342 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.163457 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.204512 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.00708188 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.040352 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.362203 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.705147 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.265718 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.193481 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.468204 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.227723 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.887949 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.449304 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.421942 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.12718 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.017507 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.159336 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.941254 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.916397 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.611571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.0785236 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.127044 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.566212 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0837218 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.18704 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0374301 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0121364 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.344731 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.651827 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.221206 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.175235 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-0.84705 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.879695 # DEPENDENCYPART_GRANDPAR
