# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(5,6),(6,16),-0.0924403 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.0524296 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-0.559846 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.569474 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0611227 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.562316 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.129753 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0555778 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.748258 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.643002 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.780851 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.726384 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.653335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.553722 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.304596 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.191519 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0610908 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0085074 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.00341293 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.251729 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.245364 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.329863 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.042008 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0908344 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.0199296 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.657111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.671815 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.572333 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.559312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.187844 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.0767414 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.228508 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-0.119235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,29),-0.721628 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.597877 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.03535 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.104751 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0393253 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.181118 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0487064 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.169309 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.190387 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.23707 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.867809 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.863437 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.912237 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.76386 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.630085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.62263 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.129851 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.129997 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0722202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.186692 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.114521 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.188607 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.303483 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.317962 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0965108 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0478531 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.166376 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.236999 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.217697 # DEPENDENCYPART_GRANDPAR
(5,11),(11,28),-0.159727 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-0.495662 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.388785 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.056594 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.306271 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0188299 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0285635 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.231378 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.130136 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0590177 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.405844 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.249214 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.272674 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),0.0465183 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.16777 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.280247 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.53659 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.314138 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.159362 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.00180586 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.0516006 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.00130292 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.180987 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-0.629611 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.719349 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),0.612115 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.196381 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0765655 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.05259 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.108095 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.304569 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.174297 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.0422873 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.0518239 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.86667 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.863445 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.912291 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.608088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.643902 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.0951873 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.108511 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.197132 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.118831 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.0695849 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.233617 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.351347 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.326513 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.0818017 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.162288 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.589655 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.668487 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.542015 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.559439 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.236922 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.169983 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.209388 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-0.159648 # DEPENDENCYPART_GRANDPAR
(5,16),(16,29),-0.507142 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.061148 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.0583222 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.830457 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.420736 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.399076 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.249453 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.270728 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),0.0164609 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),0.0406026 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),0.0515925 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),0.0781107 # DEPENDENCYPART_GRANDPAR
(5,18),(18,29),-0.535426 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.8673 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.865628 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),-0.215633 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.381241 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.329819 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.81363 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.59763 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.612352 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.528054 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.527749 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.182721 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.227178 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.18793 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.573615 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.189518 # DEPENDENCYPART_GRANDPAR
(5,25),(25,28),-0.150479 # DEPENDENCYPART_GRANDPAR
(5,26),(26,1),-0.748258 # DEPENDENCYPART_GRANDPAR
(5,26),(26,3),-0.780992 # DEPENDENCYPART_GRANDPAR
(5,26),(26,4),-0.726385 # DEPENDENCYPART_GRANDPAR
(5,26),(26,5),-0.655246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,26),(26,6),0.558029 # DEPENDENCYPART_GRANDPAR
(5,26),(26,7),-0.302885 # DEPENDENCYPART_GRANDPAR
(5,26),(26,8),-0.191829 # DEPENDENCYPART_GRANDPAR
(5,26),(26,9),-0.0732412 # DEPENDENCYPART_GRANDPAR
(5,26),(26,10),-0.180689 # DEPENDENCYPART_GRANDPAR
(5,26),(26,11),-0.0808248 # DEPENDENCYPART_GRANDPAR
(5,26),(26,12),0.123184 # DEPENDENCYPART_GRANDPAR
(5,26),(26,13),-0.314762 # DEPENDENCYPART_GRANDPAR
(5,26),(26,14),-0.356398 # DEPENDENCYPART_GRANDPAR
(5,26),(26,15),-0.361809 # DEPENDENCYPART_GRANDPAR
(5,26),(26,16),-0.170672 # DEPENDENCYPART_GRANDPAR
(5,26),(26,17),-0.183959 # DEPENDENCYPART_GRANDPAR
(5,26),(26,18),-0.0662 # DEPENDENCYPART_GRANDPAR
(5,26),(26,19),-1.01786 # DEPENDENCYPART_GRANDPAR
(5,26),(26,20),-0.690108 # DEPENDENCYPART_GRANDPAR
(5,26),(26,21),-0.696174 # DEPENDENCYPART_GRANDPAR
(5,26),(26,22),-0.578862 # DEPENDENCYPART_GRANDPAR
(5,26),(26,23),-0.5588 # DEPENDENCYPART_GRANDPAR
(5,26),(26,24),-0.302808 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),-0.117832 # DEPENDENCYPART_GRANDPAR
(5,26),(26,27),-0.86228 # DEPENDENCYPART_GRANDPAR
(5,26),(26,28),-0.124387 # DEPENDENCYPART_GRANDPAR
(5,26),(26,29),-0.699924 # DEPENDENCYPART_GRANDPAR
(5,28),(28,19),-0.844611 # DEPENDENCYPART_GRANDPAR
(5,28),(28,20),-0.599634 # DEPENDENCYPART_GRANDPAR
(5,28),(28,21),-0.614473 # DEPENDENCYPART_GRANDPAR
(5,28),(28,23),-0.530801 # DEPENDENCYPART_GRANDPAR
(5,28),(28,24),-0.297495 # DEPENDENCYPART_GRANDPAR
(5,28),(28,25),-0.118704 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),-0.516364 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),-0.504371 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.104948 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.288916 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.024888 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.220224 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.276818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0161861 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.00837285 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.387647 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.148551 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.00950608 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0173264 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0433034 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.482167 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.490897 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.381524 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.228642 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0654182 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.273962 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0129622 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.04253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.287871 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.454199 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.379925 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.51783 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.535376 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.387089 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.338129 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.565416 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-0.682998 # DEPENDENCYPART_GRANDPAR
(6,4),(4,29),-0.857867 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.114274 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0640511 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.278063 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.118644 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.04312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.358961 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.477306 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.361337 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.48617 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.577954 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.474915 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.46991 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.60674 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.757034 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.409219 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.489449 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.854653 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-0.726249 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-0.66441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,28),-0.829603 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-0.860098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.582319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.029144 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.580947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.147656 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0815195 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.631444 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.519978 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.741093 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.495919 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.453358 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.627823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0335943 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0596537 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0969123 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0483036 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.134173 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0285554 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0472653 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.181072 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.224836 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.0606866 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.0861991 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.288636 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.265656 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.290913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.258484 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.310443 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.197346 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.255087 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.299054 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-0.533637 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.576288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.206235 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0186113 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0763047 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.244878 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0493067 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0828169 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0175144 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.427581 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.712411 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.687257 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.830601 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.496932 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.478244 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.569535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.143397 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.00838718 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.180666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0393666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0250095 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0146938 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.144881 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.25148 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.333106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.0373995 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.071564 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.410829 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.239323 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-0.392747 # DEPENDENCYPART_GRANDPAR
(6,11),(11,29),-0.363786 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.169835 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0745538 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.00427142 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.101321 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0331382 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0933622 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.121118 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.0241119 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.0774293 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.0476362 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.0584134 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.158404 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.21939 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.711268 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.687262 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.830652 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.478217 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.579226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.14745 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.0179048 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.00191825 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.147835 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.00592452 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.00593181 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.170202 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.199844 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.012481 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0626015 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.301274 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.335412 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.335481 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.331684 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.39696 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.318544 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.222299 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-0.378875 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.366174 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.257556 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.0325888 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.00101232 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.185711 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.130858 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.107935 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.119168 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.198073 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.103659 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.0539569 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.198628 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),-0.406011 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.33179 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.488375 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.472598 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.14552 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.321728 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.78157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.535124 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.743567 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.732164 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.856919 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.87289 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.0198 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.01353 # DEPENDENCYPART_GRANDPAR
(7,6),(6,29),-1.15556 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.656848 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.28453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.294608 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.249402 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.143201 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.177683 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0391922 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0292307 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.045202 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.67564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.535401 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.775952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.653509 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.831006 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.665446 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.949018 # DEPENDENCYPART_GRANDPAR
(8,6),(6,29),-1.16804 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0827818 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.67564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
