# _root_ Besides spurring Barry Wright 's sales , which were $ 201.7 million in 1988 , Mr. Sim must pare its costs and product line .
#goldHeads=18,1,4,6,4,2,6,9,6,9,10,10,9,13,6,17,18,0,18,21,19,21,24,22,18,
#predictedHeads=18,1,4,6,4,2,6,9,6,9,10,10,10,13,18,17,18,0,18,21,19,21,24,22,18,
(10,11),(10,25),-0.00620132 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.398089 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0573749 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0818435 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0460368 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0458989 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0122413 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.02517 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0680173 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.123784 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.00356458 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0384997 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.100909 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.127105 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0119146 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0125232 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0175217 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0509689 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.124072 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.236269 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.171483 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.116836 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0399107 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.12376 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.123622 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.012178 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.000291247 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.126293 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.037761 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0325666 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.0220591 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.165234 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.193636 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.351729 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.270311 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.238803 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.553529 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.40177 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0206467 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.185643 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0973 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0268445 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0853748 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0523635 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0530428 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0174483 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0972934 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0347162 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0842455 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.042846 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0497512 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.0129787 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0532163 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0288969 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.00502626 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0117824 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.0900641 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0866465 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0133132 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.128409 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.0364022 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0888727 # DEPENDENCYPART_SIBL
(10,21),(10,24),-0.144848 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.0300605 # DEPENDENCYPART_SIBL
(10,22),(10,24),-0.186167 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.236932 # DEPENDENCYPART_SIBL
(10,24),(10,25),0.0207211 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0631774 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0826404 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0962581 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.444654 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0599143 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.186158 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0627735 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0300032 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0333813 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.108513 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.42984 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.000831766 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.106106 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0408981 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0501148 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0888489 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0417497 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0761169 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0769209 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0297901 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0662678 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0496411 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0260254 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0304203 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0114514 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.019484 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0954709 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0646523 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.060306 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0128265 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0201258 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.00581085 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0264587 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.00345721 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00533583 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0965805 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0299501 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0249098 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00871694 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00380223 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.100512 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.07463 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0174735 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.235332 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.566903 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.566748 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.379036 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.44901 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.875055 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.180504 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.182723 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0455243 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0739697 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.568385 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.153476 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0503897 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.480329 # DEPENDENCYPART_SIBL
(13,15),(13,25),0.395117 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.820897 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.482275 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.419852 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.846437 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.103126 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.08931 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.480346 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.410058 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.843386 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0916193 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.0569606 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.155294 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.364363 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.125125 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.448627 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.389424 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0883412 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.179527 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0398357 # DEPENDENCYPART_SIBL
(13,21),(13,25),-0.00434118 # DEPENDENCYPART_SIBL
(13,22),(13,25),0.0687683 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.322117 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0608065 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0167449 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0158687 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.034072 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00603319 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0897207 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0851464 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0275242 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.507104 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.535612 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.567251 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.117618 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.091834 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0918167 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0131482 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0692131 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0524475 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.00399028 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.118441 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0438309 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0836405 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0244522 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0016772 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0164442 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.239421 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.282024 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0300685 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0708081 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0372495 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0183678 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00268186 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.124317 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0568524 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0529632 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0111053 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.058965 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.169578 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00139505 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.126715 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.106721 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.122314 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00840721 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.135226 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0449792 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0546569 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0805272 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00463218 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0284861 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0437811 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.142661 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.10498 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0522198 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.047576 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0489954 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.236174 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0797238 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0675385 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0939521 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0802208 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.136898 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0632731 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.236174 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0700089 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0459152 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0766308 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0942046 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0989902 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.175486 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.05273 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0873268 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0243714 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.100744 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.19939 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.259058 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.123526 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.115754 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.11172 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.15792 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0867414 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.154076 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.259058 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.104199 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.100741 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.060459 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.011068 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0326465 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.047006 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0350205 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0356437 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.0451654 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.286651 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0204546 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.252426 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.110919 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.15493 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.198609 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.00725094 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.199327 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0204546 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.397813 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.286523 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0417389 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0513959 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0740725 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0130116 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0467762 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0383094 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0189324 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.118718 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.391719 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.222622 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.259483 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.336935 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00617085 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.328756 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.118718 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.46768 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.445714 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0930167 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.00848546 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0490691 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0572912 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.052048 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0513575 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0389453 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.196576 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0608996 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0439472 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.10706 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0628841 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0838612 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0198769 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.156609 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0184511 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0352623 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0611615 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0968531 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.201532 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0545109 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0605452 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.0959669 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.062997 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0716341 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.127267 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.354071 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.123412 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.172674 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.217611 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.196176 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0876528 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0604609 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0162418 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.128617 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0448405 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0474092 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.510719 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0288005 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0619907 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0296471 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0584762 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.219239 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0100484 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0152196 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0333309 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0492629 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0867735 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.114625 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0580441 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0586702 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0386821 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.126125 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0484989 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0978332 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.066128 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0561898 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0533262 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.00465672 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0238152 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0308982 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0358868 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0194966 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0197947 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0211135 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0128979 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.163054 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0522055 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.035533 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0274259 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00268978 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0303668 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0420536 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0454307 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0191871 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0166797 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0231926 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.147786 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00359601 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.11039 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0783149 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0407951 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0918149 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0810278 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.206163 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.000458393 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0387102 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0415302 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0581621 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.023923 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0158123 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0190183 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.037329 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0553554 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.069448 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0417607 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0392555 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.05827 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.156609 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0184511 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0352623 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0611615 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0968531 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.201532 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0545109 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0605452 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0959669 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.400417 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0145186 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0741559 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.110176 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0625913 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.111088 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.102622 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.127478 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0418848 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0513448 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0694415 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0129594 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0533884 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0449216 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0104446 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.11283 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.167128 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.160529 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.234549 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.228562 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.110992 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0415786 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0450365 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0464919 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0465314 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.100171 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.040018 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0941436 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0916435 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0502597 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00481807 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.00434734 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0122164 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.153665 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0433685 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0739777 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.084686 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0269508 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0377651 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0559033 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0678905 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.202232 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0182699 # DEPENDENCYPART_SIBL
