# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
(12,5),(12,6),0.307486 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0640115 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.231406 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.210911 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0426791 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.112184 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.00441207 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0134584 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0602835 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0492877 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00206998 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0348457 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0397169 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.100092 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.179026 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.169211 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00188069 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0696412 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0494821 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00447086 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0398817 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0613434 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0359416 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0821832 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0886609 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0437337 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.02155 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.167053 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.11413 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0441454 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0615955 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0635074 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0809 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0328128 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.201609 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0789896 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.199662 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0562198 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0378953 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.086733 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.155313 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.134561 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0188481 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.187367 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.514768 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0604514 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00504978 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0108613 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.167043 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0545633 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.136078 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.211188 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0739137 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0730421 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0369299 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.131943 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0881178 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0151994 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0471055 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0752012 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.089359 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.261027 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0364376 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.150773 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0470523 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0605907 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0384858 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.108328 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0278141 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0402662 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.474888 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.153134 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.619182 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.345171 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0185351 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0111817 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0422893 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.023958 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0575328 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0286805 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.189008 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00405512 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0424824 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.167523 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.00651982 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00699935 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0984212 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.158234 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.498716 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.00755855 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0777074 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.490035 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0639225 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.265637 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.232513 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.28346 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0634781 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.383217 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.439586 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.279127 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.478399 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.485088 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0639225 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.061413 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.137363 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0633996 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.152743 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0696254 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.011453 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0535427 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0547663 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0649348 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.127287 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0481207 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.245527 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.213154 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.273058 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.05819 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.380379 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.323992 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.276301 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.362948 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.369637 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0481207 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0186894 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0867926 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.00133893 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0765394 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.00756468 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.046319 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.00851803 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.00915593 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.00287415 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0176196 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0362373 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0375465 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0524088 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0776469 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0447564 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0082946 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0335334 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0962536 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0734129 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0099989 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0157798 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.121334 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00497439 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.119151 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0142581 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.1754 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0215754 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0208858 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.00719946 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0279531 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.111308 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0271197 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0298401 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.31218 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0858933 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.172023 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.103726 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0860146 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0336092 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0332125 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0644316 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0827553 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0803922 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0709438 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.00020561 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0635947 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0488131 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0698816 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0258476 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0300358 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0287914 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.304511 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0165862 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.168839 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00163406 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0184674 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.055987 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0030031 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0548516 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.053555 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0565349 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0417556 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.00579196 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0344065 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0196249 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0406903 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0137389 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0593489 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.506724 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.517686 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.348013 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.50071 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.506701 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0737632 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0661276 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0806584 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0214117 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.00771955 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0390967 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0508526 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0247324 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0113431 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.030078 # DEPENDENCYPART_SIBL
(14,6),(14,24),0.0293408 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.117511 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0647754 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.222587 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0392377 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.044599 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.138284 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0156161 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.103746 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0553614 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0158699 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0415753 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0565645 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0342289 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0109751 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0443474 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.0304684 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.211029 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.344014 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.229807 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.206557 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.159907 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.112722 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.178915 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.198166 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.129131 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.184953 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.218308 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.178215 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.170229 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.189144 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.221298 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.282601 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.394405 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.39174 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0682069 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0782409 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0729238 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0643409 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0515546 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0581151 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0548057 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0741978 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0748357 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0628056 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0175284 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00652079 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00462789 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.082159 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0597717 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0999565 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0900276 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0781109 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0763115 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0634154 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0689651 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0763641 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.077611 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.105176 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.34422 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0778399 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0128547 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0984124 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0264468 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.1173 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0326725 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0419135 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0165898 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0159541 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.027982 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.024839 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0654443 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0137525 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.10255 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0219755 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0733861 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0282013 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0325462 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0121186 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0114807 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0235107 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0344572 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0157798 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.121334 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00497439 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.119151 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0142581 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.1754 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0215754 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0208858 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00719946 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0279531 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0603607 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.153681 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.148408 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.148276 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0611583 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.148523 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.177818 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.151679 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0137608 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.203245 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.142995 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.202456 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.109962 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.202456 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.207214 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.202752 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.136471 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0214721 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.220382 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.105843 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.219909 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.238477 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.221377 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0191232 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.110265 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.026876 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.110759 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.161189 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.112094 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.00697427 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0909208 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.224565 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.243133 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.225508 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0215065 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.182812 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.190948 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.18313 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0966533 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.237187 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.219561 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.00654176 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.257319 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0702976 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.00841731 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.372675 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0443137 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.372674 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.110795 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.372667 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.38057 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.374228 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.192732 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0803991 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.667879 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.315985 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.667393 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.694351 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.671947 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.108036 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0668964 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.182848 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.067385 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.124807 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0699213 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0133641 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.328175 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.698917 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.725875 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.70242 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.184795 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.277573 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.289053 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.279154 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.00403714 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.725875 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.70242 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.169717 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.722747 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.213416 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.164613 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0650482 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0676327 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.422879 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.000724612 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0109547 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.630834 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0153953 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0936026 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.000567413 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.061388 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.157513 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.187617 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.285772 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0540029 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0241648 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0326329 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0268962 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0553505 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0428313 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0304293 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.219242 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.116868 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.167499 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.111199 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0414638 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.12355 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.109765 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.000724612 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0109547 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.630834 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0153953 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0936026 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.000567413 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.061388 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.150502 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.638945 # DEPENDENCYPART_SIBL
