# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,7,11,14,12,14,18,18,14,3,
(10,13),(10,16),0.0134244 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0476068 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.188641 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0250783 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0841269 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.705251 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00174646 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00564665 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0445556 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.199572 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0122012 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0217737 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0441272 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0325016 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0675877 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0938089 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0362429 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.100766 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0789461 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.058722 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0541051 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0565086 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0537248 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.058722 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.43746 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.191863 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0378457 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.185783 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.23057 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.253192 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0016517 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00845282 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.317972 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.177265 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.157234 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.158054 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.168635 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.165006 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.179528 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.158054 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.137815 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0299958 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.116762 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.104749 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.159006 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0230895 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.196967 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0222017 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.158928 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0564656 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0606721 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0771394 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0183336 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0858224 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0606721 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0978016 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0508902 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0522044 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.121369 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0226884 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0611423 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0339331 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.037003 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0211585 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.245363 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0653373 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0298634 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0170403 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.245363 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.296419 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.341026 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0453734 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00644781 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0679766 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0327073 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0722249 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00747139 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.187915 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0022726 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0566402 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0291346 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.187915 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0342672 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.311955 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.110824 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0565288 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.513613 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.052813 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0719374 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0746869 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0453035 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.115117 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.102556 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0746869 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0730001 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.072756 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.168423 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0505707 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0562371 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0153575 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0490473 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0444006 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0747215 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0447148 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0490473 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.292759 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.355578 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0158881 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0223269 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0470908 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0642009 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0326793 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0362617 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0169683 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0642009 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.205205 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0712713 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0451745 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0450741 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0642451 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0130404 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00347015 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0681693 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0642451 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.179962 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.191318 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.161218 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.165416 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.170842 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.179408 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.183513 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.165416 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.126234 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0786267 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0782032 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.026056 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0466102 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00347959 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0782032 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0121907 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.206005 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0534294 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.199773 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.121166 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.206005 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0608445 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0538648 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.189961 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.109109 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.190828 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0340979 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0974667 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.151215 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00962094 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0202908 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0262674 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.137896 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0250637 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.21128 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.055976 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0340979 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0913492 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0306769 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.112144 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.120773 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0913492 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0963102 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.173822 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0233472 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0224456 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0464206 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0505058 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.229863 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0830181 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0425987 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.197189 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0827648 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.112683 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0335813 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0801491 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0727591 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0505058 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.311987 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0182065 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0486068 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0516235 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0611807 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0320589 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0611807 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0120798 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0232175 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0482073 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00162303 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0831874 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.00162303 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0264481 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0627165 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.128157 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0138824 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.128157 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00562144 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.130067 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0523735 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.130067 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.123246 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.026088 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.123246 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.012797 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00271572 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00133477 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0366181 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.105955 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.191381 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0255278 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0507285 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.065932 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0205058 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.121458 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0366181 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.101064 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0290379 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00103287 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0223035 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0763184 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.131583 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.130563 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.265374 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.119974 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.130593 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.109945 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.141288 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.039734 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.186288 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.236849 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00594385 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0723002 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.158973 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0632695 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0218602 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.498483 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.268286 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.259401 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.113717 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.284191 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.194189 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.212499 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0277303 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0431315 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0389053 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0143052 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.201087 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0184804 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0748722 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.161015 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0659507 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00760635 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.142165 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0657667 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0231312 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0325353 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0533207 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.135601 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0693192 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0980758 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0155863 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.25244 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00022473 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0426804 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0827549 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.100742 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0148467 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0328955 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0655538 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.113877 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.116482 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.201329 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.050161 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0472799 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.127883 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.107601 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0275553 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00839551 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0570419 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0625027 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0213752 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0536514 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.107685 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0911047 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0481887 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.127688 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.047257 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0652679 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0595914 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0835784 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0555827 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.11286 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.275186 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0425407 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0817588 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0935449 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.202869 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.103014 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.038653 # DEPENDENCYPART_SIBL
(14,11),(14,13),7.79789e-05 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0412854 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0299283 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.120369 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.148817 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0623529 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.236849 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00594385 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0723002 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.158973 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0632695 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0218602 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0857806 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00220312 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0220276 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0485988 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0590069 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.621005 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.438554 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.735937 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.124336 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00437974 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0371062 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0548768 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0207222 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0897058 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0220501 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0116182 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.136156 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.118355 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0555427 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0367148 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0841278 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.212439 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0366181 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.105955 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.191381 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0507285 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0205058 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0366181 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.101064 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.191381 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.065932 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0205058 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0307148 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.131583 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.130563 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.265374 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.130593 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.141288 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.186288 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.236849 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.265374 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.109945 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.141275 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.218191 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0218602 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.498483 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.259401 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.284191 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.212499 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0277303 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.498483 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.113717 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.283851 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.14554 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0184804 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.161015 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00760635 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0657667 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0231312 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0235748 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0659507 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.00760594 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.175293 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0980758 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.050161 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.127883 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.107601 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.18908 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.201329 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.050161 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.060723 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0213752 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.11286 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.275186 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.219331 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0988405 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.16232 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.187286 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.103014 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.236849 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.265374 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.109945 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.141275 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.218191 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0218602 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.641767 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.173196 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.334287 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.203603 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0590069 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0659507 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00760594 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.175293 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0980758 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0536494 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0361763 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0835784 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.185911 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.100505 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00489761 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.4138 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.782096 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.204851 # DEPENDENCYPART_GRANDPAR
