# _root_ The Tokyo Stock Exchange index for the second section fell 100.96 , or 2.7 % , to 3655.40 .
#goldHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
#predictedHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
(15,13),(15,18),0.000713923 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.211662 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0251889 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0471065 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0255389 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0135565 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.153585 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.444231 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.124336 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.519528 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0989588 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0979214 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.262934 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0148397 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0217567 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00991615 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0798127 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.202261 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.602696 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.158087 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0101678 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.381798 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.875905 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00450461 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0901997 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0043987 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.203996 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.291576 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.153603 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00328091 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.381786 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.8759 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00380574 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.161195 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.53329 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00936352 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.459384 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0131558 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.11663 # DEPENDENCYPART_SIBL
(0,5),(5,1),0.109984 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0276249 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.205052 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.258712 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0268493 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.391268 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.292082 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.554223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.369416 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0839133 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.416949 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.138354 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.476053 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0415706 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.50045 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.70351 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.51706 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-1.33122 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.264997 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.336793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.590812 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.319283 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.145616 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.452427 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.172984 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.41435 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0243638 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.450317 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),1.55386 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.00420282 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0701444 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.269354 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.355839 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.223324 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-1.57356 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.423807 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.421386 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.056363 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.422299 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.298797 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.157525 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.147075 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.137667 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.474766 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.187397 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),1.92677 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.15837 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.982296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.000746863 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.536323 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.15803 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.925669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.385135 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.361214 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.00442949 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.4611 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-1.00894 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.51446 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.7041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.774981 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.996372 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.949798 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.760301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.407667 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.120144 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.364135 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.09026 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.503046 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.630337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.491864 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.29595 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.64836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.500494 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.314746 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.64834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,12),-1.35377 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.05011 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.02291 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.12261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.869521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.296341 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.252333 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0469303 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0788422 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.451191 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.68467 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.372961 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.468835 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-1.07682 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.653722 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.680528 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.91248 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.259629 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.733418 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0562896 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.123264 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.305537 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.268404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.52445 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.340087 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.297095 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.916597 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.550196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.497741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.97791 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.343465 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.457218 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.622783 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.474826 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.339362 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.177325 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.515674 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.206942 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.178944 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.854322 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.447005 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.225578 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.301182 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.14748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.483605 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.853766 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.25737 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.518473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.472565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.132491 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0441592 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.436356 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0530842 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.108459 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.29718 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.57313 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.27708 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.178141 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.0713474 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.907025 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.434933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.174969 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.286186 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.242096 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.180399 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.153452 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.598152 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.1846 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.00922 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.13054 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.962805 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.404453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.228256 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.344986 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.112858 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.197704 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.370783 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0961306 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0177888 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.670194 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0724908 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.245159 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.389046 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.781824 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.851215 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.972511 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.804668 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.483592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.295624 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.503571 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.141522 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0460198 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0887424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0780323 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.194069 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.379214 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.528707 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.246654 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.124538 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.107006 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.938741 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.274812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.13799 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.289735 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.257832 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.155975 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0792565 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.263718 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.392875 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.794061 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.247878 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.144688 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.126219 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.89307 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.374105 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.300643 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.472458 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.324334 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.427307 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.151435 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.273728 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.329068 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.137505 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.849197 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.339757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.244283 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.498571 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.123466 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.112926 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.154872 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.419461 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.382103 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0147011 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.100648 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0279013 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.664222 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.36075 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.806482 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.380231 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.189796 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.922473 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.280744 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.391472 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.558669 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.205206 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.23645 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.347952 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.89307 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.369568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.678165 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.481188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.355573 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.456776 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.34131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.500157 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.547236 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.612832 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.814856 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.998098 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.01296 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.47336 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.737287 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.24783 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.72445 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.72463 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.01853 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.838264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,5),-1.08415 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.746724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.06514 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0327341 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.160158 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.189296 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.404977 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.75478 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.43398 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.38243 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.38725 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.23005 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.727243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.950182 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.399096 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.117291 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0318457 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.18454 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.38482 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.48453 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0762715 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.340115 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.877745 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-1.07726 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.26593 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.2143 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.21905 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.02546 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.08197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.206362 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.069584 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.00753783 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0978359 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.41234 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.417291 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.814058 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.513886 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.151529 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.580162 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-1.00743 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-1.50691 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.02304 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.730877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.999146 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.716296 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.259535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0585785 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.332388 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.70545 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.716106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.202233 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.474498 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.904371 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-1.25091 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.221733 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.325548 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.318703 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.447006 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.895989 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.5521 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.134685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.391393 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-1.07918 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-1.35333 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-1.24389 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.913957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.466675 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.162364 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.153747 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.149746 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.230966 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.866592 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0405204 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.341175 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.755721 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-1.0826 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.602844 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.602427 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.474641 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.815832 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-1.19052 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.163111 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.302453 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.557891 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0500621 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.332252 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.358009 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-1.25091 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-1.11608 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.60564 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.577702 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.522044 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.547004 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.496272 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.629913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.646016 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.00071 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.889709 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.10532 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.832273 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.16734 # DEPENDENCYPART_GRANDPAR
