# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,3,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(4,2),(2,23),-0.743976 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.619061 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-1.01567 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.24138 # DEPENDENCYPART_GRANDPAR
(4,2),(2,32),-1.50648 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.401397 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.373248 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.35155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.363398 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.329757 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.603667 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.628778 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.675186 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.666127 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.654412 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.624717 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.02712 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.766896 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.699007 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.96602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.066387 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.135268 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.244382 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.208319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.195041 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.154962 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.805283 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.785302 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.745899 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.910457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.120494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.235497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.221097 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.20368 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.235487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.26278 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.239801 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.498461 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.42345 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.658947 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.544615 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.395254 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.316539 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.627216 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.855302 # DEPENDENCYPART_GRANDPAR
(4,6),(6,32),-1.18317 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.729505 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.08881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0196821 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.184414 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.00965155 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0209299 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.238806 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.102835 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.180259 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.745899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.913079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.112632 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.364301 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0258898 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.221631 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.246175 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.28903 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.240628 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.496389 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.443967 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.680059 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.542543 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.767774 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.700601 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.922729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0671112 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.312103 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.232866 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0123584 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.258874 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.189139 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.228635 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.610018 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.698984 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.19345 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0983225 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.10975 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.257305 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.190155 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.183325 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.484352 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.461026 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.620385 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.813837 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.759706 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.705104 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.926356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.194814 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.262244 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0348385 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.02369 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.203293 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.177629 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.28231 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.343692 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.365554 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.357443 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.445856 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.482563 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.522275 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.480578 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.358523 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.438215 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.411649 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.293989 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.0775554 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.59045 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.717437 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),-0.753397 # DEPENDENCYPART_GRANDPAR
(4,12),(12,29),-0.0329652 # DEPENDENCYPART_GRANDPAR
(4,12),(12,31),-0.585958 # DEPENDENCYPART_GRANDPAR
(4,12),(12,32),-1.29367 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.185797 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.235236 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0865194 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.171726 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.419636 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.655133 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.449768 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.664654 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.502747 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.544615 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.395254 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.316539 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.627216 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-0.851488 # DEPENDENCYPART_GRANDPAR
(4,14),(14,32),-1.18318 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.830554 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),-0.0101083 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.502175 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.469192 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.505003 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.474462 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.459678 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.366475 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.348963 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.398592 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.277953 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.225055 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.544617 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.738681 # DEPENDENCYPART_GRANDPAR
(4,15),(15,31),-0.572929 # DEPENDENCYPART_GRANDPAR
(4,15),(15,32),-1.20252 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.397505 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.515174 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.456344 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.414527 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.304227 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.30006 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.365148 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.277654 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.235309 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.219902 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.603379 # DEPENDENCYPART_GRANDPAR
(4,16),(16,31),-0.452068 # DEPENDENCYPART_GRANDPAR
(4,16),(16,32),-1.19615 # DEPENDENCYPART_GRANDPAR
(4,32),(32,31),-0.658231 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.209718 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.383413 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.277438 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.53996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.178207 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.565769 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.599643 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.914181 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.940987 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.585254 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.755865 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.821442 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.766759 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.817937 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.935329 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.909958 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.13689 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.998731 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-0.961395 # DEPENDENCYPART_GRANDPAR
(5,2),(2,32),-0.966182 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.344851 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.272088 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.172413 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.53118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.254394 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.564041 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.67584 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.916277 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.946199 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.628266 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.765254 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.816208 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.351132 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.301959 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.390645 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.53104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.262352 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.537095 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.683788 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.932856 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.939893 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.621418 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.756105 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.905587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.721742 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.789263 # DEPENDENCYPART_GRANDPAR
(5,4),(4,32),-1.08809 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.767037 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.734533 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.869169 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.707942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.09641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0750758 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0632825 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.412864 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.428132 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0293936 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.264048 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.292358 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.192927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.327243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.406301 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.354098 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.680144 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.497485 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.442148 # DEPENDENCYPART_GRANDPAR
(5,6),(6,32),-0.509073 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.836177 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.678535 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.07377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.318017 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0763524 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.265974 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.529107 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0136192 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.345584 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.869169 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.707942 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.10276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.27907 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0567073 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.429502 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.436897 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0543301 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.263562 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.288973 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.212118 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.34703 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.402916 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.719482 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.826274 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.664224 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.0559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.354258 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.154073 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0672383 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.482974 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0902738 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.289669 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.480129 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.825406 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.169359 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0921912 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.254999 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.503129 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.160422 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.322127 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.436272 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.322798 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.380056 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.777655 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.71116 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.83052 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.637277 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.01929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.206402 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.0459173 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.201283 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.475601 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.512662 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.249486 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.60381 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.271199 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.186425 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.163375 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.70405 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.74361 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.73565 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.579371 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.626922 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.385083 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.46114 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.637543 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.560616 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.377789 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.407584 # DEPENDENCYPART_GRANDPAR
(5,12),(12,29),-1.03374 # DEPENDENCYPART_GRANDPAR
(5,12),(12,31),-0.375382 # DEPENDENCYPART_GRANDPAR
(5,12),(12,32),-0.70376 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.465819 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.294862 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.153522 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.204676 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.270594 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.117621 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.204249 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.21394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.646378 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.628566 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.677847 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.628834 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.841081 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.724163 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.820499 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.979928 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.932365 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-1.12806 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.963752 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.756518 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-1.01471 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-1.37205 # DEPENDENCYPART_GRANDPAR
(6,2),(2,32),-1.88961 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.310175 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.327473 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.00806475 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.33372 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.31913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.687292 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.73377 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.709307 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.665634 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.904349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.763729 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.973279 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.280836 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.348159 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.241246 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.250053 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.29517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.617848 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.709796 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.696266 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.626004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.862067 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.722554 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.901729 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.935125 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.903835 # DEPENDENCYPART_GRANDPAR
(6,4),(4,32),-2.00969 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.313651 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.29474 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.12133 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.25626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.624743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.670888 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.656743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.613945 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.71712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.787758 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.623961 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.809466 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.640386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.124227 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0908352 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.183862 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.214177 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.393413 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.884277 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.715941 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.875686 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.628678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.173229 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.385551 # DEPENDENCYPART_GRANDPAR
