# _root_ Under the agreement , Intel will invest $ 3 million to acquire a 4 % stake in Alliant , a maker of minisupercomputers for scientists and engineers .
#goldHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
#predictedHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
(8,12),(8,21),-0.149443 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0645387 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.10353 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0123353 # DEPENDENCYPART_SIBL
(8,12),(8,28),0.0222546 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00419477 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00011234 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0301056 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0723366 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.124322 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0341902 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0393249 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.102779 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0962567 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.106624 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.050324 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.14446 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0558041 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.178511 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0950131 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0906077 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0430358 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.184943 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.00103642 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.0394059 # DEPENDENCYPART_SIBL
(8,14),(8,28),0.0143102 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.117831 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.097981 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.180208 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0481072 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.121411 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0823083 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0804913 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.0101091 # DEPENDENCYPART_SIBL
(8,15),(8,28),-0.0304461 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.024037 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.159844 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.110213 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.162758 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0131293 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.000655214 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.00119803 # DEPENDENCYPART_SIBL
(8,16),(8,28),-0.0249365 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0125232 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.127105 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.144299 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0211986 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.149959 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.236269 # DEPENDENCYPART_SIBL
(8,17),(8,28),0.116836 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.121426 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0489067 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0291687 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0783767 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.042846 # DEPENDENCYPART_SIBL
(8,18),(8,28),0.0129787 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.284455 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.0436771 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.053129 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.553529 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0206467 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0439561 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.0525994 # DEPENDENCYPART_SIBL
(8,21),(8,26),-0.0689835 # DEPENDENCYPART_SIBL
(8,21),(8,28),-0.0268036 # DEPENDENCYPART_SIBL
(8,22),(8,24),0.104109 # DEPENDENCYPART_SIBL
(8,22),(8,26),0.434021 # DEPENDENCYPART_SIBL
(8,22),(8,28),0.226938 # DEPENDENCYPART_SIBL
(8,24),(8,26),0.290172 # DEPENDENCYPART_SIBL
(8,24),(8,28),0.21581 # DEPENDENCYPART_SIBL
(8,26),(8,28),-0.236932 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.028197 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.328747 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0831733 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.184465 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0676449 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0283407 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.20841 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.427565 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0656899 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0873671 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0676013 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00922848 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0358662 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0126367 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0466999 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0205391 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.566907 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0106556 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0103009 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0231569 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0383469 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.122253 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0857384 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0504283 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00258366 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.133207 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.202951 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.11499 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0367185 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00934555 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0668888 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00776982 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00534185 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00733272 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0262323 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0339004 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00634319 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0179226 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0165566 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0460505 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0340579 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.027697 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0276143 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0393094 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0151545 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.117881 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0263373 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.111729 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.114332 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0173347 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.109416 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.403464 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.777124 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.73301 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0492215 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.553217 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.51766 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0214139 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.65545 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0894848 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.112652 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.147613 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.000460197 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0458486 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0430603 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0131919 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0662929 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0899152 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00498671 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0258528 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0252549 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0364544 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0780469 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.00178861 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0119591 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.000272062 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.0133702 # DEPENDENCYPART_SIBL
(12,1),(12,28),0.146786 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.038044 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0835416 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0135559 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0263034 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0295196 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0499289 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0645489 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0414169 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0499298 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0197805 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.025973 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0472869 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0530904 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.021161 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0460958 # DEPENDENCYPART_SIBL
(12,4),(12,28),0.20507 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0190264 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0146148 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0628909 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0400733 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0310682 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0281202 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0377047 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.023988 # DEPENDENCYPART_SIBL
(12,5),(12,18),-8.05215e-06 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0150483 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0400768 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0482139 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0459821 # DEPENDENCYPART_SIBL
(12,5),(12,26),0.0466457 # DEPENDENCYPART_SIBL
(12,5),(12,28),0.0613949 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0261969 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0585814 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0699461 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00759389 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0331049 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00952215 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.157913 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0738054 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0415615 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00875226 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0512397 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0170311 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0206331 # DEPENDENCYPART_SIBL
(12,8),(12,28),-0.0150219 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.274958 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0366142 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00885111 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0472271 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0106495 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.157414 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0429099 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0199568 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00390083 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0918569 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.116857 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.0203764 # DEPENDENCYPART_SIBL
(12,10),(12,28),0.0201956 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.039976 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0556362 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.007078 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.055527 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.073308 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0270702 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.120685 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0390197 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0136109 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0554577 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0361853 # DEPENDENCYPART_SIBL
(12,11),(12,28),-0.0349508 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.047699 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.204767 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.179227 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.152493 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.147752 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0281819 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.170045 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.143631 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0675627 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.0785276 # DEPENDENCYPART_SIBL
(12,13),(12,28),-0.107899 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.229302 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.218978 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0649963 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.13645 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00161071 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.210827 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.058148 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.045952 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0434855 # DEPENDENCYPART_SIBL
(12,14),(12,28),-0.0731955 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.206638 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.107063 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.122042 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.011952 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.189487 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.116988 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0497969 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.103625 # DEPENDENCYPART_SIBL
(12,15),(12,28),-0.0507954 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0580277 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0537354 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.151407 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.201086 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0331191 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.103738 # DEPENDENCYPART_SIBL
(12,16),(12,26),0.133276 # DEPENDENCYPART_SIBL
(12,16),(12,28),-0.0156175 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.140577 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.019552 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.111514 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.266211 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.145273 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.0437313 # DEPENDENCYPART_SIBL
(12,17),(12,28),-0.0562639 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0731973 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.12481 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0225612 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0402185 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.026807 # DEPENDENCYPART_SIBL
(12,18),(12,28),-0.0551287 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.13185 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.360417 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.150244 # DEPENDENCYPART_SIBL
(12,19),(12,26),0.459308 # DEPENDENCYPART_SIBL
(12,19),(12,28),-0.0157846 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.101134 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0689716 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.0196488 # DEPENDENCYPART_SIBL
(12,21),(12,28),-0.0917369 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.329034 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.0982242 # DEPENDENCYPART_SIBL
(12,22),(12,28),-0.21524 # DEPENDENCYPART_SIBL
(12,24),(12,26),0.122565 # DEPENDENCYPART_SIBL
(12,24),(12,28),0.0331178 # DEPENDENCYPART_SIBL
(12,26),(12,28),0.0857769 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00674176 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.023876 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.067561 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0214631 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.216961 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.172456 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.1621 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0374235 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.171567 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0257843 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0176431 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0922473 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0653556 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0383581 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00582374 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.177199 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00711381 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0111915 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0706183 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0179977 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0604941 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0533114 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.103965 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0111865 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.22528 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.434695 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0653016 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0197805 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.251003 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.103669 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0581585 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0474987 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.253823 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00563867 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0767867 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.103061 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0809107 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0221388 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0938498 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0239929 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.113348 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0472206 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0670099 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0706703 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.173281 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.14082 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0755568 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0882372 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00464283 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.15701 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0709905 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.100624 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00988122 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.098686 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.15683 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.362627 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.25859 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0196504 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0976418 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.71489 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.103063 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0482642 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.103663 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0483267 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.186076 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0705095 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0723112 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.00528952 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0591135 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0644483 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0425833 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0360297 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0450468 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0393125 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0781136 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0429048 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.0404151 # DEPENDENCYPART_SIBL
(16,1),(16,28),0.0962072 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.253326 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.456519 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.121338 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.101093 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.881138 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.248525 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.198047 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.193815 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0460466 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0561924 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.046898 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.383162 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0679762 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0548134 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0780376 # DEPENDENCYPART_SIBL
(16,2),(16,26),-0.113912 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.108986 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.164881 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0321051 # DEPENDENCYPART_SIBL
(16,5),(16,11),2.71679e-05 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.400048 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0703204 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0850705 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.069707 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0133281 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.105454 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0103636 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.104081 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0360995 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.112627 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0396691 # DEPENDENCYPART_SIBL
(16,5),(16,26),-0.00755627 # DEPENDENCYPART_SIBL
(16,5),(16,28),-0.00363663 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.11814 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0294216 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.477009 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.015103 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.162248 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0197654 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.064495 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0878777 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0137844 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0298949 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0101676 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.036216 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0131356 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.051544 # DEPENDENCYPART_SIBL
(16,8),(16,28),-0.00694989 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.568806 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.414998 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0252787 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.238696 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.115053 # DEPENDENCYPART_SIBL
