# _root_ But then it shot upward 7 1\/2 as Goldman , Sachs & Co. stepped in and bought , traders said .
#goldHeads=4,4,4,20,4,7,5,4,14,9,9,11,12,8,14,14,16,20,20,0,20,
#predictedHeads=4,4,4,20,4,7,5,4,8,9,9,11,12,20,14,14,16,20,20,0,20,
(11,12),(11,20),-0.065336 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0260184 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0213152 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.152546 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0289685 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0233944 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0176752 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0250166 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.000953831 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0878152 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.267841 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.409593 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0218833 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.343197 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0198056 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0117543 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0620982 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0841339 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0301742 # DEPENDENCYPART_SIBL
(11,16),(11,17),-3.27096e-07 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.15106 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.127926 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0121092 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.387587 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0229065 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.347115 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.354111 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.276502 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.092177 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0011113 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0401542 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0261638 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.000409225 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0504808 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0101732 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0207821 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0588307 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.953893 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.773627 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.763591 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.957625 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.951032 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.881933 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.961927 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.179243 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0924334 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.713694 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.154332 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.342317 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.805546 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0525548 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.313058 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.202183 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0998536 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.344061 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.234358 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.16128 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0423546 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.257623 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.181992 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.344516 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.810639 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.185855 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0167761 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.463102 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.192094 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.102496 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0177547 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.130807 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0334575 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0321305 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0860573 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0470515 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.059815 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0544951 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00836369 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0128817 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0719315 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.136905 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0380727 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0546944 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0260186 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0540979 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.358563 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.198505 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.00060273 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.011427 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0270336 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0394687 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.109585 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.00241536 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.113294 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.00985899 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.00628094 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0298951 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0390552 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0115354 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00912578 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0196114 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0465317 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.01552 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0154188 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0519383 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.200869 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0722073 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.072275 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.00751905 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.160788 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0212827 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.153344 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0363374 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.192668 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0587764 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0085347 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0247856 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0227168 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0231647 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0650511 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0164994 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0709509 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0725394 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0726613 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.120772 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0114275 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.225387 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.00417627 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0893622 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0483233 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0473125 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0351876 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0437974 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0200528 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0441147 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0554988 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.00976865 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.07673 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0891651 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.00865884 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0765723 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0559279 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0691287 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.063123 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.108868 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0324794 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0243567 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00684023 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0220763 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0252442 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0136345 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0100464 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.1494 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0659261 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0910693 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.114127 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0836253 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0454477 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.115389 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.133643 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.073231 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0421646 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0187668 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0113812 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0542175 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0486931 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0677376 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0905405 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.118227 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0830965 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0444563 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.11486 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.150426 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.020562 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0492209 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0121656 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0115738 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0612744 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0483077 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0144323 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.515008 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00704338 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0714297 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0724125 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00486896 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0451241 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0116944 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0721118 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0523452 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0335444 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0352001 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.10251 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.489469 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.23336 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.563718 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0199645 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00929289 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0129655 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0410042 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00460367 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00314035 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0239975 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0423271 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0449025 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0651391 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0113262 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0528027 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.000444155 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0147654 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0108311 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.11659 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0529438 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.232712 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.551567 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0180934 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0329507 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0284332 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0809987 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00967006 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.018605 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0042622 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0462012 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0846902 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0846492 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0376215 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0674265 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0513255 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0429616 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0250592 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.135379 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.10738 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.180556 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.182866 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.194402 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.190566 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.452392 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0547392 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0141337 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0464283 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.000455793 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00846254 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.00263096 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0922501 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0803027 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.039782 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0985613 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0493962 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.101064 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.290398 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.489886 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.00128449 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00891559 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.110866 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0433596 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0314025 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0789658 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0549426 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.111224 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0449835 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.135428 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.121757 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.226139 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0117668 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.101906 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0499732 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0731701 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.108886 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.23265 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.530472 # DEPENDENCYPART_SIBL
(16,17),(16,20),-1.09584 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0790994 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.157615 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.712924 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.139516 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.00160054 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0752108 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0488543 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0795657 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0363711 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0438147 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0289071 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0835321 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0349802 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0501064 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0145838 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.33206 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0270772 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.00101179 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0123576 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.143336 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0391632 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0466068 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0104147 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0203338 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0946898 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.010417 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0343481 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0634905 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.101157 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0711045 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.110949 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.00150783 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.00574341 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.125352 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.12145 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0820552 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.014517 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0450474 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0282355 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0871769 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0172868 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0649475 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0575039 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.104198 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.100831 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0294366 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0117415 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.00985055 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.00643479 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0628558 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0836485 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0762045 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0166747 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0221338 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.00871634 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0206369 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.090235 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0645474 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0340173 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0414062 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0726634 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.109594 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0578777 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0565847 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0482111 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0359276 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.473466 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0160767 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.258962 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.116925 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0338853 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.00166285 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.048642 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0166522 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.258314 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.156919 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0389517 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0171275 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0289066 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.117686 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0643239 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00940232 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0215689 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0373449 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0175009 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0248455 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.021466 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0842861 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0350324 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0499327 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0952126 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0304668 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0382381 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0160203 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0199521 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.112544 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0449919 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.366127 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0238434 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.23137 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.220265 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0407006 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.110412 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.16933 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0514682 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0501412 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.135572 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.08207 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.12813 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0894402 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0485808 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0409881 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.117806 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.118918 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.117891 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.102918 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.12813 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.00447095 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.470446 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.212404 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0254282 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.13404 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.0623925 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0499575 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.249398 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.107624 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.232517 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.114995 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0608437 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0685143 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0180426 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.138303 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.00798043 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0322111 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.232517 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0477674 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0602328 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.10919 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.235246 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0732762 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0733439 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0404335 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.161798 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0478413 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.154428 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0588155 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.200478 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.116586 # DEPENDENCYPART_SIBL
